	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
74	415	6	EMERALD_3	1355	ESPORTS_ARENA_4	PACHA:SUPPORT,RAYA:BD_GAIN,SCROOGE_MCDUCK:PULL_STUN,MAD_HATTER:CHARMED	QUASIMODO:SHIELDS,WINNIE_THE_POOH:HEALING,SADNESS:SORROW,ROCKETEER:TRUE_DAMAGE,PRINCESS_AURORA:HEAL	[boss]JOHN_SILVER:TANK,JACK_JACK:AOE_STUN,WASABI:SKILL1,NICK_WILDE:CHARM,POCAHONTAS:KNOCKBACK,HAMM:TANK
75	420	6	EMERALD_4	1370	ESPORTS_ARENA_4	QUASIMODO:SHATTER,SHERIFF_OF_NOTTINGHAM:SAP,DUCKY_AND_BUNNY:ALLY_ROLE,THE_HORNED_KING:SCARE	BO_PEEP:HEAL,MERIDA:ICE,ELSA:FREEZE,PETER_PAN:SKILL1,VANELLOPE:BACKLINE	[boss]BO_PEEP:HEAL,JOHN_SILVER:STUDY,PACHA:TANK,MOTHER_GOTHEL:ENDURE,MINNIE_MOUSE:CHARM,ALADDIN:SPEED
76	425	6	EMERALD_5	1385	ESPORTS_ARENA_4	WINNIE_THE_POOH:HUNNY,RALPH:LONGER_STUNS,DEMONA:SKILL3,JIM_HAWKINS:CONTROL	BAYMAX:FREEZE,EVE:TWO,PLEAKLEY:FREEZE,HAMM:SAP,GENIE:SHIELD	[boss]FELIX:FREEZE,PACHA:SUPPORT,AUDREY_RAMIREZ:SHIELD,ELSA:FREEZE,KRISTOFF_AND_SVEN:MOST_WANTED,ROCKETEER:SKILL1
77	430	6	EMERALD_6	1400	ESPORTS_ARENA_4	JAKE_LONG:TANK,JACK_SKELLINGTON:DUCK,MULAN:KNOCKBACK,ROBIN_HOOD:CONTROL	DANTE:TANK,QUORRA:CRIT,SIMBA_AND_NALA:SILENCE,ROSE:COMBO,ESMERALDA:BLIND	[boss]EEYORE:DISABLE_STUN,JAKE_LONG:TANK,RANDALL_BOGGS:DODGE,MULAN:HEAL_ON_CRIT,FOZZIE:HEAL,KIDA:SKILL1_BUFF
78	435	6	EMERALD_7	1415	ESPORTS_ARENA_4	FELIX:ANGER,HOPPER:KNOCKBACK,MEGAVOLT:CONTROL_COUNTER,DUFF_KILLIGAN:ENERGY	SWEETUMS:HP,KIM_POSSIBLE:STUDY,DUKE_CABOOM:CONTROL,NEGADUCK:TANKY,HECTOR_BARBOSSA:SLOW	[boss]HADES:DOT,MISS_PIGGY:DISABLE,SIMBA_AND_NALA:SILENCE,HECTOR_BARBOSSA:STUDY,TIA_DALMA:CHARM,DUFF_KILLIGAN:TANKY
79	440	6	EMERALD_8	1430	ESPORTS_ARENA_4	BARLEY_LIGHTFOOT:SKILL1,DUFF_KILLIGAN:TANKY,SIMBA_AND_NALA:ARMOR,QUORRA:CRIT	CLAWHAUSER:REALITY,GO_GO:SLOW,SIMBA_AND_NALA:SILENCE,HECTOR_BARBOSSA:STUDY,MIKE:FANTASTIC_DAMAGE	[boss]DANTE:DETERMINED,ZEUS:TENACITY_REDUC,MISS_PIGGY:DISABLE,KIDA:SKILL1_BUFF,KING_TRITON:SLOW,ROBIN_HOOD:STEAL
80	445	6	EMERALD_9	1445	ESPORTS_ARENA_4	GOOFY:BLIND,PETE:TANKY,WALL_E:MAX_ENERGY,SARAH_SANDERSON:DAMAGE	OOGIE_BOOGIE:POWER,MUSHU:CRIT,GO_GO:ENERGY,MONKEY_FIST:SUPPORT,YZMA:SPEED	[boss]CLAWHAUSER:DPS,ZEUS:BETTER_SAP,RANDALL_BOGGS:DODGE,KIM_POSSIBLE:STUDY,KRONK:INVINCIBLE,QUORRA:CRIT
81	450	6	EMERALD_10	1460	ESPORTS_ARENA_4	REX:SHIELD_COUNTER,FRED_FREDERICKSON:SKILL2,PETE:ANTI_REFLECT,KRONK:INVINCIBLE	SALLY:REALITY,KIM_POSSIBLE:STUDY,DUFF_KILLIGAN:TANKY,FLIK:ENERGY,ANIMAL:SHIELD	[boss]QUEEN_OF_HEARTS:SPEED,SWEDISH_CHEF:LOBSTER,STITCH:BITE,GO_GO:SLOW,LILO:SKILL3,BUZZ:ATTACK_SPEED
82	455	6	EMERALD_11	1475	ESPORTS_ARENA_4	CHEF_SKINNER:DAMAGE,MEGAVOLT:CONTROL_COUNTER,JACK_SPARROW:HP,VANELLOPE:BACKLINE	GERALD_MARLIN_NEMO:ARMOR,DUKE_CABOOM:HEAL,NEGADUCK:WEAKNESS,ESMERALDA:BLIND,TIA_DALMA:SILENCE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,MAUI:HP,RANDALL_BOGGS:DODGE,KIDA:SKILL1_BUFF,FLIK:SHIELD,KING_TRITON:WHIRLPOOL
83	460	6	EMERALD_12	1490	ESPORTS_ARENA_4	BARLEY_LIGHTFOOT:SKILL1,JACK_SKELLINGTON:DOT,BUZZ:SHIELD_ALLY,HOPPER:STUN	RALPH:LONGER_STUNS,NEGADUCK:TANKY,JACK_SPARROW:HP,RAFIKI:DISABLE,KAA:TANK	[boss]BARLEY_LIGHTFOOT:SKILL1,RON_STOPPABLE:STUN,SIMBA_AND_NALA:ARMOR,KING_LOUIE:BANANA,IAN_LIGHTFOOT:REFLECT,MISS_PIGGY:DISABLE
84	465	6	EMERALD_13	1505	ESPORTS_ARENA_4	SULLEY:TEAM_HEAL,MULAN:HEAL_ON_CRIT,KIM_POSSIBLE:STUDY,FLIK:ENERGY	GONZO:SHIELD_BUFF,BALOO:HOT,FRED_FREDERICKSON:SKILL2,GO_GO:ENERGY,KUZCO:HEALING	[boss]BALOO:HOT,AGENT_P:STUN,SHAN_YU:STUDY,MISS_PIGGY:DISABLE,SNOW_WHITE:CHARM_DAMAGE,LI_SHANG:BLIND
85	470	6	EMERALD_14	1520	ESPORTS_ARENA_4	PRINCE_PHILLIP:TANK,MR_INCREDIBLE:WEAK_ALLIES,BELLE:SAP,CRUELLA:DOT_BUFF	SHERIFF_OF_NOTTINGHAM:CHARM,ISABELA_MADRIGAL:DOT_WEAKEN,COGSWORTH_AND_LUMIERE:DOT,SHERE_KHAN:SLOW,DEMONA:SCARE	[boss]HADES:TANK,CHIEF_BOGO:HEALS,JACK_JACK:HEALING_COUNTER,RANDALL_BOGGS:DODGE,CRUELLA:DOT_BUFF,JOY:DISABLE
86	475	6	EMERALD_15	1535	ESPORTS_ARENA_4	BALOO:CHARM,KIM_POSSIBLE:STUDY,MANTICORE:DOT,MIRABEL_MADRIGAL:IMMUNITY	HERCULES:CONTROL,BELLE:SAP,MADAM_MIM:ENERGY,EVE:TWO,ZEUS:TENACITY_REDUC	[boss]BO_PEEP:ARMOR_DEBUFF,AUDREY_RAMIREZ:SHIELD,MOTHER_GOTHEL:ENDURE,MONKEY_FIST:DAMAGE,MEGARA:INVINCIBLE,MADAM_MIM:ENERGY
87	480	6	EMERALD_16	1550	ESPORTS_ARENA_4	SWEETUMS:FATIGUE,PETER_PAN:SKILL1,DUFF_KILLIGAN:ENERGY,BUNSEN_AND_BEAKER:SPEED	CHIEF_BOGO:CHARGE,JACK_SPARROW:HP,SCAR:SPEED,MEGARA:INVINCIBLE,JIM_HAWKINS:CONTROL	[boss]OOGIE_BOOGIE:SCARE,SALLY:POISON,PEGASUS:DETERMINATION,BUNSEN_AND_BEAKER:DIVERT,IAN_LIGHTFOOT:BLIND,SHEGO:FANTASTIC
88	485	6	EMERALD_17	1565	ESPORTS_ARENA_4	DANTE:TANK,HERCULES:CONTROL,HAMM:SAP,HECTOR_BARBOSSA:STUDY	GONZO:SHIELD_BUFF,QUEEN_OF_HEARTS:SPEED,ZEUS:BETTER_SAP,ROSE:SKILL1_BUFF,GASTON:DAMAGE	[boss]BO_PEEP:HEAL,DASH:SHIELD_COUNTER,SIMBA_AND_NALA:ARMOR,KING_LOUIE:SLOW,THE_MAYOR:SAP,MADAM_MIM:ENERGY
89	490	6	EMERALD_18	1580	ESPORTS_ARENA_4	EDA_CLAWTHORNE:SHIELDS,DARKWING_DUCK:CRIT,CHICKEN_LITTLE:BASIC_MODIFIER,RAFIKI:DISABLE	HEIMLICH:WELL_FED_BUFF,JOHN_SILVER:TANK,ANGER:DOT,PHIL:TANK,FEAR:HARDY	[boss]HADES:TANK,HECTOR_BARBOSSA:STUDY,MOTHER_GOTHEL:SCARE,KING_LOUIE:BANANA,LADY_AND_TRAMP:ENERGY,RAYA:BD_GAIN
90	495	6	EMERALD_19	1595	ESPORTS_ARENA_4	JAKE_LONG:HEAL,ROSE:SKILL1_BUFF,SHEGO:FANTASTIC,MAYOR_BELLWETHER:REFLECT	PACHA:TANK,SWEETUMS:FATIGUE,ELIZABETH_SWANN:HEALS,SIMBA_AND_NALA:SILENCE,MOTHER_GOTHEL:ENDURE	[boss]REX:SHIELD_COUNTER,PETE:TANKY,DUKE_CABOOM:CONTROL,THE_MAYOR:SCARE,CINDERELLA:SHIELDS,BASIL:SILENCE
91	500	6	EMERALD_20	1610	ESPORTS_ARENA_4	RATIGAN:CHARMED_ENEMIES_WEAK,JESSIE:DODGE,SHERE_KHAN:SKILL3,MOTHER_GOTHEL:SCARE	SLINKY_DOG:SCARED,NICK_WILDE:SHIELD,MAX_GOOF:DAMAGE,AUDREY_RAMIREZ:STUN,BUNSEN_AND_BEAKER:DIVERT	[boss]HERCULES:CONTROL,CHIEF_BOGO:HEALS,THE_UNDERMINER:SP,HECTOR_BARBOSSA:SLOW,MAGICA_DE_SPELL:INVISIBLE,JOY:ARMOR
92	505	6	EMERALD_21	1625	ESPORTS_ARENA_4	QUEEN_OF_HEARTS:SPEED,EDA_CLAWTHORNE:SHIELDS,MOTHER_GOTHEL:SCARE,JESSIE:DODGE	MUFASA:AURA_ENHANCE_BEFORE_KO,MISS_PIGGY:KNOCK_BACK,MOTHER_GOTHEL:SCARE,ALADDIN:SPEED,YZMA:SPEED	[boss]JOHN_SILVER:TANK,EDA_CLAWTHORNE:RESILIENCE,MADAM_MIM:ENERGY,EMBER_LUMEN:REALITY,FEAR:HARDY,JOY:DISABLE
93	510	6	EMERALD_22	1640	ESPORTS_ARENA_4	BO_PEEP:ARMOR_DEBUFF,SADNESS:SORROW,BUZZ:SHIELD_ALLY,LADY_AND_TRAMP:ENDURANCE	SHERIFF_OF_NOTTINGHAM:CHARM,RATIGAN:DODGE_DEBUFFS,EDA_CLAWTHORNE:RESILIENCE,MOTHER_GOTHEL:ENDURE,MAGICA_DE_SPELL:INVISIBLE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,DUFF_KILLIGAN:ENERGY,SHERE_KHAN:SKILL3,KING_LOUIE:BANANA,TWENTY_TWO:FATIGUE,DAISY_DUCK:SCARE
94	515	6	EMERALD_23	1655	ESPORTS_ARENA_4	REX:SHIELD_COUNTER,OOGIE_BOOGIE:POWER,KIM_POSSIBLE:STUDY,BASIL:SILENCE	SHANK:ARMOR,GERALD_MARLIN_NEMO:INVINCIBLE,MUFASA:AURA_ENHANCE_BEFORE_KO,WASABI:SKILL1,MR_BIG_AND_KOSLOV:SCARED_FROZEN	[boss]EDA_CLAWTHORNE:SHIELDS,PEGASUS:SPEED,DASH:ENERGY,JACK_SKELLINGTON:DUCK,MIGUEL:FREEZE,MCLEACH:HEAL
95	520	6	EMERALD_24	1670	ESPORTS_ARENA_4	SHERIFF_OF_NOTTINGHAM:CHARM,MISS_PIGGY:DISABLE,QUORRA:SHIELD,NEGADUCK:TANKY	GOOFY:SHIELD,EVE:TWO,KING_LOUIE:BANANA,HOPPER:KNOCKBACK,DAVY_JONES:STUDY	[boss]SADNESS:SORROW,RALPH:LONGER_STUNS,ROBIN_HOOD:STEAL,CALHOUN:SHIELDS,BOWLER_HAT_GUY:DAMAGE,ANGER:DOT
96	525	6	EMERALD_25	1685	ESPORTS_ARENA_4	PACHA:SUPPORT,ANGER:DAMAGE_ROLE,MOTHER_GOTHEL:ENDURE,ROBIN_HOOD:STEAL	WINNIE_THE_POOH:HUNNY,SWEDISH_CHEF:FATIGUE,PETER_PAN:SKILL1,MOTHER_GOTHEL:SCARE,MAYOR_BELLWETHER:REFLECT	[boss]PRINCE_PHILLIP:SUPPORT,CHICKEN_LITTLE:BASIC_MODIFIER,MONKEY_FIST:SUPPORT,DARKWING_DUCK:CRIT,IAN_LIGHTFOOT:REFLECT,PLEAKLEY:DOT
97	530	6	EMERALD_26	1700	ESPORTS_ARENA_4	PACHA:TANK,SADNESS:SORROW,BOLT:BASIC_ATTACK,VIOLET:SHIELDS	QUEEN_OF_HEARTS:SPEED,GONZO:SHIELD_BUFF,BAYMAX:SHIELD,CALHOUN:ENERGY,SUGA_MAMA:PROUD_FAMILY	[boss]GERALD_MARLIN_NEMO:ARMOR,PRINCE_PHILLIP:TANK,MEILIN_LEE:SHIELDS,MUSHU:BLIND,BRUNO_MADRIGAL:SAP,MONKEY_FIST:DAMAGE
98	535	6	EMERALD_27	1715	ESPORTS_ARENA_4	MR_INCREDIBLE:WEAK_ALLIES,CHICKEN_LITTLE:BASIC_MODIFIER,LILITH_CLAWTHORNE:TANK_AND_CONTROL,DAVY_JONES:STUDY	BALOO:CHARM,NEGADUCK:WEAKNESS,PETER_PAN:SKILL3,JIM_HAWKINS:CONTROL,HUNTSMAN:BOX_BUFFER	[boss]MEILIN_LEE:SHIELDS,MULAN:KNOCKBACK,DUKE_CABOOM:CONTROL,WASABI:SKILL1,MILO_THATCH:RESIST,ANGER:DAMAGE_ROLE
99	540	6	EMERALD_28	1730	ESPORTS_ARENA_4	SWEDISH_CHEF:FATIGUE,SHERE_KHAN:SLOW,ELSA:SHIELD,CALHOUN:SHIELDS	RALPH:HEALING,KIM_POSSIBLE:SCARE,MAX_GOOF:DAMAGE,SIMEA:HEX_COUNTER,STATLER_AND_WALDORF:HEAL	[boss]REPTILLUS_MAXIMUS:DEFENCE_ALLIES,BAYMAX:SHIELD,OLAF:FREEZE,SCAR:SPEED,THE_HORNED_KING:SCARE,JACK_SPARROW:NORMAL_DAMAGE
100	545	6	EMERALD_29	1745	ESPORTS_ARENA_4	GOOFY:SHIELD,ZEUS:TENACITY_REDUC,DR_FACILIER:SKILL3_BUFF,BRUNO_MADRIGAL:SAP	PHINEAS:INVENTION_COUNTER_CHARM,DUFF_KILLIGAN:ENERGY,SHEGO:FANTASTIC,JESSIE:DODGE,JACK_SPARROW:NORMAL_DAMAGE	[boss]MAXIMUS:BUFF_REMOVAL,HADES:TANK,MUFASA:AURA_ENHANCE_BEFORE_KO,MONKEY_FIST:DAMAGE,WINIFRED_SANDERSON:BD,ROSE:SKILL1_BUFF
101	550	6	EMERALD_30	1760	ESPORTS_ARENA_4	MUFASA:AURA_ENHANCE_BEFORE_KO,BO_PEEP:HEAL,STITCH:SLOW,JIM_HAWKINS:CONTROL	GOOFY:BLIND,BELLE:SAP,BUNSEN_AND_BEAKER:SPEED,AGENT_P:SKILL4_BUFF,HAMM:SAP	[boss]FRED_FREDERICKSON:BLIND,SHAN_YU:STUDY,MOTHER_GOTHEL:SCARE,MANTICORE:DOT,BRUNO_MADRIGAL:SAP,SCROOGE_MCDUCK:PULL_STUN
102	555	6	SAPPHIRE	1775	ESPORTS_ARENA_4	LITTLE_JOHN:EXTRA_SHIELD,DANTE:TANK,ELIZABETH_SWANN:INVISIBLE,HUNTSMAN:BOX_BUFFER	CHEF_SKINNER:DAMAGE,HECTOR_BARBOSSA:STUDY,ALADDIN:REGEN,ERNESTO_DE_LA_CRUZ:ALLY_KO_BUFF,JACK_JACK:HEALING_COUNTER	[boss]RALPH:HEALING,FRED_FREDERICKSON:SKILL2,MEILIN_LEE:SHIELDS,GO_GO:SLOW,DR_DOOFENSHMIRTZ:SKILL2_BUFF,RAYA:BD_GAIN
103	560	6	SAPPHIRE_1	1790	ESPORTS_ARENA_4	EMBARRASSMENT:REFLECT,PEGASUS:DETERMINATION,VINNY_SANTORINI:BLIND,BRUNO_MADRIGAL:SAP	MUFASA:IMMUNITY,PHINEAS:INVENTION_COUNTER_DAMAGE,MISS_PIGGY:KNOCK_BACK,KING_LOUIE:BANANA,HOPPER:STUN	[boss]GONZO:SHIELD_BUFF,SCAR:INVIS,COGSWORTH_AND_LUMIERE:SPEED,JAFAR:ROLES,HUEY_DEWEY_LOUIE:TANK_COUNTER,LUZ_NOCEDA:SKILL2_BUFF
104	565	6	SAPPHIRE_2	1805	ESPORTS_ARENA_4	REX:SHIELD_COUNTER,MULAN:HEAL_ON_CRIT,JACK_SKELLINGTON:DOT,DUFF_KILLIGAN:TANKY	CLAWHAUSER:REALITY,REPTILLUS_MAXIMUS:DEFENCE_HIMSELF,RON_STOPPABLE:HEAL,HANK_AND_DORY:DISABLE,KRONK:INVINCIBLE	[boss]DANTE:TANK,JAKE_LONG:HEAL,CARL:HEAL,PLEAKLEY:FREEZE,FINNICK:ENERGY,NICK_WILDE:SHIELD
