	HERO	ICON	KEY
311	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Sleeping	JACK_SKELLINGTON_SLEEP
312	JACK_SKELLINGTON	Emoji_Expressions_Jack_Skellington_Surprised	JACK_SKELLINGTON_SURPRISE
313	SALLY	Emoji_Expressions_Sally_Default	SALLY_SMILE
314	SALLY	Emoji_Expressions_Sally_Excited	SALLY_EXCITE
315	SALLY	Emoji_Expressions_Sally_Gross	SALLY_GROSS
316	SALLY	Emoji_Expressions_Sally_Love	SALLY_LOVE
317	SALLY	Emoji_Expressions_Sally_PowerUp	SALLY_POWER
318	SALLY	Emoji_Expressions_Sally_Scared	SALLY_SCARED
319	SALLY	Emoji_Expressions_Sally_Sleeping	SALLY_SLEEP
320	SALLY	Emoji_Expressions_Sally_Surprised	SALLY_SURPRISE
321	HADES	Emoji_Expressions_Hades_Default	HADES_SMILE
322	HADES	Emoji_Expressions_Hades_Excited	HADES_EXCITE
323	HADES	Emoji_Expressions_Hades_Gross	HADES_GROSS
324	HADES	Emoji_Expressions_Hades_Love	HADES_LOVE
325	HADES	Emoji_Expressions_Hades_PowerUp	HADES_POWER
326	HADES	Emoji_Expressions_Hades_Scared	HADES_SCARED
327	HADES	Emoji_Expressions_Hades_Sleeping	HADES_SLEEP
328	HADES	Emoji_Expressions_Hades_Surprised	HADES_SURPRISE
329	MEGARA	Emoji_Expressions_Megara_Default	MEGARA_SMILE
330	MEGARA	Emoji_Expressions_Megara_Excited	MEGARA_EXCITE
331	MEGARA	Emoji_Expressions_Megara_Gross	MEGARA_GROSS
332	MEGARA	Emoji_Expressions_Megara_Love	MEGARA_LOVE
333	MEGARA	Emoji_Expressions_Megara_PowerUp	MEGARA_POWER
334	MEGARA	Emoji_Expressions_Megara_Scared	MEGARA_SCARED
335	MEGARA	Emoji_Expressions_Megara_Sleeping	MEGARA_SLEEP
336	MEGARA	Emoji_Expressions_Megara_Surprised	MEGARA_SURPRISE
337	ALICE	Emoji_Expressions_Alice_Default	ALICE_SMILE
338	ALICE	Emoji_Expressions_Alice_Excited	ALICE_EXCITE
339	ALICE	Emoji_Expressions_Alice_Gross	ALICE_GROSS
340	ALICE	Emoji_Expressions_Alice_Love	ALICE_LOVE
341	ALICE	Emoji_Expressions_Alice_PowerUp	ALICE_POWER
342	ALICE	Emoji_Expressions_Alice_Scared	ALICE_SCARED
343	ALICE	Emoji_Expressions_Alice_Sleeping	ALICE_SLEEP
344	ALICE	Emoji_Expressions_Alice_Surprised	ALICE_SURPRISE
345	BAYMAX	Emoji_Expressions_Baymax_Default	BAYMAX_SMILE
346	BAYMAX	Emoji_Expressions_Baymax_Excited	BAYMAX_EXCITE
347	BAYMAX	Emoji_Expressions_Baymax_Gross	BAYMAX_GROSS
348	BAYMAX	Emoji_Expressions_Baymax_Love	BAYMAX_LOVE
349	BAYMAX	Emoji_Expressions_Baymax_PowerUp	BAYMAX_POWER
350	BAYMAX	Emoji_Expressions_Baymax_Scared	BAYMAX_SCARED
351	BAYMAX	Emoji_Expressions_Baymax_Sleeping	BAYMAX_SLEEP
352	BAYMAX	Emoji_Expressions_Baymax_Surprised	BAYMAX_SURPRISE
353	GASTON	Emoji_Expressions_Gaston_Default	GASTON_SMILE
354	GASTON	Emoji_Expressions_Gaston_Excited	GASTON_EXCITE
355	GASTON	Emoji_Expressions_Gaston_Gross	GASTON_GROSS
356	GASTON	Emoji_Expressions_Gaston_Love	GASTON_LOVE
357	GASTON	Emoji_Expressions_Gaston_PowerUp	GASTON_POWER
358	GASTON	Emoji_Expressions_Gaston_Scared	GASTON_SCARED
359	GASTON	Emoji_Expressions_Gaston_Sleeping	GASTON_SLEEP
360	GASTON	Emoji_Expressions_Gaston_Surprised	GASTON_SURPRISE
361	HIRO	Emoji_Expressions_Hiro_Default	HIRO_SMILE
362	HIRO	Emoji_Expressions_Hiro_Excited	HIRO_EXCITE
363	HIRO	Emoji_Expressions_Hiro_Gross	HIRO_GROSS
364	HIRO	Emoji_Expressions_Hiro_Love	HIRO_LOVE
365	HIRO	Emoji_Expressions_Hiro_PowerUp	HIRO_POWER
366	HIRO	Emoji_Expressions_Hiro_Scared	HIRO_SCARED
367	HIRO	Emoji_Expressions_Hiro_Sleeping	HIRO_SLEEP
368	HIRO	Emoji_Expressions_Hiro_Surprised	HIRO_SURPRISE
369	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Default	MAD_HATTER_SMILE
370	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Excited	MAD_HATTER_EXCITE
371	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Gross	MAD_HATTER_GROSS
372	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Love	MAD_HATTER_LOVE
373	MAD_HATTER	Emoji_Expressions_Mad_Hatter_PowerUp	MAD_HATTER_POWER
374	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Scared	MAD_HATTER_SCARED
375	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Sleeping	MAD_HATTER_SLEEP
376	MAD_HATTER	Emoji_Expressions_Mad_Hatter_Surprised	MAD_HATTER_SURPRISE
377	MALEFICENT	Emoji_Expressions_Maleficent_Default	MALEFICENT_SMILE
378	MALEFICENT	Emoji_Expressions_Maleficent_Excited	MALEFICENT_EXCITE
379	MALEFICENT	Emoji_Expressions_Maleficent_Gross	MALEFICENT_GROSS
380	MALEFICENT	Emoji_Expressions_Maleficent_Love	MALEFICENT_LOVE
381	MALEFICENT	Emoji_Expressions_Maleficent_PowerUp	MALEFICENT_POWER
382	MALEFICENT	Emoji_Expressions_Maleficent_Scared	MALEFICENT_SCARED
383	MALEFICENT	Emoji_Expressions_Maleficent_Sleeping	MALEFICENT_SLEEP
384	MALEFICENT	Emoji_Expressions_Maleficent_Surprised	MALEFICENT_SURPRISE
385	MIGUEL	Emoji_Expressions_Miguel_Default	MIGUEL_SMILE
386	MIGUEL	Emoji_Expressions_Miguel_Excited	MIGUEL_EXCITE
387	MIGUEL	Emoji_Expressions_Miguel_Gross	MIGUEL_GROSS
388	MIGUEL	Emoji_Expressions_Miguel_Love	MIGUEL_LOVE
389	MIGUEL	Emoji_Expressions_Miguel_PowerUp	MIGUEL_POWER
390	MIGUEL	Emoji_Expressions_Miguel_Scared	MIGUEL_SCARED
391	MIGUEL	Emoji_Expressions_Miguel_Sleeping	MIGUEL_SLEEP
392	MIGUEL	Emoji_Expressions_Miguel_Surprised	MIGUEL_SURPRISE
393	SCAR	Emoji_Expressions_Scar_Default	SCAR_SMILE
394	SCAR	Emoji_Expressions_Scar_Excited	SCAR_EXCITE
395	SCAR	Emoji_Expressions_Scar_Gross	SCAR_GROSS
396	SCAR	Emoji_Expressions_Scar_Love	SCAR_LOVE
397	SCAR	Emoji_Expressions_Scar_PowerUp	SCAR_POWER
398	SCAR	Emoji_Expressions_Scar_Scared	SCAR_SCARED
399	SCAR	Emoji_Expressions_Scar_Sleeping	SCAR_SLEEP
400	SCAR	Emoji_Expressions_Scar_Surprised	SCAR_SURPRISE
401	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Default	RANDALL_BOGGS_SMILE
402	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Excited	RANDALL_BOGGS_EXCITE
403	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Gross	RANDALL_BOGGS_GROSS
404	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Love	RANDALL_BOGGS_LOVE
405	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_PowerUp	RANDALL_BOGGS_POWER
406	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Scared	RANDALL_BOGGS_SCARED
407	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Sleeping	RANDALL_BOGGS_SLEEP
408	RANDALL_BOGGS	Emoji_Expressions_Randall_Boggs_Surprised	RANDALL_BOGGS_SURPRISE
409	OLAF	Emoji_Expressions_Olaf_Default	OLAF_SMILE
410	OLAF	Emoji_Expressions_Olaf_Excited	OLAF_EXCITE
411	OLAF	Emoji_Expressions_Olaf_Gross	OLAF_GROSS
412	OLAF	Emoji_Expressions_Olaf_Love	OLAF_LOVE
413	OLAF	Emoji_Expressions_Olaf_PowerUp	OLAF_POWER
414	OLAF	Emoji_Expressions_Olaf_Scared	OLAF_SCARED
415	OLAF	Emoji_Expressions_Olaf_Sleeping	OLAF_SLEEP
416	OLAF	Emoji_Expressions_Olaf_Surprised	OLAF_SURPRISE
417	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Default	SCROOGE_MCDUCK_SMILE
418	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Excited	SCROOGE_MCDUCK_EXCITE
419	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Gross	SCROOGE_MCDUCK_GROSS
420	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Love	SCROOGE_MCDUCK_LOVE
421	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_PowerUp	SCROOGE_MCDUCK_POWER
422	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Scared	SCROOGE_MCDUCK_SCARED
423	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Sleeping	SCROOGE_MCDUCK_SLEEP
424	SCROOGE_MCDUCK	Emoji_Expressions_Scrooge_McDuck_Surprised	SCROOGE_MCDUCK_SURPRISE
425	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Default	DARKWING_DUCK_SMILE
426	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Excited	DARKWING_DUCK_EXCITE
427	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Gross	DARKWING_DUCK_GROSS
428	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Love	DARKWING_DUCK_LOVE
429	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_PowerUp	DARKWING_DUCK_POWER
430	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Scared	DARKWING_DUCK_SCARED
431	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Sleeping	DARKWING_DUCK_SLEEP
432	DARKWING_DUCK	Emoji_Expressions_Darkwing_Duck_Surprised	DARKWING_DUCK_SURPRISE
433	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Default	OOGIE_BOOGIE_SMILE
434	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Excited	OOGIE_BOOGIE_EXCITE
435	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Gross	OOGIE_BOOGIE_GROSS
436	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Love	OOGIE_BOOGIE_LOVE
437	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_PowerUp	OOGIE_BOOGIE_POWER
438	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Scared	OOGIE_BOOGIE_SCARED
439	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Sleeping	OOGIE_BOOGIE_SLEEP
440	OOGIE_BOOGIE	Emoji_Expressions_Oogie_Boogie_Surprised	OOGIE_BOOGIE_SURPRISE
441	PETER_PAN	Emoji_Expressions_Peter_Pan_Default	PETER_PAN_SMILE
442	PETER_PAN	Emoji_Expressions_Peter_Pan_Excited	PETER_PAN_EXCITE
443	PETER_PAN	Emoji_Expressions_Peter_Pan_Gross	PETER_PAN_GROSS
444	PETER_PAN	Emoji_Expressions_Peter_Pan_Love	PETER_PAN_LOVE
445	PETER_PAN	Emoji_Expressions_Peter_Pan_PowerUp	PETER_PAN_POWER
446	PETER_PAN	Emoji_Expressions_Peter_Pan_Scared	PETER_PAN_SCARED
447	PETER_PAN	Emoji_Expressions_Peter_Pan_Sleeping	PETER_PAN_SLEEP
448	PETER_PAN	Emoji_Expressions_Peter_Pan_Surprised	PETER_PAN_SURPRISE
449	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Default	CAPTAIN_HOOK_SMILE
450	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Excited	CAPTAIN_HOOK_EXCITE
451	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Gross	CAPTAIN_HOOK_GROSS
452	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Love	CAPTAIN_HOOK_LOVE
453	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_PowerUp	CAPTAIN_HOOK_POWER
454	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Scared	CAPTAIN_HOOK_SCARED
455	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Sleeping	CAPTAIN_HOOK_SLEEP
456	CAPTAIN_HOOK	Emoji_Expressions_Captain_Hook_Surprised	CAPTAIN_HOOK_SURPRISE
457	QUORRA	Emoji_Expressions_Quorra_Default	QUORRA_SMILE
458	QUORRA	Emoji_Expressions_Quorra_Excited	QUORRA_EXCITE
459	QUORRA	Emoji_Expressions_Quorra_Gross	QUORRA_GROSS
460	QUORRA	Emoji_Expressions_Quorra_Love	QUORRA_LOVE
461	QUORRA	Emoji_Expressions_Quorra_PowerUp	QUORRA_POWER
462	QUORRA	Emoji_Expressions_Quorra_Scared	QUORRA_SCARED
463	QUORRA	Emoji_Expressions_Quorra_Sleeping	QUORRA_SLEEP
464	QUORRA	Emoji_Expressions_Quorra_Surprised	QUORRA_SURPRISE
465	JASMINE	Emoji_Expressions_Jasmine_Default	JASMINE_SMILE
466	JASMINE	Emoji_Expressions_Jasmine_Excited	JASMINE_EXCITE
467	JASMINE	Emoji_Expressions_Jasmine_Gross	JASMINE_GROSS
468	JASMINE	Emoji_Expressions_Jasmine_Love	JASMINE_LOVE
469	JASMINE	Emoji_Expressions_Jasmine_PowerUp	JASMINE_POWER
470	JASMINE	Emoji_Expressions_Jasmine_Scared	JASMINE_SCARED
471	JASMINE	Emoji_Expressions_Jasmine_Sleeping	JASMINE_SLEEP
472	JASMINE	Emoji_Expressions_Jasmine_Surprised	JASMINE_SURPRISE
473	ELSA	Emoji_Expressions_Elsa_Default	ELSA_SMILE
474	ELSA	Emoji_Expressions_Elsa_Excited	ELSA_EXCITE
477	ELSA	Emoji_Expressions_Elsa_PowerUp	ELSA_POWER
478	ELSA	Emoji_Expressions_Elsa_Scared	ELSA_SCARED
479	ELSA	Emoji_Expressions_Elsa_Sleeping	ELSA_SLEEP
480	ELSA	Emoji_Expressions_Elsa_Surprised	ELSA_SURPRISE
481	JAFAR	Emoji_Expressions_Jafar_Default	JAFAR_SMILE
482	JAFAR	Emoji_Expressions_Jafar_Excited	JAFAR_EXCITE
483	JAFAR	Emoji_Expressions_Jafar_Gross	JAFAR_GROSS
484	JAFAR	Emoji_Expressions_Jafar_Love	JAFAR_LOVE
485	JAFAR	Emoji_Expressions_Jafar_PowerUp	JAFAR_POWER
486	JAFAR	Emoji_Expressions_Jafar_Scared	JAFAR_SCARED
487	JAFAR	Emoji_Expressions_Jafar_Sleeping	JAFAR_SLEEP
488	JAFAR	Emoji_Expressions_Jafar_Surprised	JAFAR_SURPRISE
489	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Default	KEVIN_FLYNN_SMILE
490	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Excited	KEVIN_FLYNN_EXCITE
491	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Gross	KEVIN_FLYNN_GROSS
492	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Love	KEVIN_FLYNN_LOVE
493	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_PowerUp	KEVIN_FLYNN_POWER
494	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Scared	KEVIN_FLYNN_SCARED
495	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Sleeping	KEVIN_FLYNN_SLEEP
496	KEVIN_FLYNN	Emoji_Expressions_KevinFlynn_Surprised	KEVIN_FLYNN_SURPRISE
497	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Default	QUEEN_OF_HEARTS_SMILE
498	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Excited	QUEEN_OF_HEARTS_EXCITE
499	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Gross	QUEEN_OF_HEARTS_GROSS
500	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Love	QUEEN_OF_HEARTS_LOVE
501	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_PowerUp	QUEEN_OF_HEARTS_POWER
502	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Scared	QUEEN_OF_HEARTS_SCARED
503	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Sleeping	QUEEN_OF_HEARTS_SLEEP
504	QUEEN_OF_HEARTS	Emoji_Expressions_QueenofHearts_Surprised	QUEEN_OF_HEARTS_SURPRISE
505	BEAST	Emoji_Expressions_Beast_Default	BEAST_SMILE
506	BEAST	Emoji_Expressions_Beast_Excited	BEAST_EXCITE
507	BEAST	Emoji_Expressions_Beast_Gross	BEAST_GROSS
508	BEAST	Emoji_Expressions_Beast_Love	BEAST_LOVE
509	BEAST	Emoji_Expressions_Beast_PowerUp	BEAST_POWER
510	BEAST	Emoji_Expressions_Beast_Scared	BEAST_SCARED
511	BEAST	Emoji_Expressions_Beast_Sleeping	BEAST_SLEEP
512	BEAST	Emoji_Expressions_Beast_Surprised	BEAST_SURPRISE
513	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Default	LAUNCHPAD_MCQUACK_SMILE
514	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Excited	LAUNCHPAD_MCQUACK_EXCITE
515	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Gross	LAUNCHPAD_MCQUACK_GROSS
516	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Love	LAUNCHPAD_MCQUACK_LOVE
517	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_PowerUp	LAUNCHPAD_MCQUACK_POWER
518	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Scared	LAUNCHPAD_MCQUACK_SCARED
519	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Sleeping	LAUNCHPAD_MCQUACK_SLEEP
520	LAUNCHPAD_MCQUACK	Emoji_Expressions_Launchpad_Surprised	LAUNCHPAD_MCQUACK_SURPRISE
521	GIZMODUCK	Emoji_Expressions_GizmoDuck_Default	GIZMODUCK_SMILE
522	GIZMODUCK	Emoji_Expressions_GizmoDuck_Excited	GIZMODUCK_EXCITE
523	GIZMODUCK	Emoji_Expressions_GizmoDuck_Gross	GIZMODUCK_GROSS
524	GIZMODUCK	Emoji_Expressions_GizmoDuck_Love	GIZMODUCK_LOVE
525	GIZMODUCK	Emoji_Expressions_GizmoDuck_PowerUp	GIZMODUCK_POWER
526	GIZMODUCK	Emoji_Expressions_GizmoDuck_Scared	GIZMODUCK_SCARED
527	GIZMODUCK	Emoji_Expressions_GizmoDuck_Sleeping	GIZMODUCK_SLEEP
528	GIZMODUCK	Emoji_Expressions_GizmoDuck_Surprised	GIZMODUCK_SURPRISE
529	RAPUNZEL	Emoji_Expressions_Rapunzel_Default	RAPUNZEL_SMILE
530	RAPUNZEL	Emoji_Expressions_Rapunzel_Excited	RAPUNZEL_EXCITE
531	RAPUNZEL	Emoji_Expressions_Rapunzel_Gross	RAPUNZEL_GROSS
532	RAPUNZEL	Emoji_Expressions_Rapunzel_Love	RAPUNZEL_LOVE
533	RAPUNZEL	Emoji_Expressions_Rapunzel_PowerUp	RAPUNZEL_POWER
534	RAPUNZEL	Emoji_Expressions_Rapunzel_Scared	RAPUNZEL_SCARED
535	RAPUNZEL	Emoji_Expressions_Rapunzel_Sleeping	RAPUNZEL_SLEEP
536	RAPUNZEL	Emoji_Expressions_Rapunzel_Surprised	RAPUNZEL_SURPRISE
537	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Default	FLYNN_RIDER_SMILE
538	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Excited	FLYNN_RIDER_EXCITE
539	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Gross	FLYNN_RIDER_GROSS
540	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Love	FLYNN_RIDER_LOVE
541	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_PowerUp	FLYNN_RIDER_POWER
542	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Scared	FLYNN_RIDER_SCARED
543	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Sleeping	FLYNN_RIDER_SLEEP
544	FLYNN_RIDER	Emoji_Expressions_Flynn_Rider_Surprised	FLYNN_RIDER_SURPRISE
545	RAFIKI	Emoji_Expressions_Rafiki_Default	RAFIKI_SMILE
546	RAFIKI	Emoji_Expressions_Rafiki_Excited	RAFIKI_EXCITE
547	RAFIKI	Emoji_Expressions_Rafiki_Gross	RAFIKI_GROSS
548	RAFIKI	Emoji_Expressions_Rafiki_Love	RAFIKI_LOVE
549	RAFIKI	Emoji_Expressions_Rafiki_PowerUp	RAFIKI_POWER
550	RAFIKI	Emoji_Expressions_Rafiki_Scared	RAFIKI_SCARED
551	RAFIKI	Emoji_Expressions_Rafiki_Sleeping	RAFIKI_SLEEP
552	RAFIKI	Emoji_Expressions_Rafiki_Surprised	RAFIKI_SURPRISE
553	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Default	WINNIE_THE_POOH_SMILE
554	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Excited	WINNIE_THE_POOH_EXCITE
555	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Gross	WINNIE_THE_POOH_GROSS
556	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Love	WINNIE_THE_POOH_LOVE
557	WINNIE_THE_POOH	Emoji_Expressions_Pooh_PowerUp	WINNIE_THE_POOH_POWER
558	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Scared	WINNIE_THE_POOH_SCARED
559	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Sleeping	WINNIE_THE_POOH_SLEEP
560	WINNIE_THE_POOH	Emoji_Expressions_Pooh_Surprised	WINNIE_THE_POOH_SURPRISE
561	TIGGER	Emoji_Expressions_Tigger_Default	TIGGER_SMILE
562	TIGGER	Emoji_Expressions_Tigger_Excited	TIGGER_EXCITE
563	TIGGER	Emoji_Expressions_Tigger_Gross	TIGGER_GROSS
564	TIGGER	Emoji_Expressions_Tigger_Love	TIGGER_LOVE
565	TIGGER	Emoji_Expressions_Tigger_PowerUp	TIGGER_POWER
566	TIGGER	Emoji_Expressions_Tigger_Scared	TIGGER_SCARED
567	TIGGER	Emoji_Expressions_Tigger_Sleeping	TIGGER_SLEEP
568	TIGGER	Emoji_Expressions_Tigger_Surprised	TIGGER_SURPRISE
569	EEYORE	Emoji_Expressions_Eeyore_Default	EEYORE_SMILE
570	EEYORE	Emoji_Expressions_Eeyore_Excited	EEYORE_EXCITE
571	EEYORE	Emoji_Expressions_Eeyore_Gross	EEYORE_GROSS
572	EEYORE	Emoji_Expressions_Eeyore_Love	EEYORE_LOVE
573	EEYORE	Emoji_Expressions_Eeyore_PowerUp	EEYORE_POWER
574	EEYORE	Emoji_Expressions_Eeyore_Scared	EEYORE_SCARED
575	EEYORE	Emoji_Expressions_Eeyore_Sleeping	EEYORE_SLEEP
576	EEYORE	Emoji_Expressions_Eeyore_Surprised	EEYORE_SURPRISE
577	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Default	MAGICA_DE_SPELL_SMILE
578	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Excited	MAGICA_DE_SPELL_EXCITE
579	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Gross	MAGICA_DE_SPELL_GROSS
580	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Love	MAGICA_DE_SPELL_LOVE
581	MAGICA_DE_SPELL	Emoji_Expressions_Magica_PowerUp	MAGICA_DE_SPELL_POWER
582	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Scared	MAGICA_DE_SPELL_SCARED
583	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Sleeping	MAGICA_DE_SPELL_SLEEP
584	MAGICA_DE_SPELL	Emoji_Expressions_Magica_Surprised	MAGICA_DE_SPELL_SURPRISE
585	RAJAH	Emoji_Expressions_Rajah_Default	RAJAH_SMILE
586	RAJAH	Emoji_Expressions_Rajah_Excited	RAJAH_EXCITE
587	RAJAH	Emoji_Expressions_Rajah_Gross	RAJAH_GROSS
588	RAJAH	Emoji_Expressions_Rajah_Love	RAJAH_LOVE
589	RAJAH	Emoji_Expressions_Rajah_PowerUp	RAJAH_POWER
590	RAJAH	Emoji_Expressions_Rajah_Scared	RAJAH_SCARED
591	RAJAH	Emoji_Expressions_Rajah_Sleeping	RAJAH_SLEEP
592	RAJAH	Emoji_Expressions_Rajah_Surprised	RAJAH_SURPRISE
593	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Default	KRISTOFF_AND_SVEN_SMILE
594	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Excited	KRISTOFF_AND_SVEN_EXCITE
595	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Gross	KRISTOFF_AND_SVEN_GROSS
596	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Love	KRISTOFF_AND_SVEN_LOVE
597	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_PowerUp	KRISTOFF_AND_SVEN_POWER
598	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Scared	KRISTOFF_AND_SVEN_SCARED
599	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Sleeping	KRISTOFF_AND_SVEN_SLEEP
600	KRISTOFF_AND_SVEN	Emoji_Expressions_Kristoff_Surprised	KRISTOFF_AND_SVEN_SURPRISE
601	SVEN	Emoji_Expressions_Sven_Default	SVEN_SMILE
602	SVEN	Emoji_Expressions_Sven_Excited	SVEN_EXCITE
603	SVEN	Emoji_Expressions_Sven_Gross	SVEN_GROSS
604	SVEN	Emoji_Expressions_Sven_Love	SVEN_LOVE
605	SVEN	Emoji_Expressions_Sven_PowerUp	SVEN_POWER
606	SVEN	Emoji_Expressions_Sven_Scared	SVEN_SCARED
607	SVEN	Emoji_Expressions_Sven_Sleeping	SVEN_SLEEP
608	SVEN	Emoji_Expressions_Sven_Surprised	SVEN_SURPRISE
609	GERALD_MARLIN_NEMO	Emoji_Expressions_Gerald_Default	GERALD_SMILE
610	GERALD_MARLIN_NEMO	Emoji_Expressions_Gerald_Excited	GERALD_EXCITE
611	GERALD_MARLIN_NEMO	Emoji_Expressions_Gerald_Gross	GERALD_GROSS
612	GERALD_MARLIN_NEMO	Emoji_Expressions_Gerald_Love	GERALD_LOVE
614	GERALD_MARLIN_NEMO	Emoji_Expressions_Gerald_Scared	GERALD_SCARED
616	GERALD_MARLIN_NEMO	Emoji_Expressions_Gerald_Surprised	GERALD_SURPRISE
617	GERALD_MARLIN_NEMO	Emoji_Expressions_Marlin_Default	MARLIN_SMILE
618	GERALD_MARLIN_NEMO	Emoji_Expressions_Marlin_Excited	MARLIN_EXCITE
619	GERALD_MARLIN_NEMO	Emoji_Expressions_Marlin_Gross	MARLIN_GROSS
620	GERALD_MARLIN_NEMO	Emoji_Expressions_Marlin_Love	MARLIN_LOVE
622	GERALD_MARLIN_NEMO	Emoji_Expressions_Marlin_Scared	MARLIN_SCARED
624	GERALD_MARLIN_NEMO	Emoji_Expressions_Marlin_Surprised	MARLIN_SURPRISE
625	GERALD_MARLIN_NEMO	Emoji_Expressions_Nemo_Default	NEMO_SMILE
