	CRAFTING_GOLD	PART1_QUANTITY	PART1_TYPE	PART2_QUANTITY	PART2_TYPE	PART3_QUANTITY	PART3_TYPE	PART4_QUANTITY	PART4_TYPE
POM_POM_SHOES	210,000	1	TIGHT_SQUEEZE	1	NEW_CAR_SMELL	1	BOAT_SNACK	1	REALLY_GOOD_BALL
BADGE_OF_DISGUISE	210,000	1	LOST_AND_FOUND	1	ROMANTIC_BOAT_RIDE	1	MYSTERIOUS_JOURNAL	1	TOKEN_OF_RADITUDE
HERCULADE	210,000	1	ROMANTIC_BOAT_RIDE	1	NEW_CAR_SMELL	1	GUMMIBEARY_JUICE	1	ITS_ROBOT_TIME
BEIGNETS	210,000	1	NEW_CAR_SMELL	1	LOST_AND_FOUND	1	CLOSE_SHAVE	1	BADGE_OF_TOMORROW
SPINNING_WHEEL	210,000	1	BADGE_OF_INTIMIDATION	1	MAN_IN_THE_MOON				
POLKA_DOTS	210,000	1	TIGHT_SQUEEZE	1	ROMANTIC_BOAT_RIDE	1	TINY_TERRARIUM		
ESCAPAY	210,000	1	TIGHT_SQUEEZE	1	LOST_AND_FOUND	1	SAN_FRANSOKYO_SEWER		
GUMMI_MEDALION	210,000	1	TIGHT_SQUEEZE	1	NEW_CAR_SMELL	1	NEST_EGG		
BLACK_FLAME_CANDLE	210,000	1	ROMANTIC_BOAT_RIDE	1	LOST_AND_FOUND	1	RETURN_TO_THE_FOLD		
INFINITY_SIDED_DIE	210,000	1	ROMANTIC_BOAT_RIDE	1	NEW_CAR_SMELL	1	SIDS_TOY		
LOCKED_AWAY_MEMORIES	210,000	1	NEW_CAR_SMELL	1	LOST_AND_FOUND	1	SUPER_FAN		
SELINES_ORB	210,000	1	LOST_AND_FOUND	1	ROMANTIC_BOAT_RIDE	1	NEST_EGG		
ANOTHER_BADGE_OF_FRIENDSHIP	240,000	1	NO_LLAMAS	1	TOUR_BUS	1	DIABLO_PIEDRA	1	COLOR_WHEEL
PRESTO	240,000	1	NO_LLAMAS	1	IM_LATE	1	TRICK_OR_TREAT	1	MAGICA_SHADOW
CHRISTMAS_TREE	240,000	1	NO_LLAMAS	1	CURIOUS_MAZE	1	MATHEMATICALLY_DELICIOUS	1	PENTHOUSE_CASTLE
CUDDLE_PARTY	240,000	1	TOUR_BUS	1	IM_LATE	1	DRUM_LINE	1	TIN_TOY
GRAND_FINALE	240,000	1	TOUR_BUS	1	CURIOUS_MAZE	1	I_FIGHT_FOR_THE_USERS	1	THUMBSUCKERS_CROWN
ABSTRACT_THOUGHT	240,000	1	IM_LATE	1	CURIOUS_MAZE	1	CROWN_OF_NY	1	SKELETON_DANCE
SMALL_FRY	235,000	1	BATH_TIME	1	DOGGONE_DEADLINES				
WAMPY	240,000	1	NO_LLAMAS	1	TOUR_BUS	1	GOLDEN_HARP		
MODEL_CITY	240,000	1	NO_LLAMAS	1	IM_LATE	1	LOCKED_DOOR		
MORE_TAMALES	240,000	1	NO_LLAMAS	1	CURIOUS_MAZE	1	RED_UMBRELLA		
CLOUD_KICKER	240,000	1	TOUR_BUS	1	IM_LATE	1	TEDDY_BEAR		
GROTTO_GIFT	240,000	1	TOUR_BUS	1	CURIOUS_MAZE	1	FOUR_POSTER_BED		
SAIL_THE_STARS	240,000	1	IM_LATE	1	CURIOUS_MAZE	1	WIND_UP_MOUSE		
PEAS_IN_A_POD	240,000	1	NO_LLAMAS	1	CURIOUS_MAZE	1	COMMANDERS_CREST		
FLUTTERBY	270,000	1	PLUCKED_PELICAN	1	THE_PACIFIER	1	LUCKY_EGG	1	KAWAII_EXE
PRINCELY_FORTUNE	270,000	1	PISTON_CUP	1	THE_PACIFIER	1	PAY_THROUGH_THE_TEETH	1	POOH_STICKS
LOWEST_PRICES_IN_TOWN	270,000	1	PISTON_CUP	1	PLUCKED_PELICAN	1	GONNA_GET_A_LITTLE_WEIRD	1	STAR_CASE
MEGA_DORIS	270,000	1	GREAT_STAR	1	PISTON_CUP	1	LOVE_POTION	1	WILD_RIDE
CAMPING_SITCH	270,000	1	GREAT_STAR	1	PLUCKED_PELICAN	1	PENTHOUSE_CASTLE	1	TRUE_LAVA
FEARAMID	270,000	1	GREAT_STAR	1	THE_PACIFIER	1	SKELETON_DANCE	1	POWER_UP
SHEER_PERFECTION	260,000	1	WEATHER_THE_STORM	1	MISSION_FORCE_ONE				
DISNEY_ON_ICE	270,000	1	PLUCKED_PELICAN	1	GREAT_STAR	1	SWEETER_TOOTH		
HISSY_FIT	270,000	1	PLUCKED_PELICAN	1	THE_PACIFIER	1	BADGE_OF_TRAVELING		
FORGOTTEN_SPELLBOOK	270,000	1	PLUCKED_PELICAN	1	PISTON_CUP	1	BREAD_AND_BUTTERFLIES		
CRYSTAL_PURE	270,000	1	THE_PACIFIER	1	PISTON_CUP	1	CAKE_OF_GOOD_INTENTIONS		
PHOENIX_GATE	270,000	1	GREAT_STAR	1	PISTON_CUP	1	GOOSE_CROSSING		
SHEARED	270,000	1	THE_PACIFIER	1	GREAT_STAR	1	TEMPTING_SWITCH		
FLY_AWAY_HOME	270,000	1	GREAT_STAR	1	PLUCKED_PELICAN	1	HAPPY_PANCAKE		
CLASSIC_CAR	300,000	1	WATCH_FOR_SPIT	1	SQUISHY	1	MARVELOUS_TOY	1	BLANK_CHECK
JUNIOR_WOODCHUCK	300,000	1	RING_OF_FIRE	1	WATCH_FOR_SPIT	1	MORNING_FUEL	1	DINGLEHOPPER
FACETED	300,000	1	BADGE_OF_AGILITY	1	WATCH_FOR_SPIT	1	PAPEL_PICADO	1	NACO
HUNDRED_ACRE_MAP	300,000	1	SQUISHY	1	RING_OF_FIRE	1	PERKIS_POWER	1	FANTASOUND
MONSTER_MAIL	300,000	1	BADGE_OF_AGILITY	1	SQUISHY	1	SUIT_UP	1	ILL_WISHING_WELL
FOREST_SPIRIT	300,000	1	RING_OF_FIRE	1	BADGE_OF_AGILITY	1	TIMELESS_CLASSIC	1	MOUSERCIZE
SNAKE_BALLOON	285,000	1	WATER_MUSIC	1	INNER_BEAUTY				
CLEAN_SWEAP	300,000	1	RING_OF_FIRE	1	BADGE_OF_AGILITY	1	LOST_PETS		
PROGRAM_SCANNER	300,000	1	RING_OF_FIRE	1	WATCH_FOR_SPIT	1	ANDYS_GAME		
CALL_THE_SUPER	300,000	1	BADGE_OF_AGILITY	1	SQUISHY	1	THE_GREY_STUFF		
SMART_HOUSE	300,000	1	SQUISHY	1	WATCH_FOR_SPIT	1	HOUSE_OF_CARDS		
HORSE_WITH_TWO_REAR_ENDS	300,000	1	RING_OF_FIRE	1	SQUISHY	1	EXPLORE		
LOST_NANNY	300,000	1	BADGE_OF_AGILITY	1	WATCH_FOR_SPIT	1	ACTION_FIGURE		
SPOONFUL_OF_SUGAR	300,000	1	RING_OF_FIRE	1	WATCH_FOR_SPIT	1	MR_CARROT		
ROYAL_DOULTON_BOWL	330,000	1	SMOOTH_JAZZ	1	DAYDREAM_HUNTER	1	GOOSE_CROSSING	1	IRRESISTIBLY_SHINY
MYSTICAL_MONKEY_POWER	330,000	1	THINGS_FALL_APART	1	LITTLE_HELPER	1	RED_BALLOON	1	SPRINGTIME_FLOWERS
SORORITY_SISTERS	330,000	1	SMOOTH_JAZZ	1	THINGS_FALL_APART	1	TRIPLEDENT_GUN	1	GOLDEN_HARP
DOGS_IN_DISGUISE	330,000	1	DAYDREAM_HUNTER	1	LITTLE_HELPER	1	BABY_BRIBE	1	TEDDY_BEAR
WADDLES	330,000	1	SMOOTH_JAZZ	1	LITTLE_HELPER	1	TEMPTING_SWITCH	1	FOUR_POSTER_BED
SUNKEN_SHIP	330,000	1	DAYDREAM_HUNTER	1	THINGS_FALL_APART	1	HAPPY_PANCAKE	1	WIND_UP_MOUSE
MOVEABLE_COAT_RACK	310,000	1	SEWER_SHARK	1	FIXER_UPPER				
PEA_SOUP	330,000	1	SMOOTH_JAZZ	1	DAYDREAM_HUNTER	1	MICKEY_PRETZEL		
CAT_FAMILY_PORTRAIT	330,000	1	DAYDREAM_HUNTER	1	THINGS_FALL_APART	1	CHOCOLATE_BAR		
MICKEY_WAFFLES	330,000	1	THINGS_FALL_APART	1	LITTLE_HELPER	1	BROKEN_NECKLACE		
CAT_IN_A_BOX	330,000	1	LITTLE_HELPER	1	DAYDREAM_HUNTER	1	POM_POM_SHOES		
ANGRY_CHIPMUNKS	330,000	1	SMOOTH_JAZZ	1	THINGS_FALL_APART	1	BADGE_OF_DISGUISE		
PRETEND_PRINCE	330,000	1	SMOOTH_JAZZ	1	LITTLE_HELPER	1	HERCULADE		
BOTTOMLESS_BAG	330,000	1	SMOOTH_JAZZ	1	THINGS_FALL_APART	1	BEIGNETS		
AZTEC_SKULL	360,000	1	MELODYS_NECKLACE	1	TRUSTY_BIKE	1	MR_CARROT	1	SWEETER_TOOTH
INTERDIMENSIONAL_DOOR	360,000	1	TRUSTY_BIKE	1	DONT_BAT_AN_EYE	1	DRAGON_SWING	1	BADGE_OF_TRAVELING
ADVENTURE_JAMIE	360,000	1	DONT_BAT_AN_EYE	1	MELODYS_NECKLACE	1	FRIENDLY_SURVIVOR	1	GARDEN_SONG
OREILLY_LUCKY_COIN	360,000	1	DONT_BAT_AN_EYE	1	BAO	1	HYPNOTIC_MELODY	1	BREAD_AND_BUTTERFLIES
OLD_SCALIWAG	360,000	1	MELODYS_NECKLACE	1	BAO	1	ANIMAL_AURORA	1	TICK_TOCK
WIND_CAN_DO_IT	360,000	1	BAO	1	TRUSTY_BIKE	1	BADGE_OF_SORROW	1	CAKE_OF_GOOD_INTENTIONS
ESCAPE	335,000	1	GRUESOME_GRAVE	1	CAT_ON_A_LAPTOP				
PIXY_PARADE	360,000	1	MELODYS_NECKLACE	1	BAO	1	POLKA_DOTS		
BABY_PROOF	360,000	1	DONT_BAT_AN_EYE	1	TRUSTY_BIKE	1	ESCAPAY		
ARLOS_ROCK	360,000	1	TRUSTY_BIKE	1	MELODYS_NECKLACE	1	GUMMI_MEDALION		
PERCYS_BATH_TIME	360,000	1	TRUSTY_BIKE	1	BAO	1	BLACK_FLAME_CANDLE		
ARLOS_BERRIES	360,000	1	MELODYS_NECKLACE	1	DONT_BAT_AN_EYE	1	INFINITY_SIDED_DIE		
JANES_SKETCH	360,000	1	DONT_BAT_AN_EYE	1	BAO	1	LOCKED_AWAY_MEMORIES		
FISH_IN_A_BOWL	360,000	1	BAO	1	TRUSTY_BIKE	1	SELINES_ORB		
DANCING_MUSHROOMS	390,000	1	MARK_OF_THE_GUARD	1	BINGO_IS_HIS_NAMEO	1	SUPER_TEAM_ASSEMBLE	1	LOST_PETS
BUG_JUICE	390,000	1	MARK_OF_THE_GUARD	1	THE_HYPERION	1	REFRESHING_FRUIT	1	ANDYS_GAME
BIRTHDAY_CAKE	390,000	1	TEETH_TOUR_79	1	BINGO_IS_HIS_NAMEO	1	SUN_CROWN	1	THE_GREY_STUFF
HOPPERS_FROG_LEGS	390,000	1	BINGO_IS_HIS_NAMEO	1	THE_HYPERION	1	MICKEY_PRETZEL	1	HOUSE_OF_CARDS
SMELL_THE_CORK	390,000	1	THE_HYPERION	1	TEETH_TOUR_79	1	PRACTICE_SLED	1	EXPLORE
BEARS_NATURAL_HABITAT	390,000	1	MARK_OF_THE_GUARD	1	TEETH_TOUR_79	1	HOLD_THE_LINE	1	ACTION_FIGURE
CALAMITY_BOX	360,000	1	ROLLY_POLLY	1	SPRIG_TIME				
OWL_STAFF	390,000	1	THE_HYPERION	1	BINGO_IS_HIS_NAMEO	1	WAMPY		
OWL_LADY	390,000	1	MARK_OF_THE_GUARD	1	THE_HYPERION	1	MODEL_CITY		
ITTY_BIDDY	390,000	1	TEETH_TOUR_79	1	MARK_OF_THE_GUARD	1	MORE_TAMALES		
HAY_BAILER_ACCIDENT	390,000	1	THE_HYPERION	1	TEETH_TOUR_79	1	CLOUD_KICKER		
TRES_SOMBREROS	390,000	1	BINGO_IS_HIS_NAMEO	1	TEETH_TOUR_79	1	GROTTO_GIFT		
GODDESS_OF_ADVENTURE	390,000	1	BINGO_IS_HIS_NAMEO	1	MARK_OF_THE_GUARD	1	SAIL_THE_STARS		
MOONSTONE_THORN	390,000	1	MARK_OF_THE_GUARD	1	BINGO_IS_HIS_NAMEO	1	PEAS_IN_A_POD		
HI_IM_NORM	420,000	1	GIANT_SQUID_ATTACK	1	LEPRECHAUN_KING	1	POLKA_DOTS	1	CHOCOLATE_BAR
FLOATING_BABY_HEAD	420,000	1	LEPRECHAUN_KING	1	TIME_OF_LEARNING	1	ESCAPAY	1	BROKEN_NECKLACE
FAIRY_FENCERS	420,000	1	GIANT_SQUID_ATTACK	1	TIME_OF_LEARNING	1	GUMMI_MEDALION	1	POM_POM_SHOES
TREEHOUSE	420,000	1	GIANT_SQUID_ATTACK	1	NAUTILUS	1	BLACK_FLAME_CANDLE	1	BADGE_OF_DISGUISE
TREASURE_PARROT	420,000	1	LEPRECHAUN_KING	1	NAUTILUS	1	INFINITY_SIDED_DIE	1	HERCULADE
SAILOR_STRIPES	420,000	1	TIME_OF_LEARNING	1	NAUTILUS	1	LOCKED_AWAY_MEMORIES	1	BEIGNETS
THAT_DARN_CAT	385,000	1	FREEMAN_OF_THE_CITY	1	TOY_SOLDIER				
CAR_FLOATY	420,000	1	GIANT_SQUID_ATTACK	1	LEPRECHAUN_KING	1	CRYSTAL_PURE		
MILLION_DOLLAR_DUCK	420,000	1	LEPRECHAUN_KING	1	TIME_OF_LEARNING	1	FORGOTTEN_SPELLBOOK		
STAINED_GLASS_ROSE	420,000	1	GIANT_SQUID_ATTACK	1	TIME_OF_LEARNING	1	DISNEY_ON_ICE		
PAPER_CUTOUT	420,000	1	GIANT_SQUID_ATTACK	1	NAUTILUS	1	PHOENIX_GATE		
WILDERNESS_EXPLORER_HANDBOOK	420,000	1	LEPRECHAUN_KING	1	NAUTILUS	1	SHEARED		
WILDERNESS_EXPLORER_LOGO	420,000	1	TIME_OF_LEARNING	1	NAUTILUS	1	HISSY_FIT		
BE_MY_PAL	420,000	1	TIME_OF_LEARNING	1	GIANT_SQUID_ATTACK	1	FLY_AWAY_HOME		
BIG_DONUT	450,000	1	MOUSE_MUG	1	POTION_PROTECTION	1	WAMPY	1	ANOTHER_BADGE_OF_FRIENDSHIP
BADGE_OF_SURPRISE	450,000	1	MOUSE_MUG	1	BUGGY_INVENTION	1	MODEL_CITY	1	PRESTO
TACO_CAT	450,000	1	BOOKS_GALORE	1	MOUSE_MUG	1	MORE_TAMALES	1	CHRISTMAS_TREE
PURPLE_PEACOCKS	450,000	1	BOOKS_GALORE	1	BUGGY_INVENTION	1	CLOUD_KICKER	1	CUDDLE_PARTY
PIANO_KITTIES	450,000	1	POTION_PROTECTION	1	BOOKS_GALORE	1	GROTTO_GIFT	1	GRAND_FINALE
SUNKEN_CITY	450,000	1	POTION_PROTECTION	1	BUGGY_INVENTION	1	SAIL_THE_STARS	1	ABSTRACT_THOUGHT
INSTANT_MAKEOVER	410,000	1	FISH_OUT_OF_WATER	1	ALIEN_INVASION				
EVENING_STROLL	450,000	1	MOUSE_MUG	1	BOOKS_GALORE	1	CALL_THE_SUPER		
DEPARTURE_DENIED	450,000	1	BOOKS_GALORE	1	POTION_PROTECTION	1	CLEAN_SWEAP		
SUMMER_DESTINATION	450,000	1	POTION_PROTECTION	1	MOUSE_MUG	1	SMART_HOUSE		
PIP	450,000	1	MOUSE_MUG	1	BUGGY_INVENTION	1	LOST_NANNY		
ALIEN_SAUCER	450,000	1	BUGGY_INVENTION	1	MOUSE_MUG	1	HORSE_WITH_TWO_REAR_ENDS		
VOLCANOES	450,000	1	BUGGY_INVENTION	1	POTION_PROTECTION	1	SPOONFUL_OF_SUGAR		
SEA_URCHIN	450,000	1	BUGGY_INVENTION	1	BOOKS_GALORE	1	PROGRAM_SCANNER		
WEEBO	480,000	1	PUDGE	1	TINY_THE_TREX	1	CRYSTAL_PURE	1	FLUTTERBY
UNLIKELY_PALS	480,000	1	PUDGE	1	BUSTER	1	FORGOTTEN_SPELLBOOK	1	FEARAMID
WINTER_DEPARTMENT	480,000	1	TINY_THE_TREX	1	BUSTER	1	DISNEY_ON_ICE	1	MEGA_DORIS
BIGFOOT	480,000	1	PUDGE	1	WALK_LIKE_AN_ELEPHANT	1	PHOENIX_GATE	1	CAMPING_SITCH
CLOCK_TOWER	480,000	1	TINY_THE_TREX	1	WALK_LIKE_AN_ELEPHANT	1	SHEARED	1	LOWEST_PRICES_IN_TOWN
NOTRE_DAME_GARGOYLES	480,000	1	BUSTER	1	WALK_LIKE_AN_ELEPHANT	1	HISSY_FIT	1	PRINCELY_FORTUNE
PUA	435,000	1	DUCKCYCLE	1	BEANSTALK				
KAKAMORA	480,000	1	PUDGE	1	TINY_THE_TREX	1	PEA_SOUP		
TELEPHONE	480,000	1	PUDGE	1	WALK_LIKE_AN_ELEPHANT	1	PRETEND_PRINCE		
TITLE_TRADING	480,000	1	BUSTER	1	WALK_LIKE_AN_ELEPHANT	1	CAT_IN_A_BOX		
FREE_RIDE	480,000	1	TINY_THE_TREX	1	WALK_LIKE_AN_ELEPHANT	1	CAT_FAMILY_PORTRAIT		
KING_OWL	480,000	1	BUSTER	1	PUDGE	1	ANGRY_CHIPMUNKS		
TOUGH_CHOICE	480,000	1	TINY_THE_TREX	1	BUSTER	1	BOTTOMLESS_BAG		
PERRY	480,000	1	WALK_LIKE_AN_ELEPHANT	1	TINY_THE_TREX	1	MICKEY_WAFFLES		
EVIL_KERMIT	510,000	1	STORYBOOK	1	IMAGINARY_CHEF	1	CLEAN_SWEAP	1	CLASSIC_CAR
TEA_TIME	510,000	1	WHAT_A_VIEW	1	IMAGINARY_CHEF	1	PROGRAM_SCANNER	1	JUNIOR_WOODCHUCK
KEEP_QUIET	510,000	1	IMAGINARY_CHEF	1	CHEESY_HIDEOUT	1	SPOONFUL_OF_SUGAR	1	FACETED
BAD_HAIR_DAY	510,000	1	STORYBOOK	1	CHEESY_HIDEOUT	1	SMART_HOUSE	1	HUNDRED_ACRE_MAP
THE_BETTYS	510,000	1	WHAT_A_VIEW	1	CHEESY_HIDEOUT	1	HORSE_WITH_TWO_REAR_ENDS	1	MONSTER_MAIL
CONSCIENCE	510,000	1	STORYBOOK	1	WHAT_A_VIEW	1	LOST_NANNY	1	FOREST_SPIRIT
RIVERBEND	460,000	1	OWL_CREST	1	MARIGOLD_PETAL				
KREBBS	510,000	1	CHEESY_HIDEOUT	1	WHAT_A_VIEW	1	PIXY_PARADE		
JOANNAS_EGG	510,000	1	STORYBOOK	1	IMAGINARY_CHEF	1	BABY_PROOF		
FISH_SCHOOL	510,000	1	IMAGINARY_CHEF	1	CHEESY_HIDEOUT	1	ARLOS_ROCK		
ARCHIMEDES	510,000	1	STORYBOOK	1	CHEESY_HIDEOUT	1	PERCYS_BATH_TIME		
MIM_COTTAGE	510,000	1	WHAT_A_VIEW	1	STORYBOOK	1	ARLOS_BERRIES		
HIGHER_FOR_HIRE	510,000	1	IMAGINARY_CHEF	1	WHAT_A_VIEW	1	JANES_SKETCH		
WILDCAT_HOUSEBOAT	510,000	1	IMAGINARY_CHEF	1	WHAT_A_VIEW	1	FISH_IN_A_BOWL		
SCAREDY_ELEPHANT	540,000	1	CAVE_DRAWING	1	SCREENSLAVER	1	PEA_SOUP	1	ROYAL_DOULTON_BOWL
QUITE_A_JUNGLE	540,000	1	PREHISTORIC_RODENTS	1	SCREENSLAVER	1	CAT_FAMILY_PORTRAIT	1	MYSTICAL_MONKEY_POWER
MONKEY_SEE	540,000	1	CAVE_DRAWING	1	COFFEE_VOID	1	MICKEY_WAFFLES	1	SORORITY_SISTERS
FAIR_FOLK	540,000	1	PREHISTORIC_RODENTS	1	COFFEE_VOID	1	CAT_IN_A_BOX	1	DOGS_IN_DISGUISE
GURGI	540,000	1	SCREENSLAVER	1	COFFEE_VOID	1	ANGRY_CHIPMUNKS	1	WADDLES
PET_COLLECTOR	540,000	1	PREHISTORIC_RODENTS	1	CAVE_DRAWING	1	PRETEND_PRINCE	1	SUNKEN_SHIP
HOCKEY_ISLAND	485,000	1	I_WIN	1	GOOFBALL_ISLAND				
FRIENDSHIP_ISLAND	540,000	1	CAVE_DRAWING	1	PREHISTORIC_RODENTS	1	OWL_STAFF		
HONESTY_ISLAND	540,000	1	PREHISTORIC_RODENTS	1	COFFEE_VOID	1	OWL_LADY		
FAMILY_ISLAND	540,000	1	CAVE_DRAWING	1	COFFEE_VOID	1	ITTY_BIDDY		
IMAGINARY_BOYFRIEND	540,000	1	SCREENSLAVER	1	COFFEE_VOID	1	HAY_BAILER_ACCIDENT		
MULTICOLORED_DRESS	540,000	1	COFFEE_VOID	1	SCREENSLAVER	1	TRES_SOMBREROS		
EYE_OF_FATES	540,000	1	PREHISTORIC_RODENTS	1	SCREENSLAVER	1	GODDESS_OF_ADVENTURE		
BEADS_OF_JADE	540,000	1	SCREENSLAVER	1	CAVE_DRAWING	1	MOONSTONE_THORN		
PEEPHOLE	570,000	1	WARNING_CLOCK	1	MAD_PURSUIT	1	BABY_PROOF	1	AZTEC_SKULL
THE_CLAW	570,000	1	SQUEAKER_SQUEAK	1	WARNING_CLOCK	1	ARLOS_ROCK	1	INTERDIMENSIONAL_DOOR
WHEEZY	570,000	1	WARNING_CLOCK	1	FOREST_TREK	1	PERCYS_BATH_TIME	1	ADVENTURE_JAMIE
RING_OF_STONES	570,000	1	MAD_PURSUIT	1	FOREST_TREK	1	ARLOS_BERRIES	1	OREILLY_LUCKY_COIN
WOODEN_BEAR	570,000	1	FOREST_TREK	1	SQUEAKER_SQUEAK	1	JANES_SKETCH	1	OLD_SCALIWAG
BEAGLE_BOYS	570,000	1	MAD_PURSUIT	1	SQUEAKER_SQUEAK	1	FISH_IN_A_BOWL	1	WIND_CAN_DO_IT
MOON_OVER_LONDON	510,000	1	TRAVELERS_KIT	1	FLOWER_CROWN				
MAP	570,000	1	MAD_PURSUIT	1	FOREST_TREK	1	CAR_FLOATY		
FOOT_TREE	570,000	1	WARNING_CLOCK	1	MAD_PURSUIT	1	MILLION_DOLLAR_DUCK		
ONLOOKERS	570,000	1	MAD_PURSUIT	1	FOREST_TREK	1	STAINED_GLASS_ROSE		
NECKLACE	570,000	1	MAD_PURSUIT	1	SQUEAKER_SQUEAK	1	PAPER_CUTOUT		
WARDROBE	570,000	1	WARNING_CLOCK	1	SQUEAKER_SQUEAK	1	WILDERNESS_EXPLORER_HANDBOOK		
LAMPPOST	570,000	1	FOREST_TREK	1	WARNING_CLOCK	1	WILDERNESS_EXPLORER_LOGO		
GNOME_RAINBOW	570,000	1	SQUEAKER_SQUEAK	1	FOREST_TREK	1	BE_MY_PAL		
TARZAN_PARROTS	600,000	1	GREEK_GARDEN	1	SNOWY_VILLAGE	1	OWL_STAFF	1	DANCING_MUSHROOMS
FALL_LEAVES	600,000	1	SNOWY_VILLAGE	1	WATER_HORSE	1	OWL_LADY	1	BUG_JUICE
MODERN_MALLARD	600,000	1	GREEK_GARDEN	1	WATER_HORSE	1	ITTY_BIDDY	1	BIRTHDAY_CAKE
COWSMOOPOLITAN	600,000	1	WATER_HORSE	1	TARGET_DUMMY	1	MOONSTONE_THORN	1	HOPPERS_FROG_LEGS
GARGOYLE_DRAWINGS	600,000	1	GREEK_GARDEN	1	TARGET_DUMMY	1	TRES_SOMBREROS	1	SMELL_THE_CORK
HERCULES_STATUE	600,000	1	TARGET_DUMMY	1	SNOWY_VILLAGE	1	GODDESS_OF_ADVENTURE	1	BEARS_NATURAL_HABITAT
MR_BIMBO	535,000	1	MYSTERIOUS_MAILBOX	1	INTERDIMENSIONAL_RIFT				
MO	600,000	1	SNOWY_VILLAGE	1	GREEK_GARDEN	1	SUMMER_DESTINATION		
UNPLEASANT_UNICORN	600,000	1	WATER_HORSE	1	TARGET_DUMMY	1	PIP		
DOUBLE_MOONS	600,000	1	WATER_HORSE	1	GREEK_GARDEN	1	ALIEN_SAUCER		
BLAZEY	600,000	1	TARGET_DUMMY	1	GREEK_GARDEN	1	VOLCANOES		
GUMMI_GLEN	600,000	1	SNOWY_VILLAGE	1	GREEK_GARDEN	1	SEA_URCHIN		
GUMMISCOPE	600,000	1	WATER_HORSE	1	SNOWY_VILLAGE	1	EVENING_STROLL		
GREAT_BOOK_OF_GUMMI	600,000	1	TARGET_DUMMY	1	SNOWY_VILLAGE	1	DEPARTURE_DENIED		
NEWS_FLASH	630,000	1	KINDERGARTENERS	1	GALILEO	1	BE_MY_PAL	1	HI_IM_NORM
HIT_THE_LIGHTS	630,000	1	GALILEO	1	STUNNING_SYMPHONY	1	MILLION_DOLLAR_DUCK	1	FLOATING_BABY_HEAD
ALWAYS_A_CRITIC	630,000	1	GALILEO	1	STUNNING_SYMPHONY	1	STAINED_GLASS_ROSE	1	FAIRY_FENCERS
BADGE_OF_BONDING	630,000	1	WHEN_WHALES_FLY	1	KINDERGARTENERS	1	PAPER_CUTOUT	1	TREEHOUSE
CINNAMON_ROLL	630,000	1	WHEN_WHALES_FLY	1	STUNNING_SYMPHONY	1	WILDERNESS_EXPLORER_HANDBOOK	1	TREASURE_PARROT
OLD_RUSTY	630,000	1	KINDERGARTENERS	1	WHEN_WHALES_FLY	1	WILDERNESS_EXPLORER_LOGO	1	SAILOR_STRIPES
GOOD_BAD_GUY	560,000	1	YOUNG_LOVE	1	MANLY_URGES				
ONE_JUMP_AHEAD	630,000	1	WHEN_WHALES_FLY	1	KINDERGARTENERS	1	FREE_RIDE		
ROAD_FLARE	630,000	1	KINDERGARTENERS	1	GALILEO	1	KAKAMORA		
ZE_DIRT	630,000	1	GALILEO	1	STUNNING_SYMPHONY	1	TOUGH_CHOICE		
GUMBO_POT	630,000	1	GALILEO	1	STUNNING_SYMPHONY	1	TITLE_TRADING		
JOLLY_ROGER_FLAG	630,000	1	WHEN_WHALES_FLY	1	KINDERGARTENERS	1	KING_OWL		
CAPTAIN_FLINTS_PORTAL	630,000	1	WHEN_WHALES_FLY	1	STUNNING_SYMPHONY	1	PERRY		
POOR_OLIVER	630,000	1	KINDERGARTENERS	1	WHEN_WHALES_FLY	1	TELEPHONE		
MIGHTY_EAGLE	660,000	1	TOBY	1	ESCAPE_BALLOON	1	EVENING_STROLL	1	PURPLE_PEACOCKS
FRESH_CATCH	660,000	1	WANTED_MCLEACH	1	ESCAPE_BALLOON	1	DEPARTURE_DENIED	1	BIG_DONUT
RUTT_AND_TUKE	660,000	1	TOBY	1	FROG_BAND	1	PIP	1	SUNKEN_CITY
GYPSY	660,000	1	FROG_BAND	1	ESCAPE_BALLOON	1	ALIEN_SAUCER	1	BADGE_OF_SURPRISE
HIT_THE_GONG	660,000	1	TOBY	1	WANTED_MCLEACH	1	VOLCANOES	1	TACO_CAT
OUTER_SPACE_CAT	660,000	1	FROG_BAND	1	WANTED_MCLEACH	1	SEA_URCHIN	1	PIANO_KITTIES
BIG_SNOWFLAKE	585,000	1	ARENDELLE_CASTLE	1	FLOATING_CRYSTALS				
SNOWGIES	660,000	1	TOBY	1	FROG_BAND	1	JOANNAS_EGG		
SAILING_INTO_THE_SUNSET	660,000	1	TOBY	1	ESCAPE_BALLOON	1	ARCHIMEDES		
OPEN_ROAD	660,000	1	WANTED_MCLEACH	1	ESCAPE_BALLOON	1	WILDCAT_HOUSEBOAT		
PATCH_OF_HEAVEN	660,000	1	TOBY	1	FROG_BAND	1	KREBBS		
CHICK_HAT	660,000	1	FROG_BAND	1	ESCAPE_BALLOON	1	FISH_SCHOOL		
NIGHT_RIDERS	660,000	1	TOBY	1	WANTED_MCLEACH	1	HIGHER_FOR_HIRE		
BADGE_OF_PRIDE	660,000	1	FROG_BAND	1	WANTED_MCLEACH	1	MIM_COTTAGE		
