	PERK	LEVEL	UPGRADE_COST	CONTENT_GL	CONTENT_TL	VALUE
WAR_CAR_BONUS_3:77	WAR_CAR_BONUS_3	77	196,416,000	5	225	17.000
WAR_CAR_BONUS_3:78	WAR_CAR_BONUS_3	78	220,968,000	5	225	17.125
WAR_CAR_BONUS_3:79	WAR_CAR_BONUS_3	79	245,520,000	5	225	17.250
WAR_CAR_BONUS_3:80	WAR_CAR_BONUS_3	80	270,072,000	5	225	17.375
WAR_CAR_BONUS_3:81	WAR_CAR_BONUS_3	81	294,624,000	5	225	17.500
WAR_CAR_BONUS_3:82	WAR_CAR_BONUS_3	82	299,376,000	5	230	18.500
WAR_CAR_BONUS_3:83	WAR_CAR_BONUS_3	83	336,798,000	5	230	18.625
WAR_CAR_BONUS_3:84	WAR_CAR_BONUS_3	84	374,220,000	5	230	18.750
WAR_CAR_BONUS_3:85	WAR_CAR_BONUS_3	85	411,196,500	5	230	18.875
WAR_CAR_BONUS_3:86	WAR_CAR_BONUS_3	86	448,618,500	5	230	19.000
WAR_CAR_BONUS_3:87	WAR_CAR_BONUS_3	87	450,297,600	5	235	20.000
WAR_CAR_BONUS_3:88	WAR_CAR_BONUS_3	88	507,143,680	5	235	20.125
WAR_CAR_BONUS_3:89	WAR_CAR_BONUS_3	89	563,351,040	5	235	20.250
WAR_CAR_BONUS_3:90	WAR_CAR_BONUS_3	90	619,558,400	5	235	20.375
WAR_CAR_BONUS_3:91	WAR_CAR_BONUS_3	91	675,765,760	5	235	20.500
WAR_CAR_BONUS_3:92	WAR_CAR_BONUS_3	92	676,350,000	5	240	21.500
WAR_CAR_BONUS_3:93	WAR_CAR_BONUS_3	93	761,400,000	5	240	21.625
WAR_CAR_BONUS_3:94	WAR_CAR_BONUS_3	94	845,640,000	5	240	21.750
WAR_CAR_BONUS_3:95	WAR_CAR_BONUS_3	95	930,690,000	5	240	21.875
WAR_CAR_BONUS_3:96	WAR_CAR_BONUS_3	96	1,014,930,000	5	240	22.000
WAR_CAR_BONUS_3:97	WAR_CAR_BONUS_3	97	1,166,000,000	5	245	23.000
WAR_CAR_BONUS_3:98	WAR_CAR_BONUS_3	98	1,312,000,000	5	245	23.125
WAR_CAR_BONUS_3:99	WAR_CAR_BONUS_3	99	1,457,000,000	5	245	23.250
WAR_CAR_BONUS_3:100	WAR_CAR_BONUS_3	100	1,603,000,000	5	245	23.375
WAR_CAR_BONUS_3:101	WAR_CAR_BONUS_3	101	1,749,000,000	5	245	23.500
WAR_CAR_BONUS_3:102	WAR_CAR_BONUS_3	102	6,665,000,000	5	250	24.500
WAR_CAR_BONUS_3:103	WAR_CAR_BONUS_3	103	7,495,000,000	5	250	24.625
WAR_CAR_BONUS_3:104	WAR_CAR_BONUS_3	104	8,330,000,000	5	250	24.750
WAR_CAR_BONUS_3:105	WAR_CAR_BONUS_3	105	9,160,000,000	5	250	24.875
WAR_CAR_BONUS_3:106	WAR_CAR_BONUS_3	106	9,995,000,000	5	250	25.000
WAR_CAR_BONUS_4:0	WAR_CAR_BONUS_4	0	0	0	1	0.500
WAR_CAR_BONUS_4:1	WAR_CAR_BONUS_4	1	125,000	0	45	0.625
WAR_CAR_BONUS_4:2	WAR_CAR_BONUS_4	2	150,000	0	50	0.750
WAR_CAR_BONUS_4:3	WAR_CAR_BONUS_4	3	175,000	0	55	0.875
WAR_CAR_BONUS_4:4	WAR_CAR_BONUS_4	4	200,000	0	60	1.000
WAR_CAR_BONUS_4:5	WAR_CAR_BONUS_4	5	225,000	0	65	1.125
WAR_CAR_BONUS_4:6	WAR_CAR_BONUS_4	6	250,000	0	70	1.250
WAR_CAR_BONUS_4:7	WAR_CAR_BONUS_4	7	275,000	0	75	1.375
WAR_CAR_BONUS_4:8	WAR_CAR_BONUS_4	8	300,000	0	80	1.500
WAR_CAR_BONUS_4:9	WAR_CAR_BONUS_4	9	325,000	3	85	1.625
WAR_CAR_BONUS_4:10	WAR_CAR_BONUS_4	10	350,000	3	90	1.750
WAR_CAR_BONUS_4:11	WAR_CAR_BONUS_4	11	375,000	3	95	1.875
WAR_CAR_BONUS_4:12	WAR_CAR_BONUS_4	12	400,000	3	100	2.000
WAR_CAR_BONUS_4:13	WAR_CAR_BONUS_4	13	425,000	3	105	2.125
WAR_CAR_BONUS_4:14	WAR_CAR_BONUS_4	14	450,000	3	110	2.250
WAR_CAR_BONUS_4:15	WAR_CAR_BONUS_4	15	475,000	3	115	2.375
WAR_CAR_BONUS_4:16	WAR_CAR_BONUS_4	16	500,000	3	120	2.500
WAR_CAR_BONUS_4:17	WAR_CAR_BONUS_4	17	520,000	5	125	3.000
WAR_CAR_BONUS_4:18	WAR_CAR_BONUS_4	18	600,000	5	130	3.125
WAR_CAR_BONUS_4:19	WAR_CAR_BONUS_4	19	640,000	5	135	3.250
WAR_CAR_BONUS_4:20	WAR_CAR_BONUS_4	20	720,000	5	140	3.375
WAR_CAR_BONUS_4:21	WAR_CAR_BONUS_4	21	800,000	5	145	3.500
WAR_CAR_BONUS_4:22	WAR_CAR_BONUS_4	22	1,040,000	5	150	4.000
WAR_CAR_BONUS_4:23	WAR_CAR_BONUS_4	23	1,200,000	5	155	4.125
WAR_CAR_BONUS_4:24	WAR_CAR_BONUS_4	24	1,320,000	5	160	4.250
WAR_CAR_BONUS_4:25	WAR_CAR_BONUS_4	25	1,440,000	5	165	4.375
WAR_CAR_BONUS_4:26	WAR_CAR_BONUS_4	26	1,600,000	5	170	4.500
WAR_CAR_BONUS_4:27	WAR_CAR_BONUS_4	27	2,080,000	5	175	5.000
WAR_CAR_BONUS_4:28	WAR_CAR_BONUS_4	28	2,320,000	5	175	5.125
WAR_CAR_BONUS_4:29	WAR_CAR_BONUS_4	29	2,600,000	5	175	5.250
WAR_CAR_BONUS_4:30	WAR_CAR_BONUS_4	30	2,840,000	5	175	5.375
WAR_CAR_BONUS_4:31	WAR_CAR_BONUS_4	31	3,080,000	5	175	5.500
WAR_CAR_BONUS_4:32	WAR_CAR_BONUS_4	32	3,360,000	5	180	6.000
WAR_CAR_BONUS_4:33	WAR_CAR_BONUS_4	33	3,780,000	5	180	6.125
WAR_CAR_BONUS_4:34	WAR_CAR_BONUS_4	34	4,200,000	5	180	6.250
WAR_CAR_BONUS_4:35	WAR_CAR_BONUS_4	35	4,620,000	5	180	6.375
WAR_CAR_BONUS_4:36	WAR_CAR_BONUS_4	36	5,040,000	5	180	6.500
WAR_CAR_BONUS_4:37	WAR_CAR_BONUS_4	37	5,580,000	5	185	7.000
WAR_CAR_BONUS_4:38	WAR_CAR_BONUS_4	38	6,210,000	5	185	7.125
WAR_CAR_BONUS_4:39	WAR_CAR_BONUS_4	39	6,930,000	5	185	7.250
WAR_CAR_BONUS_4:40	WAR_CAR_BONUS_4	40	7,650,000	5	185	7.375
WAR_CAR_BONUS_4:41	WAR_CAR_BONUS_4	41	8,370,000	5	185	7.500
WAR_CAR_BONUS_4:42	WAR_CAR_BONUS_4	42	8,400,000	5	190	8.000
WAR_CAR_BONUS_4:43	WAR_CAR_BONUS_4	43	9,500,000	5	190	8.125
WAR_CAR_BONUS_4:44	WAR_CAR_BONUS_4	44	10,500,000	5	190	8.250
WAR_CAR_BONUS_4:45	WAR_CAR_BONUS_4	45	11,600,000	5	190	8.375
WAR_CAR_BONUS_4:46	WAR_CAR_BONUS_4	46	12,600,000	5	190	8.500
WAR_CAR_BONUS_4:47	WAR_CAR_BONUS_4	47	13,790,000	5	195	9.000
WAR_CAR_BONUS_4:48	WAR_CAR_BONUS_4	48	15,540,000	5	195	9.125
WAR_CAR_BONUS_4:49	WAR_CAR_BONUS_4	49	17,290,000	5	195	9.250
WAR_CAR_BONUS_4:50	WAR_CAR_BONUS_4	50	18,970,000	5	195	9.375
WAR_CAR_BONUS_4:51	WAR_CAR_BONUS_4	51	20,720,000	5	195	9.500
WAR_CAR_BONUS_4:52	WAR_CAR_BONUS_4	52	22,440,000	5	200	10.000
WAR_CAR_BONUS_4:53	WAR_CAR_BONUS_4	53	25,190,000	5	200	10.125
WAR_CAR_BONUS_4:54	WAR_CAR_BONUS_4	54	28,050,000	5	200	10.250
WAR_CAR_BONUS_4:55	WAR_CAR_BONUS_4	55	30,800,000	5	200	10.375
WAR_CAR_BONUS_4:56	WAR_CAR_BONUS_4	56	33,660,000	5	200	10.500
WAR_CAR_BONUS_4:57	WAR_CAR_BONUS_4	57	36,600,000	5	205	11.000
WAR_CAR_BONUS_4:58	WAR_CAR_BONUS_4	58	41,200,000	5	205	11.125
WAR_CAR_BONUS_4:59	WAR_CAR_BONUS_4	59	45,700,000	5	205	11.250
WAR_CAR_BONUS_4:60	WAR_CAR_BONUS_4	60	50,300,000	5	205	11.375
WAR_CAR_BONUS_4:61	WAR_CAR_BONUS_4	61	54,900,000	5	205	11.500
WAR_CAR_BONUS_4:62	WAR_CAR_BONUS_4	62	55,580,000	5	210	12.500
WAR_CAR_BONUS_4:63	WAR_CAR_BONUS_4	63	62,440,000	5	210	12.625
WAR_CAR_BONUS_4:64	WAR_CAR_BONUS_4	64	69,440,000	5	210	12.750
WAR_CAR_BONUS_4:65	WAR_CAR_BONUS_4	65	76,440,000	5	210	12.875
WAR_CAR_BONUS_4:66	WAR_CAR_BONUS_4	66	83,300,000	5	210	13.000
WAR_CAR_BONUS_4:67	WAR_CAR_BONUS_4	67	85,120,000	5	215	14.000
WAR_CAR_BONUS_4:68	WAR_CAR_BONUS_4	68	95,840,000	5	215	14.125
WAR_CAR_BONUS_4:69	WAR_CAR_BONUS_4	69	106,400,000	5	215	14.250
WAR_CAR_BONUS_4:70	WAR_CAR_BONUS_4	70	117,120,000	5	215	14.375
WAR_CAR_BONUS_4:71	WAR_CAR_BONUS_4	71	127,680,000	5	215	14.500
WAR_CAR_BONUS_4:72	WAR_CAR_BONUS_4	72	130,950,000	5	220	15.500
WAR_CAR_BONUS_4:73	WAR_CAR_BONUS_4	73	147,150,000	5	220	15.625
WAR_CAR_BONUS_4:74	WAR_CAR_BONUS_4	74	163,575,000	5	220	15.750
WAR_CAR_BONUS_4:75	WAR_CAR_BONUS_4	75	180,000,000	5	220	15.875
WAR_CAR_BONUS_4:76	WAR_CAR_BONUS_4	76	196,200,000	5	220	16.000
WAR_CAR_BONUS_4:77	WAR_CAR_BONUS_4	77	196,416,000	5	225	17.000
WAR_CAR_BONUS_4:78	WAR_CAR_BONUS_4	78	220,968,000	5	225	17.125
WAR_CAR_BONUS_4:79	WAR_CAR_BONUS_4	79	245,520,000	5	225	17.250
WAR_CAR_BONUS_4:80	WAR_CAR_BONUS_4	80	270,072,000	5	225	17.375
WAR_CAR_BONUS_4:81	WAR_CAR_BONUS_4	81	294,624,000	5	225	17.500
WAR_CAR_BONUS_4:82	WAR_CAR_BONUS_4	82	299,376,000	5	230	18.500
WAR_CAR_BONUS_4:83	WAR_CAR_BONUS_4	83	336,798,000	5	230	18.625
WAR_CAR_BONUS_4:84	WAR_CAR_BONUS_4	84	374,220,000	5	230	18.750
WAR_CAR_BONUS_4:85	WAR_CAR_BONUS_4	85	411,196,500	5	230	18.875
WAR_CAR_BONUS_4:86	WAR_CAR_BONUS_4	86	448,618,500	5	230	19.000
WAR_CAR_BONUS_4:87	WAR_CAR_BONUS_4	87	450,297,600	5	235	20.000
WAR_CAR_BONUS_4:88	WAR_CAR_BONUS_4	88	507,143,680	5	235	20.125
WAR_CAR_BONUS_4:89	WAR_CAR_BONUS_4	89	563,351,040	5	235	20.250
WAR_CAR_BONUS_4:90	WAR_CAR_BONUS_4	90	619,558,400	5	235	20.375
WAR_CAR_BONUS_4:91	WAR_CAR_BONUS_4	91	675,765,760	5	235	20.500
WAR_CAR_BONUS_4:92	WAR_CAR_BONUS_4	92	676,350,000	5	240	21.500
WAR_CAR_BONUS_4:93	WAR_CAR_BONUS_4	93	761,400,000	5	240	21.625
WAR_CAR_BONUS_4:94	WAR_CAR_BONUS_4	94	845,640,000	5	240	21.750
WAR_CAR_BONUS_4:95	WAR_CAR_BONUS_4	95	930,690,000	5	240	21.875
WAR_CAR_BONUS_4:96	WAR_CAR_BONUS_4	96	1,014,930,000	5	240	22.000
WAR_CAR_BONUS_4:97	WAR_CAR_BONUS_4	97	1,166,000,000	5	245	23.000
WAR_CAR_BONUS_4:98	WAR_CAR_BONUS_4	98	1,312,000,000	5	245	23.125
WAR_CAR_BONUS_4:99	WAR_CAR_BONUS_4	99	1,457,000,000	5	245	23.250
WAR_CAR_BONUS_4:100	WAR_CAR_BONUS_4	100	1,603,000,000	5	245	23.375
WAR_CAR_BONUS_4:101	WAR_CAR_BONUS_4	101	1,749,000,000	5	245	23.500
WAR_CAR_BONUS_4:102	WAR_CAR_BONUS_4	102	6,665,000,000	5	250	24.500
WAR_CAR_BONUS_4:103	WAR_CAR_BONUS_4	103	7,495,000,000	5	250	24.625
WAR_CAR_BONUS_4:104	WAR_CAR_BONUS_4	104	8,330,000,000	5	250	24.750
WAR_CAR_BONUS_4:105	WAR_CAR_BONUS_4	105	9,160,000,000	5	250	24.875
WAR_CAR_BONUS_4:106	WAR_CAR_BONUS_4	106	9,995,000,000	5	250	25.000
WAR_CAR_BONUS_5:0	WAR_CAR_BONUS_5	0	0	0	1	0.500
WAR_CAR_BONUS_5:1	WAR_CAR_BONUS_5	1	125,000	0	45	0.625
WAR_CAR_BONUS_5:2	WAR_CAR_BONUS_5	2	150,000	0	50	0.750
WAR_CAR_BONUS_5:3	WAR_CAR_BONUS_5	3	175,000	0	55	0.875
WAR_CAR_BONUS_5:4	WAR_CAR_BONUS_5	4	200,000	0	60	1.000
WAR_CAR_BONUS_5:5	WAR_CAR_BONUS_5	5	225,000	0	65	1.125
WAR_CAR_BONUS_5:6	WAR_CAR_BONUS_5	6	250,000	0	70	1.250
WAR_CAR_BONUS_5:7	WAR_CAR_BONUS_5	7	275,000	0	75	1.375
WAR_CAR_BONUS_5:8	WAR_CAR_BONUS_5	8	300,000	0	80	1.500
WAR_CAR_BONUS_5:9	WAR_CAR_BONUS_5	9	325,000	3	85	1.625
WAR_CAR_BONUS_5:10	WAR_CAR_BONUS_5	10	350,000	3	90	1.750
WAR_CAR_BONUS_5:11	WAR_CAR_BONUS_5	11	375,000	3	95	1.875
WAR_CAR_BONUS_5:12	WAR_CAR_BONUS_5	12	400,000	3	100	2.000
WAR_CAR_BONUS_5:13	WAR_CAR_BONUS_5	13	425,000	3	105	2.125
WAR_CAR_BONUS_5:14	WAR_CAR_BONUS_5	14	450,000	3	110	2.250
WAR_CAR_BONUS_5:15	WAR_CAR_BONUS_5	15	475,000	3	115	2.375
WAR_CAR_BONUS_5:16	WAR_CAR_BONUS_5	16	500,000	3	120	2.500
WAR_CAR_BONUS_5:17	WAR_CAR_BONUS_5	17	520,000	5	125	3.000
WAR_CAR_BONUS_5:18	WAR_CAR_BONUS_5	18	600,000	5	130	3.125
WAR_CAR_BONUS_5:19	WAR_CAR_BONUS_5	19	640,000	5	135	3.250
WAR_CAR_BONUS_5:20	WAR_CAR_BONUS_5	20	720,000	5	140	3.375
WAR_CAR_BONUS_5:21	WAR_CAR_BONUS_5	21	800,000	5	145	3.500
WAR_CAR_BONUS_5:22	WAR_CAR_BONUS_5	22	1,040,000	5	150	4.000
WAR_CAR_BONUS_5:23	WAR_CAR_BONUS_5	23	1,200,000	5	155	4.125
WAR_CAR_BONUS_5:24	WAR_CAR_BONUS_5	24	1,320,000	5	160	4.250
WAR_CAR_BONUS_5:25	WAR_CAR_BONUS_5	25	1,440,000	5	165	4.375
WAR_CAR_BONUS_5:26	WAR_CAR_BONUS_5	26	1,600,000	5	170	4.500
WAR_CAR_BONUS_5:27	WAR_CAR_BONUS_5	27	2,080,000	5	175	5.000
WAR_CAR_BONUS_5:28	WAR_CAR_BONUS_5	28	2,320,000	5	175	5.125
WAR_CAR_BONUS_5:29	WAR_CAR_BONUS_5	29	2,600,000	5	175	5.250
WAR_CAR_BONUS_5:30	WAR_CAR_BONUS_5	30	2,840,000	5	175	5.375
WAR_CAR_BONUS_5:31	WAR_CAR_BONUS_5	31	3,080,000	5	175	5.500
WAR_CAR_BONUS_5:32	WAR_CAR_BONUS_5	32	3,360,000	5	180	6.000
WAR_CAR_BONUS_5:33	WAR_CAR_BONUS_5	33	3,780,000	5	180	6.125
WAR_CAR_BONUS_5:34	WAR_CAR_BONUS_5	34	4,200,000	5	180	6.250
WAR_CAR_BONUS_5:35	WAR_CAR_BONUS_5	35	4,620,000	5	180	6.375
WAR_CAR_BONUS_5:36	WAR_CAR_BONUS_5	36	5,040,000	5	180	6.500
WAR_CAR_BONUS_5:37	WAR_CAR_BONUS_5	37	5,580,000	5	185	7.000
WAR_CAR_BONUS_5:38	WAR_CAR_BONUS_5	38	6,210,000	5	185	7.125
WAR_CAR_BONUS_5:39	WAR_CAR_BONUS_5	39	6,930,000	5	185	7.250
WAR_CAR_BONUS_5:40	WAR_CAR_BONUS_5	40	7,650,000	5	185	7.375
WAR_CAR_BONUS_5:41	WAR_CAR_BONUS_5	41	8,370,000	5	185	7.500
WAR_CAR_BONUS_5:42	WAR_CAR_BONUS_5	42	8,400,000	5	190	8.000
WAR_CAR_BONUS_5:43	WAR_CAR_BONUS_5	43	9,500,000	5	190	8.125
WAR_CAR_BONUS_5:44	WAR_CAR_BONUS_5	44	10,500,000	5	190	8.250
WAR_CAR_BONUS_5:45	WAR_CAR_BONUS_5	45	11,600,000	5	190	8.375
WAR_CAR_BONUS_5:46	WAR_CAR_BONUS_5	46	12,600,000	5	190	8.500
WAR_CAR_BONUS_5:47	WAR_CAR_BONUS_5	47	13,790,000	5	195	9.000
WAR_CAR_BONUS_5:48	WAR_CAR_BONUS_5	48	15,540,000	5	195	9.125
WAR_CAR_BONUS_5:49	WAR_CAR_BONUS_5	49	17,290,000	5	195	9.250
WAR_CAR_BONUS_5:50	WAR_CAR_BONUS_5	50	18,970,000	5	195	9.375
WAR_CAR_BONUS_5:51	WAR_CAR_BONUS_5	51	20,720,000	5	195	9.500
WAR_CAR_BONUS_5:52	WAR_CAR_BONUS_5	52	22,440,000	5	200	10.000
WAR_CAR_BONUS_5:53	WAR_CAR_BONUS_5	53	25,190,000	5	200	10.125
WAR_CAR_BONUS_5:54	WAR_CAR_BONUS_5	54	28,050,000	5	200	10.250
WAR_CAR_BONUS_5:55	WAR_CAR_BONUS_5	55	30,800,000	5	200	10.375
WAR_CAR_BONUS_5:56	WAR_CAR_BONUS_5	56	33,660,000	5	200	10.500
WAR_CAR_BONUS_5:57	WAR_CAR_BONUS_5	57	36,600,000	5	205	11.000
WAR_CAR_BONUS_5:58	WAR_CAR_BONUS_5	58	41,200,000	5	205	11.125
WAR_CAR_BONUS_5:59	WAR_CAR_BONUS_5	59	45,700,000	5	205	11.250
WAR_CAR_BONUS_5:60	WAR_CAR_BONUS_5	60	50,300,000	5	205	11.375
WAR_CAR_BONUS_5:61	WAR_CAR_BONUS_5	61	54,900,000	5	205	11.500
WAR_CAR_BONUS_5:62	WAR_CAR_BONUS_5	62	55,580,000	5	210	12.500
WAR_CAR_BONUS_5:63	WAR_CAR_BONUS_5	63	62,440,000	5	210	12.625
WAR_CAR_BONUS_5:64	WAR_CAR_BONUS_5	64	69,440,000	5	210	12.750
WAR_CAR_BONUS_5:65	WAR_CAR_BONUS_5	65	76,440,000	5	210	12.875
WAR_CAR_BONUS_5:66	WAR_CAR_BONUS_5	66	83,300,000	5	210	13.000
WAR_CAR_BONUS_5:67	WAR_CAR_BONUS_5	67	85,120,000	5	215	14.000
WAR_CAR_BONUS_5:68	WAR_CAR_BONUS_5	68	95,840,000	5	215	14.125
WAR_CAR_BONUS_5:69	WAR_CAR_BONUS_5	69	106,400,000	5	215	14.250
WAR_CAR_BONUS_5:70	WAR_CAR_BONUS_5	70	117,120,000	5	215	14.375
WAR_CAR_BONUS_5:71	WAR_CAR_BONUS_5	71	127,680,000	5	215	14.500
WAR_CAR_BONUS_5:72	WAR_CAR_BONUS_5	72	130,950,000	5	220	15.500
WAR_CAR_BONUS_5:73	WAR_CAR_BONUS_5	73	147,150,000	5	220	15.625
WAR_CAR_BONUS_5:74	WAR_CAR_BONUS_5	74	163,575,000	5	220	15.750
WAR_CAR_BONUS_5:75	WAR_CAR_BONUS_5	75	180,000,000	5	220	15.875
WAR_CAR_BONUS_5:76	WAR_CAR_BONUS_5	76	196,200,000	5	220	16.000
WAR_CAR_BONUS_5:77	WAR_CAR_BONUS_5	77	196,416,000	5	225	17.000
WAR_CAR_BONUS_5:78	WAR_CAR_BONUS_5	78	220,968,000	5	225	17.125
WAR_CAR_BONUS_5:79	WAR_CAR_BONUS_5	79	245,520,000	5	225	17.250
WAR_CAR_BONUS_5:80	WAR_CAR_BONUS_5	80	270,072,000	5	225	17.375
WAR_CAR_BONUS_5:81	WAR_CAR_BONUS_5	81	294,624,000	5	225	17.500
WAR_CAR_BONUS_5:82	WAR_CAR_BONUS_5	82	299,376,000	5	230	18.500
WAR_CAR_BONUS_5:83	WAR_CAR_BONUS_5	83	336,798,000	5	230	18.625
WAR_CAR_BONUS_5:84	WAR_CAR_BONUS_5	84	374,220,000	5	230	18.750
WAR_CAR_BONUS_5:85	WAR_CAR_BONUS_5	85	411,196,500	5	230	18.875
WAR_CAR_BONUS_5:86	WAR_CAR_BONUS_5	86	448,618,500	5	230	19.000
WAR_CAR_BONUS_5:87	WAR_CAR_BONUS_5	87	450,297,600	5	235	20.000
WAR_CAR_BONUS_5:88	WAR_CAR_BONUS_5	88	507,143,680	5	235	20.125
WAR_CAR_BONUS_5:89	WAR_CAR_BONUS_5	89	563,351,040	5	235	20.250
WAR_CAR_BONUS_5:90	WAR_CAR_BONUS_5	90	619,558,400	5	235	20.375
WAR_CAR_BONUS_5:91	WAR_CAR_BONUS_5	91	675,765,760	5	235	20.500
WAR_CAR_BONUS_5:92	WAR_CAR_BONUS_5	92	676,350,000	5	240	21.500
WAR_CAR_BONUS_5:93	WAR_CAR_BONUS_5	93	761,400,000	5	240	21.625
WAR_CAR_BONUS_5:94	WAR_CAR_BONUS_5	94	845,640,000	5	240	21.750
WAR_CAR_BONUS_5:95	WAR_CAR_BONUS_5	95	930,690,000	5	240	21.875
WAR_CAR_BONUS_5:96	WAR_CAR_BONUS_5	96	1,014,930,000	5	240	22.000
WAR_CAR_BONUS_5:97	WAR_CAR_BONUS_5	97	1,166,000,000	5	245	23.000
WAR_CAR_BONUS_5:98	WAR_CAR_BONUS_5	98	1,312,000,000	5	245	23.125
WAR_CAR_BONUS_5:99	WAR_CAR_BONUS_5	99	1,457,000,000	5	245	23.250
WAR_CAR_BONUS_5:100	WAR_CAR_BONUS_5	100	1,603,000,000	5	245	23.375
WAR_CAR_BONUS_5:101	WAR_CAR_BONUS_5	101	1,749,000,000	5	245	23.500
WAR_CAR_BONUS_5:102	WAR_CAR_BONUS_5	102	6,665,000,000	5	250	24.500
WAR_CAR_BONUS_5:103	WAR_CAR_BONUS_5	103	7,495,000,000	5	250	24.625
WAR_CAR_BONUS_5:104	WAR_CAR_BONUS_5	104	8,330,000,000	5	250	24.750
WAR_CAR_BONUS_5:105	WAR_CAR_BONUS_5	105	9,160,000,000	5	250	24.875
WAR_CAR_BONUS_5:106	WAR_CAR_BONUS_5	106	9,995,000,000	5	250	25.000
WAR_CAR_BONUS_6:0	WAR_CAR_BONUS_6	0	0	0	1	0.500
WAR_CAR_BONUS_6:1	WAR_CAR_BONUS_6	1	125,000	0	45	0.625
WAR_CAR_BONUS_6:2	WAR_CAR_BONUS_6	2	150,000	0	50	0.750
WAR_CAR_BONUS_6:3	WAR_CAR_BONUS_6	3	175,000	0	55	0.875
WAR_CAR_BONUS_6:4	WAR_CAR_BONUS_6	4	200,000	0	60	1.000
WAR_CAR_BONUS_6:5	WAR_CAR_BONUS_6	5	225,000	0	65	1.125
WAR_CAR_BONUS_6:6	WAR_CAR_BONUS_6	6	250,000	0	70	1.250
WAR_CAR_BONUS_6:7	WAR_CAR_BONUS_6	7	275,000	0	75	1.375
WAR_CAR_BONUS_6:8	WAR_CAR_BONUS_6	8	300,000	0	80	1.500
WAR_CAR_BONUS_6:9	WAR_CAR_BONUS_6	9	325,000	3	85	1.625
WAR_CAR_BONUS_6:10	WAR_CAR_BONUS_6	10	350,000	3	90	1.750
WAR_CAR_BONUS_6:11	WAR_CAR_BONUS_6	11	375,000	3	95	1.875
WAR_CAR_BONUS_6:12	WAR_CAR_BONUS_6	12	400,000	3	100	2.000
WAR_CAR_BONUS_6:13	WAR_CAR_BONUS_6	13	425,000	3	105	2.125
WAR_CAR_BONUS_6:14	WAR_CAR_BONUS_6	14	450,000	3	110	2.250
WAR_CAR_BONUS_6:15	WAR_CAR_BONUS_6	15	475,000	3	115	2.375
WAR_CAR_BONUS_6:16	WAR_CAR_BONUS_6	16	500,000	3	120	2.500
WAR_CAR_BONUS_6:17	WAR_CAR_BONUS_6	17	520,000	5	125	3.000
WAR_CAR_BONUS_6:18	WAR_CAR_BONUS_6	18	600,000	5	130	3.125
WAR_CAR_BONUS_6:19	WAR_CAR_BONUS_6	19	640,000	5	135	3.250
WAR_CAR_BONUS_6:20	WAR_CAR_BONUS_6	20	720,000	5	140	3.375
WAR_CAR_BONUS_6:21	WAR_CAR_BONUS_6	21	800,000	5	145	3.500
WAR_CAR_BONUS_6:22	WAR_CAR_BONUS_6	22	1,040,000	5	150	4.000
WAR_CAR_BONUS_6:23	WAR_CAR_BONUS_6	23	1,200,000	5	155	4.125
WAR_CAR_BONUS_6:24	WAR_CAR_BONUS_6	24	1,320,000	5	160	4.250
WAR_CAR_BONUS_6:25	WAR_CAR_BONUS_6	25	1,440,000	5	165	4.375
WAR_CAR_BONUS_6:26	WAR_CAR_BONUS_6	26	1,600,000	5	170	4.500
WAR_CAR_BONUS_6:27	WAR_CAR_BONUS_6	27	2,080,000	5	175	5.000
WAR_CAR_BONUS_6:28	WAR_CAR_BONUS_6	28	2,320,000	5	175	5.125
WAR_CAR_BONUS_6:29	WAR_CAR_BONUS_6	29	2,600,000	5	175	5.250
WAR_CAR_BONUS_6:30	WAR_CAR_BONUS_6	30	2,840,000	5	175	5.375
WAR_CAR_BONUS_6:31	WAR_CAR_BONUS_6	31	3,080,000	5	175	5.500
WAR_CAR_BONUS_6:32	WAR_CAR_BONUS_6	32	3,360,000	5	180	6.000
WAR_CAR_BONUS_6:33	WAR_CAR_BONUS_6	33	3,780,000	5	180	6.125
WAR_CAR_BONUS_6:34	WAR_CAR_BONUS_6	34	4,200,000	5	180	6.250
WAR_CAR_BONUS_6:35	WAR_CAR_BONUS_6	35	4,620,000	5	180	6.375
WAR_CAR_BONUS_6:36	WAR_CAR_BONUS_6	36	5,040,000	5	180	6.500
WAR_CAR_BONUS_6:37	WAR_CAR_BONUS_6	37	5,580,000	5	185	7.000
WAR_CAR_BONUS_6:38	WAR_CAR_BONUS_6	38	6,210,000	5	185	7.125
WAR_CAR_BONUS_6:39	WAR_CAR_BONUS_6	39	6,930,000	5	185	7.250
WAR_CAR_BONUS_6:40	WAR_CAR_BONUS_6	40	7,650,000	5	185	7.375
WAR_CAR_BONUS_6:41	WAR_CAR_BONUS_6	41	8,370,000	5	185	7.500
WAR_CAR_BONUS_6:42	WAR_CAR_BONUS_6	42	8,400,000	5	190	8.000
WAR_CAR_BONUS_6:43	WAR_CAR_BONUS_6	43	9,500,000	5	190	8.125
WAR_CAR_BONUS_6:44	WAR_CAR_BONUS_6	44	10,500,000	5	190	8.250
WAR_CAR_BONUS_6:45	WAR_CAR_BONUS_6	45	11,600,000	5	190	8.375
WAR_CAR_BONUS_6:46	WAR_CAR_BONUS_6	46	12,600,000	5	190	8.500
WAR_CAR_BONUS_6:47	WAR_CAR_BONUS_6	47	13,790,000	5	195	9.000
