	IS_INTERNAL	ASSET_ATLAS	ASSET_NAME	ROUND_ASSET_NAME
SELINES_ORB	FALSE	external_items	items_selines_orb	
ANOTHER_BADGE_OF_FRIENDSHIP	FALSE	external_items	items_another_badge_of_friendship	
PRESTO	FALSE	external_items	items_presto	
CHRISTMAS_TREE	FALSE	external_items	items_christmas_tree	
CUDDLE_PARTY	FALSE	external_items	items_cuddle_party	
GRAND_FINALE	FALSE	external_items	items_grand_finale	
ABSTRACT_THOUGHT	FALSE	external_items	items_abstract_thought	
TOUR_BUS	FALSE	external_items	items_tour_bus	
IM_LATE	FALSE	external_items	items_i_am_late	
CURIOUS_MAZE	FALSE	external_items	items_curious_maze	
BADGE_OF_INTIMIDATION	FALSE	external_items	items_badge_of_intimidation	
MAN_IN_THE_MOON	FALSE	external_items	items_man_in_the_moon	
NO_LLAMAS	FALSE	external_items	items_no_llamas	
NO_WORRIES_BORDER	FALSE	external_collections	no_worries_border_square	no_worries_border_circle
MIRABEL_MADRIGAL_BORDER	FALSE	external_collections	mirabel_border_square	mirabel_border_circle
LADY_AND_TRAMP_BORDER	FALSE	external_collections	lady_and_tramp_border_square	lady_and_tramp_border_round
CHICKEN_LITTLE_BORDER	FALSE	external_collections	chicken_little_border_square	chicken_little_border_circle
JOE_GARDNER_BORDER	FALSE	external_collections	joe_gardner_border_square	joe_gardner_border_circle
GOTHIC_HORROR_BORDER	FALSE	external_collections	gothic_horror_border_square	gothic_horror_border_circle
MUFASA_BORDER	FALSE	external_collections	mufasa_border_square	mufasa_border_round
PENNY_PROUD_BORDER	FALSE	external_collections	penny_proud_border_square	penny_proud_border_round
PLAID_SCARF_BORDER	FALSE	external_collections	plaid_scarf_border_square	plaid_scarf_border_circle
WINTER_WINDOW_BORDER	FALSE	external_collections	winter_window_border_square	winter_window_border_round
WINTER_VILLAGE_BORDER	FALSE	external_collections	winter_village_border_square	winter_village_border_round
DISCO_2025_BORDER	FALSE	external_collections	disco_2025_border_square	disco_2025_border_round
ANNE_BOONCHUY_BORDER	FALSE	external_collections	anne_boonchuy_border_square	anne_boonchuy_border_circle
EMBER_LUMEN_BORDER	FALSE	external_collections	ember_lumen_border_square	ember_lumen_border_circle
SUGA_MAMA_BORDER	FALSE	external_collections	suga_mama_border_square	suga_mama_border_round
ANXIETY_BORDER	FALSE	external_collections	anxiety_border_square	anxiety_border_round
LILITH_CLAWTHORNE_BORDER	FALSE	external_collections	lilith_clawthorne_border_square	lilith_clawthorne_border_round
EDNA_MODE_BORDER	FALSE	external_collections	edna_mode_border_square	edna_mode_border_round
PHINEAS_BORDER	FALSE	external_collections	phineas_border_square	phineas_border_round
REUBEN_BORDER	FALSE	external_collections	reuben_border_square	reuben_border_round
LILO_STITCH_SUMMER_BORDER	FALSE	external_collections	lilo_stitch_border_square	lilo_stitch_border_circle
HECTOR_RIVERA_BORDER	FALSE	external_collections	hector_rivera_border_square	hector_rivera_border_circle
SCAT_CAT_BORDER	FALSE	external_collections	scat_cat_border_square	scat_cat_border_circle
ENNUI_BORDER	FALSE	external_collections	ennui_border_square	ennui_border_round
PINOCCHIO_BORDER	FALSE	external_collections	pinocchio_border_square	pinocchio_border_round
TROPICAL_FLOWERS_BORDER	FALSE	external_collections	tropical_flowers_border_square	tropical_flowers_border_circle
EMBARRASSMENT_BORDER	FALSE	external_collections	embarrassment_border_square	embarrassment_border_circle
ERNESTO_DE_LA_CRUZ_BORDER	FALSE	external_collections	ernesto_de_la_cruz_border_square	ernesto_de_la_cruz_border_circle
HUNDREDTH_CHAPTER_BORDER	FALSE	external_collections	hundredth_chapter_border_square	hundredth_chapter_border_circle
HAUNTED_BORDER	FALSE	external_collections	haunted_border_square	haunted_border_circle
NEON_SPIDER_BORDER	FALSE	external_collections	neon_spider_border_square	neon_spider_border_circle
LIGHTNING_MCQUEEN_BORDER	FALSE	external_collections	lightning_mcqueen_border_square	lightning_mcqueen_border_circle
AUTUMN_GLOW_BORDER	FALSE	external_collections	autumn_glow_border_square	autumn_glow_border_circle
FROZEN_PORTAL_BORDER	FALSE	external_collections	frozen_portal_border_square	frozen_portal_border_circle
HANS_BORDER	FALSE	external_collections	hans_border_square	hans_border_circle
LOVE_POTIONS_BORDER	FALSE	external_collections	love_potions_border_square	love_potions_border_circle
MATER_BORDER	FALSE	external_collections	mater_border_square	mater_border_circle
CARS20TH_ANNIVERSARY_BORDER	FALSE	external_collections	cars20th_anniversary_border_square	cars20th_anniversary_border_circle
BENJAMIN_GATES_BORDER	FALSE	external_collections	benjamin_gates_border_square	benjamin_gates_border_circle
MOWGLI_BORDER	FALSE	external_collections	mowgli_border_square	mowgli_border_circle
TOUR_BUS	FALSE	external_items	items_tour_bus	
IM_LATE	FALSE	external_items	items_i_am_late	
CURIOUS_MAZE	FALSE	external_items	items_curious_maze	
YELLOW_TEAM_CHEST_1X	FALSE	external_items	yellow_team_chest	
YELLOW_TEAM_CHEST_10X	FALSE	external_items	yellow_team_chest_10x	
RED_TEAM_CHEST_1X	FALSE	external_items	red_team_chest	
RED_TEAM_CHEST_10X	FALSE	external_items	red_team_chest_10x	
BLUE_TEAM_CHEST_1X	FALSE	external_items	blue_team_chest	
BLUE_TEAM_CHEST_10X	FALSE	external_items	blue_team_chest_10x	
DPS_ROLE_CHEST_1X	FALSE	external_items	dps_role_chest	
DPS_ROLE_CHEST_10X	FALSE	external_items	dps_role_chest_10x	
TANK_ROLE_CHEST_1X	FALSE	external_items	tank_role_chest	
TANK_ROLE_CHEST_10X	FALSE	external_items	tank_role_chest_10x	
SUPPORT_ROLE_CHEST_1X	FALSE	external_items	support_role_chest	
SUPPORT_ROLE_CHEST_10X	FALSE	external_items	support_role_chest_10x	
CONTROL_ROLE_CHEST_1X	FALSE	external_items	control_role_chest	
CONTROL_ROLE_CHEST_10X	FALSE	external_items	control_role_chest_10x	
BATH_TIME	FALSE	external_items	items_bath_time	
DOGGONE_DEADLINES	FALSE	external_items	items_doggone_deadlines	
SMALL_FRY	FALSE	external_items	items_small_fry	
WAMPY	FALSE	external_items	items_wampy	
MODEL_CITY	FALSE	external_items	items_model_city	
MORE_TAMALES	FALSE	external_items	items_more_tamales	
CLOUD_KICKER	FALSE	external_items	items_cloud_kicker	
GROTTO_GIFT	FALSE	external_items	items_grotto_gift	
SAIL_THE_STARS	FALSE	external_items	items_sail_the_stars	
PEAS_IN_A_POD	FALSE	external_items	items_peas_in_a_pod	
FLUTTERBY	FALSE	external_items	items_flutterby	
PRINCELY_FORTUNE	FALSE	external_items	items_princely_fortune	
LOWEST_PRICES_IN_TOWN	FALSE	external_items	items_lowest_prices	
MEGA_DORIS	FALSE	external_items	items_mega_doris	
CAMPING_SITCH	FALSE	external_items	items_camping_sitch	
FEARAMID	FALSE	external_items	items_fearamid	
PLUCKED_PELICAN	FALSE	external_items	items_plucked_pelican	
PISTON_CUP	FALSE	external_items	items_piston_cup	
THE_PACIFIER	FALSE	external_items	items_the_pacifier	
GREAT_STAR	FALSE	external_items	items_great_star	
COLLECTION_AVATAR_HEALER	FALSE	external_collections	avatar_healer_badge	
COLLECTION_AVATAR_WRECK_IT_RALPH	FALSE	external_collections	avatar_wreck_it_ralph_badge	
PREMIUM_STAMINA_CONSUMABLE	FALSE	external_items	icon_consumable_stamina_premium	
BATH_TIME	FALSE	external_items	items_bath_time	
DOGGONE_DEADLINES	FALSE	external_items	items_doggone_deadlines	
PLUCKED_PELICAN	FALSE	external_items	items_plucked_pelican	
PISTON_CUP	FALSE	external_items	items_piston_cup	
THE_PACIFIER	FALSE	external_items	items_the_pacifier	
GREAT_STAR	FALSE	external_items	items_great_star	
MISSION_FORCE_ONE	FALSE	external_items	items_mission_force_one	
WEATHER_THE_STORM	FALSE	external_items	items_weather_the_storm	
SHEER_PERFECTION	FALSE	external_items	items_sheer_perfection	
DISNEY_ON_ICE	FALSE	external_items	items_disney_on_ice	
HISSY_FIT	FALSE	external_items	items_hissy_fit	
FORGOTTEN_SPELLBOOK	FALSE	external_items	items_forgotten_spellbook	
CRYSTAL_PURE	FALSE	external_items	items_crystal_pure	
PHOENIX_GATE	FALSE	external_items	items_phoenix_gate	
SHEARED	FALSE	external_items	items_sheared	
FLY_AWAY_HOME	FALSE	external_items	items_fly_away_home	
CLASSIC_CAR	FALSE	external_items	items_classic_car	
JUNIOR_WOODCHUCK	FALSE	external_items	items_junior_woodchuck	
FACETED	FALSE	external_items	items_faceted	
HUNDRED_ACRE_MAP	FALSE	external_items	items_hundred_acre_map	
MONSTER_MAIL	FALSE	external_items	items_monster_mail	
FOREST_SPIRIT	FALSE	external_items	items_forest_spirit	
WATCH_FOR_SPIT	FALSE	external_items	items_watch_for_spit	
RING_OF_FIRE	FALSE	external_items	items_ring_of_fire	
BADGE_OF_AGILITY	FALSE	external_items	items_badge_of_agility	
SQUISHY	FALSE	external_items	items_squishy	
MISSION_FORCE_ONE	FALSE	external_items	items_mission_force_one	
WEATHER_THE_STORM	FALSE	external_items	items_weather_the_storm	
WATCH_FOR_SPIT	FALSE	external_items	items_watch_for_spit	
RING_OF_FIRE	FALSE	external_items	items_ring_of_fire	
BADGE_OF_AGILITY	FALSE	external_items	items_badge_of_agility	
SQUISHY	FALSE	external_items	items_squishy	
BATTLE_PASS_GOLD_CHIP	FALSE	external_quests	hero_chip_gold	
CALL_THE_SUPER	FALSE	external_items	items_call_the_super	
SMART_HOUSE	FALSE	external_items	items_smart_house	
HORSE_WITH_TWO_REAR_ENDS	FALSE	external_items	items_horse_with_two_rear_ends	
LOST_NANNY	FALSE	external_items	items_loyal_nanny	
SPOONFUL_OF_SUGAR	FALSE	external_items	items_spoonful_of_sugar	
ROYAL_DOULTON_BOWL	FALSE	external_items	items_royal_doulton_bowl	
MYSTICAL_MONKEY_POWER	FALSE	external_items	items_mystical_monkey_power	
SORORITY_SISTERS	FALSE	external_items	items_sorority_sisters	
DOGS_IN_DISGUISE	FALSE	external_items	items_dogs_in_disguise	
WADDLES	FALSE	external_items	items_waddles	
SUNKEN_SHIP	FALSE	external_items	items_sunken_ship	
SMOOTH_JAZZ	FALSE	external_items	items_smooth_jazz	
DAYDREAM_HUNTER	FALSE	external_items	items_daydream_hunter	
THINGS_FALL_APART	FALSE	external_items	items_things_fall_apart	
LITTLE_HELPER	FALSE	external_items	items_little_helper	
SNAKE_BALLOON	FALSE	external_items	items_snake_balloon	
WATER_MUSIC	FALSE	external_items	items_water_music	
INNER_BEAUTY	FALSE	external_items	items_inner_beauty	
PROGRAM_SCANNER	FALSE	external_items	items_program_scanner	
CLEAN_SWEAP	FALSE	external_items	items_clean_sweep	
WATER_MUSIC	FALSE	external_items	items_water_music	
INNER_BEAUTY	FALSE	external_items	items_inner_beauty	
SMOOTH_JAZZ	FALSE	external_items	items_smooth_jazz	
DAYDREAM_HUNTER	FALSE	external_items	items_daydream_hunter	
THINGS_FALL_APART	FALSE	external_items	items_things_fall_apart	
LITTLE_HELPER	FALSE	external_items	items_little_helper	
BADGE_CHEST_1X	FALSE	external_items	badge_chest	
BADGE_CHEST_10X	FALSE	external_items	badge_chest_10x	
RANDALL_BOGGS_EMOJI	FALSE	external_emojis	Emoji_Expressions_Randall_Boggs_Default	
ELSA_EMOJI	FALSE	external_emojis	Emoji_Expressions_Elsa_Default	
OLAF_EMOJI	FALSE	external_emojis	Emoji_Expressions_Olaf_Default	
SCROOGE_MCDUCK_EMOJI	FALSE	external_emojis	Emoji_Expressions_Scrooge_McDuck_Default	
OOGIE_BOOGIE_EMOJI	FALSE	external_emojis	Emoji_Expressions_Oogie_Boogie_Default	
PETER_PAN_EMOJI	FALSE	external_emojis	Emoji_Expressions_Peter_Pan_Default	
CAPTAIN_HOOK_EMOJI	FALSE	external_emojis	Emoji_Expressions_Captain_Hook_Default	
QUORRA_EMOJI	FALSE	external_emojis	Emoji_Expressions_Quorra_Default	
JASMINE_EMOJI	FALSE	external_emojis	Emoji_Expressions_Jasmine_Default	
DARKWING_DUCK_EMOJI	FALSE	external_emojis	Emoji_Expressions_Darkwing_Duck_Default	
SEWER_SHARK	FALSE	external_items	items_sewer_shark	
FIXER_UPPER	FALSE	external_items	items_fixer_upper	
MOVEABLE_COAT_RACK	FALSE	external_items	items_moveable_coat_rack	
PEA_SOUP	FALSE	external_items	items_pea_soup	
CAT_FAMILY_PORTRAIT	FALSE	external_items	items_cat_family_portrait	
MICKEY_WAFFLES	FALSE	external_items	items_mickey_waffles	
CAT_IN_A_BOX	FALSE	external_items	items_cat_in_a_box	
ANGRY_CHIPMUNKS	FALSE	external_items	items_angry_chipmunks	
PRETEND_PRINCE	FALSE	external_items	items_pretend_prince	
BOTTOMLESS_BAG	FALSE	external_items	items_bottomless_bag	
AZTEC_SKULL	FALSE	external_items	items_aztec_skull	
INTERDIMENSIONAL_DOOR	FALSE	external_items	items_interdimensional_door	
ADVENTURE_JAMIE	FALSE	external_items	items_adventure_jamie	
OREILLY_LUCKY_COIN	FALSE	external_items	items_oreilly_lucky_coin	
OLD_SCALIWAG	FALSE	external_items	items_old_scaliwag	
WIND_CAN_DO_IT	FALSE	external_items	items_wind_can_do_it	
MELODYS_NECKLACE	FALSE	external_items	items_melodys_necklace	
TRUSTY_BIKE	FALSE	external_items	items_trusty_bike	
DONT_BAT_AN_EYE	FALSE	external_items	items_dont_bat_an_eye	
BAO	FALSE	external_items	items_bao	
BAO	FALSE	external_items	items_bao	
DONT_BAT_AN_EYE	FALSE	external_items	items_dont_bat_an_eye	
TRUSTY_BIKE	FALSE	external_items	items_trusty_bike	
MELODYS_NECKLACE	FALSE	external_items	items_melodys_necklace	
FIXER_UPPER	FALSE	external_items	items_fixer_upper	
SEWER_SHARK	FALSE	external_items	items_sewer_shark	
CAT_ON_A_LAPTOP	FALSE	external_items	items_cat_on_a_laptop	
GRUESOME_GRAVE	FALSE	external_items	items_gruesome_grave	
ESCAPE	FALSE	external_items	items_escape	
PIXY_PARADE	FALSE	external_items	items_pixy_parade	
BABY_PROOF	FALSE	external_items	items_baby_proof	
ARLOS_ROCK	FALSE	external_items	items_arlos_rock	
PERCYS_BATH_TIME	FALSE	external_items	items_percys_bath	
ARLOS_BERRIES	FALSE	external_items	items_arlos_berries	
JANES_SKETCH	FALSE	external_items	items_janes_sketch	
FISH_IN_A_BOWL	FALSE	external_items	items_fish_in_a_bowl	
DANCING_MUSHROOMS	FALSE	external_items	items_dancing_mushrooms	
BUG_JUICE	FALSE	external_items	items_bug_juice	
BIRTHDAY_CAKE	FALSE	external_items	items_birthday_cake	
HOPPERS_FROG_LEGS	FALSE	external_items	items_frog_legs	
SMELL_THE_CORK	FALSE	external_items	items_smell_cork	
BEARS_NATURAL_HABITAT	FALSE	external_items	items_bear_habitat	
TEETH_TOUR_79	FALSE	external_items	items_teeth_tour_79	
MARK_OF_THE_GUARD	FALSE	external_items	items_mark_of_the_gaurd	
THE_HYPERION	FALSE	external_items	items_hyperion	
BINGO_IS_HIS_NAMEO	FALSE	external_items	items_bingo_nameo	
CAT_ON_A_LAPTOP	FALSE	external_items	items_cat_on_a_laptop	
GRUESOME_GRAVE	FALSE	external_items	items_gruesome_grave	
TEETH_TOUR_79	FALSE	external_items	items_teeth_tour_79	
MARK_OF_THE_GUARD	FALSE	external_items	items_mark_of_the_gaurd	
THE_HYPERION	FALSE	external_items	items_hyperion	
BINGO_IS_HIS_NAMEO	FALSE	external_items	items_bingo_nameo	
ROLLY_POLLY	FALSE	external_items	items_rolly_polly	
SPRIG_TIME	FALSE	external_items	items_sprig_time	
CALAMITY_BOX	FALSE	external_items	items_calamity_box	
OWL_STAFF	FALSE	external_items	items_owl_staff	
OWL_LADY	FALSE	external_items	items_owl_lady	
ITTY_BIDDY	FALSE	external_items	items_itty_biddy	
HAY_BAILER_ACCIDENT	FALSE	external_items	items_hay_bailer_accident	
TRES_SOMBREROS	FALSE	external_items	items_tres_sombreros	
GODDESS_OF_ADVENTURE	FALSE	external_items	items_goddess_of_adventure	
MOONSTONE_THORN	FALSE	external_items	items_moonstone_thorn	
HI_IM_NORM	FALSE	external_items	items_i_am_norm	
FLOATING_BABY_HEAD	FALSE	external_items	items_giant_floating_baby_head	
FAIRY_FENCERS	FALSE	external_items	items_fairy_fencers	
TREEHOUSE	FALSE	external_items	items_swiss_treehouse	
TREASURE_PARROT	FALSE	external_items	items_treasure_parrot	
SAILOR_STRIPES	FALSE	external_items	items_sailor_stripes	
NAUTILUS	FALSE	external_items	items_nautilus	
GIANT_SQUID_ATTACK	FALSE	external_items	items_giant_squid_attack	
LEPRECHAUN_KING	FALSE	external_items	items_brian_connors	
TIME_OF_LEARNING	FALSE	external_items	items_time_of_learning	
COLLECTION_AVATAR_DUCKTALES	FALSE	external_collections	avatar_ducktales_badge	
ROLLY_POLLY	FALSE	external_items	items_rolly_polly	
SPRIG_TIME	FALSE	external_items	items_sprig_time	
NAUTILUS	FALSE	external_items	items_nautilus	
GIANT_SQUID_ATTACK	FALSE	external_items	items_giant_squid_attack	
LEPRECHAUN_KING	FALSE	external_items	items_brian_connors	
TIME_OF_LEARNING	FALSE	external_items	items_time_of_learning	
FREEMAN_OF_THE_CITY	FALSE	external_items	items_freeman_of_the_city	
TOY_SOLDIER	FALSE	external_items	items_toy_soldier	
THAT_DARN_CAT	FALSE	external_items	items_that_darn_cat	
CAR_FLOATY	FALSE	external_items	items_car_floaty	
MILLION_DOLLAR_DUCK	FALSE	external_items	items_million_dollar_duck	
STAINED_GLASS_ROSE	FALSE	external_items	items_stained_glass_rose	
PAPER_CUTOUT	FALSE	external_items	items_paper_cutout	
WILDERNESS_EXPLORER_HANDBOOK	FALSE	external_items	items_wilderness_explorer_handbook	
WILDERNESS_EXPLORER_LOGO	FALSE	external_items	items_wilderness_explorer_logo	
BE_MY_PAL	FALSE	external_items	items_be_my_pal	
BIG_DONUT	FALSE	external_items	items_the_big_donut	
BADGE_OF_SURPRISE	FALSE	external_items	items_badge_of_surprise	
TACO_CAT	FALSE	external_items	items_taco_cat	
PURPLE_PEACOCKS	FALSE	external_items	items_purple_peacocks	
PIANO_KITTIES	FALSE	external_items	items_piano_kitties	
SUNKEN_CITY	FALSE	external_items	items_sunken_city	
BOOKS_GALORE	FALSE	external_items	items_books_galore	
POTION_PROTECTION	FALSE	external_items	items_potion_protection	
MOUSE_MUG	FALSE	external_items	items_mouse_mug	
BUGGY_INVENTION	FALSE	external_items	items_buggy_invention	
COSMETIC_CHEST_1X	FALSE	external_items	redtop_chest	
GURANTEE_COSMETIC_CHEST_1X	FALSE	external_items	goldtop_chest	
FREEMAN_OF_THE_CITY	FALSE	external_items	items_freeman_of_the_city	
TOY_SOLDIER	FALSE	external_items	items_toy_soldier	
BOOKS_GALORE	FALSE	external_items	items_books_galore	
POTION_PROTECTION	FALSE	external_items	items_potion_protection	
MOUSE_MUG	FALSE	external_items	items_mouse_mug	
BUGGY_INVENTION	FALSE	external_items	items_buggy_invention	
BUSTER	FALSE	external_items	items_buster	
CLOCK_TOWER	FALSE	external_items	items_clock_tower	
WALK_LIKE_AN_ELEPHANT	FALSE	external_items	items_elephant_walk	
EVENING_STROLL	FALSE	external_items	items_evening_stroll	
FISH_OUT_OF_WATER	FALSE	external_items	items_fish_out_of_water	
INSTANT_MAKEOVER	FALSE	external_items	items_instant_makeover	
NOTRE_DAME_GARGOYLES	FALSE	external_items	items_notre_dame_gargoyles	
PIP	FALSE	external_items	items_pip	
PUDGE	FALSE	external_items	items_pudge	
SEA_URCHIN	FALSE	external_items	items_sea_urchin	
SUMMER_DESTINATION	FALSE	external_items	items_summer_destination	
DEPARTURE_DENIED	FALSE	external_items	items_the_departure_denied	
TINY_THE_TREX	FALSE	external_items	items_tiny_the_trex	
UNLIKELY_PALS	FALSE	external_items	items_unlikely_pals	
VOLCANOES	FALSE	external_items	items_volcanos	
WEEBO	FALSE	external_items	items_weebo	
WINTER_DEPARTMENT	FALSE	external_items	items_winter_department	
ALIEN_INVASION	FALSE	external_items	items_alien_invasion	
ALIEN_SAUCER	FALSE	external_items	items_alien_saucer	
BIGFOOT	FALSE	external_items	items_bigfoot	
JAFAR_EMOJI	FALSE	external_emojis	Emoji_Expressions_Jafar_Default	
QUEEN_OF_HEARTS_EMOJI	FALSE	external_emojis	Emoji_Expressions_QueenofHearts_Default	
BEAST_EMOJI	FALSE	external_emojis	Emoji_Expressions_Beast_Default	
LAUNCHPAD_MCQUACK_EMOJI	FALSE	external_emojis	Emoji_Expressions_Launchpad_Default	
GIZMODUCK_EMOJI	FALSE	external_emojis	Emoji_Expressions_GizmoDuck_Default	
RAPUNZEL_EMOJI	FALSE	external_emojis	Emoji_Expressions_Rapunzel_Default	
FLYNN_RIDER_EMOJI	FALSE	external_emojis	Emoji_Expressions_Flynn_Rider_Default	
RAFIKI_EMOJI	FALSE	external_emojis	Emoji_Expressions_Rafiki_Default	
KEVIN_FLYNN_EMOJI	FALSE	external_emojis	Emoji_Expressions_KevinFlynn_Default	
WINNIE_THE_POOH_EMOJI	FALSE	external_emojis	Emoji_Expressions_Pooh_Default	
TIGGER_EMOJI	FALSE	external_emojis	Emoji_Expressions_Tigger_Default	
EEYORE_EMOJI	FALSE	external_emojis	Emoji_Expressions_Eeyore_Default	
MAGICA_DE_SPELL_EMOJI	FALSE	external_emojis	Emoji_Expressions_Magica_Default	
FISH_OUT_OF_WATER	FALSE	external_items	items_fish_out_of_water	
ALIEN_INVASION	FALSE	external_items	items_alien_invasion	
WALK_LIKE_AN_ELEPHANT	FALSE	external_items	items_elephant_walk	
PUDGE	FALSE	external_items	items_pudge	
BUSTER	FALSE	external_items	items_buster	
TINY_THE_TREX	FALSE	external_items	items_tiny_the_trex	
ANNIVERSARY_AVATAR_2	FALSE	external_items	anniversary_badge_2	
BETA_ANNIVERSARY_AVATAR_2	FALSE	external_items	beta_player_badge_2	
PQ_ANCHOR_EMOJI	FALSE	external_emojis	stamp_anchor	
PQ_APPLE_EMOJI	FALSE	external_emojis	stamp_apple	
PQ_BANANA_EMOJI	FALSE	external_emojis	stamp_banana	
PQ_BASEBALL_EMOJI	FALSE	external_emojis	stamp_baseball	
PQ_BAT_EMOJI	FALSE	external_emojis	stamp_bat	
PQ_BEAR_EMOJI	FALSE	external_emojis	stamp_bear	
PQ_BEEHIVE_EMOJI	FALSE	external_emojis	stamp_beehive	
PQ_BLACK_CAT_EMOJI	FALSE	external_emojis	stamp_black_cat	
PQ_TURTLE_EMOJI	FALSE	external_emojis	stamp_turtle	
PQ_CELEBRATION_EMOJI	FALSE	external_emojis	stamp_celebration_w_stars	
PQ_CHECKMARK_EMOJI	FALSE	external_emojis	stamp_checkmark	
PQ_CHERRY_EMOJI	FALSE	external_emojis	stamp_cherry	
PQ_CHRISTMAS_TREE_EMOJI	FALSE	external_emojis	stamp_christmastree	
PQ_DEER_EMOJI	FALSE	external_emojis	stamp_deer	
PQ_DOWN_ARROW_EMOJI	FALSE	external_emojis	stamp_downarrow	
PQ_DRAGON_EMOJI	FALSE	external_emojis	stamp_dragon	
PQ_EXCLAMATION_POINT_EMOJI	FALSE	external_emojis	stamp_exclamationpoint	
PQ_FIREWORKS_EMOJI	FALSE	external_emojis	stamp_fireworks	
PQ_FLAMINGO_EMOJI	FALSE	external_emojis	stamp_flamingo	
PQ_FLOWER_EMOJI	FALSE	external_emojis	stamp_flower	
PQ_FOUR_LEAF_CLOVER_EMOJI	FALSE	external_emojis	stamp_fourleafclover	
PQ_FOX_EMOJI	FALSE	external_emojis	stamp_fox	
PQ_FRENCH_FRIES_EMOJI	FALSE	external_emojis	stamp_frenchfries	
PQ_HAMBURGER_EMOJI	FALSE	external_emojis	stamp_hamburger	
PQ_HAND_WAVE_EMOJI	FALSE	external_emojis	stamp_handwave	
PQ_HEDGEHOG_EMOJI	FALSE	external_emojis	stamp_hedgehog	
PQ_HONEY_STICK_EMOJI	FALSE	external_emojis	stamp_honey_stick	
PQ_HOTDOG_EMOJI	FALSE	external_emojis	stamp_hotdog	
PQ_ICE_CREAM_SANDWICH_EMOJI	FALSE	external_emojis	stamp_ice_cream_sandwich	
PQ_JACK_O_LANTERN_EMOJI	FALSE	external_emojis	stamp_jack_o_lantern	
PQ_KANGAROO_EMOJI	FALSE	external_emojis	stamp_kangaroo	
PQ_KING_EMOJI	FALSE	external_emojis	stamp_king	
PQ_LEAF_EMOJI	FALSE	external_emojis	stamp_leaf	
PQ_LEFT_ARROW_EMOJI	FALSE	external_emojis	stamp_leftarrow	
PQ_LEFT_POW_EMOJI	FALSE	external_emojis	stamp_leftpow	
PQ_LIGHTBULB_EMOJI	FALSE	external_emojis	stamp_lightbulb	
PQ_LLAMA_EMOJI	FALSE	external_emojis	stamp_llama	
PQ_MANGO_EMOJI	FALSE	external_emojis	stamp_mango	
PQ_MAST_SHIP_EMOJI	FALSE	external_emojis	stamp_mast_ship	
PQ_MILKSHAKE_EMOJI	FALSE	external_emojis	stamp_milkshake	
PQ_MONEY_BAG_EMOJI	FALSE	external_emojis	stamp_moneybag	
PQ_OWL_EMOJI	FALSE	external_emojis	stamp_owl	
PQ_PANCAKES_EMOJI	FALSE	external_emojis	stamp_pancakes	
PQ_PANDA_EMOJI	FALSE	external_emojis	stamp_panda	
PQ_PAPARAZZI_CAMERA_EMOJI	FALSE	external_emojis	stamp_paparazzi_camera	
PQ_PAPER_EMOJI	FALSE	external_emojis	stamp_paper	
PQ_PARROT_EMOJI	FALSE	external_emojis	stamp_parrot	
PQ_PIE_EMOJI	FALSE	external_emojis	stamp_pie	
PQ_PIRATE_HAT_EMOJI	FALSE	external_emojis	stamp_piratehat	
PQ_PIZZA_EMOJI	FALSE	external_emojis	stamp_pizza	
PQ_POPSICLE_EMOJI	FALSE	external_emojis	stamp_popsicle	
PQ_POW_EMOJI	FALSE	external_emojis	stamp_pow	
PQ_QUESTION_MARK_EMOJI	FALSE	external_emojis	stamp_questionmark	
PQ_REDDOT_EMOJI	FALSE	external_emojis	stamp_reddot	
PQ_RIGHT_ARROW_EMOJI	FALSE	external_emojis	stamp_rightarrow	
PQ_SCISSORS_EMOJI	FALSE	external_emojis	stamp_scissors	
PQ_SLOTH_EMOJI	FALSE	external_emojis	stamp_sloth	
PQ_SNAIL_EMOJI	FALSE	external_emojis	stamp_snail	
PQ_SNOWFLAKE_EMOJI	FALSE	external_emojis	stamp_snowflake	
PQ_SNOWMAN_EMOJI	FALSE	external_emojis	stamp_snowman	
PQ_SOCCER_BALL_EMOJI	FALSE	external_emojis	stamp_soccerball	
PQ_SOMBRERO_EMOJI	FALSE	external_emojis	stamp_sombrero	
PQ_LIGHTNING_EMOJI	FALSE	external_emojis	stamp_lightning	
PQ_SUN_EMOJI	FALSE	external_emojis	stamp_sun	
PQ_SWEAT_DROPS_EMOJI	FALSE	external_emojis	stamp_sweatdrops	
PQ_TENTACLE_EMOJI	FALSE	external_emojis	stamp_tentacle	
PQ_TOPHAT_EMOJI	FALSE	external_emojis	stamp_tophat	
PQ_UMBRELLA_EMOJI	FALSE	external_emojis	stamp_umbrella	
PQ_UP_ARROW_EMOJI	FALSE	external_emojis	stamp_uparrow	
PQ_WEDDING_RING_EMOJI	FALSE	external_emojis	stamp_weddingring	
PQ_WHALE_EMOJI	FALSE	external_emojis	stamp_whale	
RAJAH_EMOJI	FALSE	external_emojis	Emoji_Expressions_Rajah_Default	
KRISTOFF_AND_SVEN_EMOJI	FALSE	external_emojis	Emoji_Expressions_Kristoff_Default	
SVEN_EMOJI	FALSE	external_emojis	Emoji_Expressions_Sven_Default	
GERALD_EMOJI	FALSE	external_emojis	Emoji_Expressions_Gerald_Default	
MARLIN_EMOJI	FALSE	external_emojis	Emoji_Expressions_Marlin_Default	
NEMO_EMOJI	FALSE	external_emojis	Emoji_Expressions_Nemo_Default	
