	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	GOLD_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
34-19	200	6	RED_12	42		1	BLACK_PEARL_1	GONZO::FALSE,MEGAVOLT::FALSE,FLYNN_RIDER::FALSE,MUSHU::FALSE	EEYORE::FALSE,JASMINE::FALSE,ELSA::FALSE,ELASTIGIRL::FALSE	[boss]DASH:ENERGY,URSULA:ENERGY,MAD_HATTER:SPEED,MEGARA:INVINCIBLE,CHESHIRE_CAT:SAP,TRON:ENERGY			
35-1	200	6	RED_13	42		1	CITY_CENTER_2	OLAF::FALSE,DUCKY_AND_BUNNY::FALSE,SHAN_YU::FALSE,DAVY_JONES::FALSE	BAYMAX::FALSE,SHAN_YU::FALSE,MADAM_MIM::FALSE,CALHOUN::FALSE	[boss]MAXIMUS:STUDY,BELLE:SPEED,JACK_SKELLINGTON:DOT,ANGER:DAMAGE_ROLE,MADAM_MIM:DAMAGE,CHESHIRE_CAT:SAP			
35-4	200	6	RED_13	42		1	CITY_CENTER_9	RALPH::FALSE,HADES::FALSE,JASMINE::FALSE,MIGUEL::FALSE	GERALD_MARLIN_NEMO,BALOO::FALSE,BUZZ::FALSE,FROZONE::FALSE	[boss]GOOFY:SHIELD,SALLY:REALITY,HECTOR_BARBOSSA:STUDY,EMPEROR_ZURG:TANK_COUNTER,ANIMAL:SHIELD,CHESHIRE_CAT:SAP			
35-7	201	6	RED_13	42		1	CITY_CENTER_7	MAXIMUS::FALSE,GONZO::FALSE,TIGGER::FALSE,BASIL::FALSE	FELIX::FALSE,SULLEY::FALSE,MIKE::FALSE,DONALD_DUCK::FALSE	[boss]GOOFY:BLIND,KING_LOUIE:BANANA,MOANA:JUMP,JASMINE:ENERGY,SCROOGE_MCDUCK:DAMAGE_STUN,SHAN_YU:STUDY			
35-10	202	6	RED_13	42		1	CITY_CENTER_1	CHICKEN_LITTLE::FALSE,EEYORE::FALSE,SCAR::FALSE,MALEFICENT::FALSE	MADAM_MIM::FALSE,PLEAKLEY::FALSE,DONALD_DUCK::FALSE	[boss]EEYORE:DISABLE_STUN,KIDA:ENERGY,MISS_PIGGY:KNOCK_BACK,CAPTAIN_AMELIA:SKILL,ANGER:DOT,WOODY:LASSO_EARLY			
35-13	203	6	RED_13	42		1	CITY_CENTER_14	BO_PEEP::FALSE,EVIL_QUEEN::FALSE,JUDY_HOPPS::FALSE,DONALD_DUCK::FALSE	HADES::FALSE,NICK_WILDE::FALSE,DUCKY_AND_BUNNY::FALSE,EVE::FALSE	[boss]BAYMAX:FREEZE,MR_INCREDIBLE:ARMOR_SHREAD,BELLE:SAP,PLEAKLEY:DOT,KIDA:ENERGY,YAX:SLOW			
35-16	204	6	RED_13	42		1	CITY_CENTER_10	GERALD_MARLIN_NEMO::FALSE,NICK_WILDE::FALSE,SIMBA_AND_NALA::FALSE,MALEFICENT::FALSE	OOGIE_BOOGIE::FALSE,JACK_SPARROW::FALSE,BELLE::FALSE,MADAM_MIM::FALSE	[boss]BALOO:HOT,MEGAVOLT:CONTROL_COUNTER,SHAN_YU:SHIELD,JASMINE:ENERGY,MALEFICENT:DRAIN,HUEY_DEWEY_LOUIE:BEAR_TRAP			
35-19	205	6	RED_13	42		1	CITY_CENTER_1	BO_PEEP::FALSE,JACK_SPARROW::FALSE,PLEAKLEY::FALSE,JOY::FALSE	HERCULES::FALSE,JESSIE::FALSE,ELSA::FALSE,EVE::FALSE	[boss]EEYORE:SKILL4_BUFF,KING_LOUIE:SLOW,MOANA:JUMP,BELLE:SAP,LINGUINI_AND_REMY:HARDY,JUMBA:PRECISE			
36-1	205	6	RED_14	42		1	LAHUI_BEACH_1	GONZO::FALSE,SLINKY_DOG::FALSE,CAPTAIN_AMELIA::FALSE,MEGAVOLT::FALSE	MOANA::FALSE,EMPEROR_ZURG::FALSE,MIGUEL::FALSE	[boss]FELIX:FREEZE,WINNIE_THE_POOH:HUNNY,CAPTAIN_AMELIA:SKILL,ELSA:FREEZE,JACK_SPARROW:HP,WOODY:LASSO_EARLY			
36-4	205	6	RED_14	42		1	LAHUI_BEACH_10	SADNESS::FALSE,MEGAVOLT::FALSE,JACK_SPARROW::FALSE,HANK_AND_DORY::FALSE	CAPTAIN_AMELIA::FALSE,KING_LOUIE::FALSE,TIMON_AND_PUMBAA::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,PLEAKLEY:FREEZE,EVIL_QUEEN:SPEED,KING_LOUIE:BANANA,MIGUEL:HEAL,HUEY_DEWEY_LOUIE:BEAR_TRAP			
36-7	206	6	RED_14	42		1	LAHUI_BEACH_8	BO_PEEP::FALSE,CALHOUN::FALSE,TIMON_AND_PUMBAA::FALSE,DONALD_DUCK::FALSE	GONZO::FALSE,BO_PEEP::FALSE,MIKE::FALSE,RAFIKI::FALSE	[boss]BAYMAX:FREEZE,MOANA:JUMP,MULAN:HEAL_ON_CRIT,KING_LOUIE:BANANA,MERLIN:CONTROL,HIRO:SUMMON			
36-10	207	6	RED_14	42		1	LAHUI_BEACH_10	EEYORE::FALSE,JASMINE::FALSE,BELLE::FALSE,FINNICK::FALSE	SALLY::FALSE,HERCULES::FALSE,MERIDA::FALSE,COLETTE::FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,JACK_SKELLINGTON:DOT,ANGER:DOT,MEGAVOLT:CONTROL_COUNTER,ROBIN_HOOD:CONTROL,BELLE:SPEED			
36-13	208	6	RED_14	42		1	LAHUI_BEACH_4	SULLEY::FALSE,BALOO::FALSE,ROBIN_HOOD::FALSE,KEVIN_FLYNN::FALSE	BUZZ::FALSE,MADAM_MIM,NICK_WILDE::FALSE,SCROOGE_MCDUCK::FALSE	[boss]BALOO:HOT,MAXIMUS:BUFF_REMOVAL,SALLY:REALITY,DARKWING_DUCK:SHIELD,MADAM_MIM:DAMAGE,BASIL:DOT			
36-16	209	6	RED_14	42		1	LAHUI_BEACH_10	BAYMAX::FALSE,WINNIE_THE_POOH::FALSE,CALHOUN::FALSE,DONALD_DUCK::FALSE	SOULLESS_SKELETON,EEYORE::FALSE,ALADDIN::FALSE,MEGARA::FALSE	[boss]CHICKEN_LITTLE:BASIC_MODIFIER,MULAN:HEAL_ON_CRIT,CAPTAIN_AMELIA:SKILL,MINNIE_MOUSE:CHARM,SYNDROME:SLOW,RAPUNZEL:SHIELD_COUNTER			
36-19	210	6	RED_14	42		1	LAHUI_BEACH_3	HERCULES::FALSE,DARKWING_DUCK::FALSE,ROBIN_HOOD::FALSE,ALADDIN::FALSE	MAXIMUS::FALSE,BO_PEEP::FALSE,OLAF::FALSE,PLEAKLEY:FREEZE,KEVIN_FLYNN::FALSE	[boss]WINNIE_THE_POOH:HUNNY,URSULA:ENERGY,TRON:TANK,BALOO:CHARM,MAXIMUS:BUFF_REMOVAL,ANGEL:BERSERK			
37-1	210	6	RED_15	42		1	THEATRE_DISTRICT_1	SADNESS::FALSE,SULLEY::FALSE,CAPTAIN_AMELIA::FALSE,RAPUNZEL::FALSE	GONZO,MR_INCREDIBLE::FALSE,JACK_JACK::FALSE,COLETTE::FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,MANTICORE:DOT,SCROOGE_MCDUCK:DAMAGE_STUN,EVIL_QUEEN:STUN,DASH:SHIELD_COUNTER			
37-4	210	6	RED_15	42		1	THEATRE_DISTRICT_10	BAYMAX::FALSE,BEAST::FALSE,KRISTOFF_AND_SVEN::FALSE,CHESHIRE_CAT::FALSE	EEYORE::FALSE,ANGER::FALSE,JESSIE::FALSE,CAPTAIN_AMELIA::FALSE	[boss]HADES:DOT,MR_INCREDIBLE:ARMOR_SHREAD,SCROOGE_MCDUCK:DAMAGE_STUN,MISS_PIGGY:KNOCK_BACK,ANGER:DOT,DONALD_DUCK:INVINCIBLE			
37-7	211	6	RED_15	42		1	THEATRE_DISTRICT_6	HADES::FALSE,MULAN::FALSE,SIMBA_AND_NALA::FALSE,ELSA::FALSE	EVE::FALSE,EMPEROR_ZURG::FALSE,LOCK_SHOCK_BARREL::FALSE	[boss]OOGIE_BOOGIE:POWER,WINNIE_THE_POOH:HUNNY,KING_LOUIE:BANANA,MANTICORE:DOT,JUMBA:DAMAGE_ROLE,LINGUINI_AND_REMY:SUPPORT			
37-10	212	6	RED_15	42		1	THEATRE_DISTRICT_8	BO_PEEP::FALSE,BELLE::FALSE,ELASTIGIRL::FALSE,ANGER::FALSE	JACK_SPARROW::FALSE,JACK_JACK::FALSE,JUDY_HOPPS::FALSE	[boss]MAXIMUS:STUDY,BAYMAX:FREEZE,ANGER:DOT,TIGGER:KNOCKBACK,JACK_SKELLINGTON:DOT,BUNSEN_AND_BEAKER:SPEED			
37-13	213	6	RED_15	42		1	THEATRE_DISTRICT_1	EEYORE::FALSE,DUCKY_AND_BUNNY::FALSE,ELSA::FALSE,MINNIE_MOUSE::FALSE	REX::FALSE,ROBIN_HOOD::FALSE,BELLE::FALSE,MISS_PIGGY::FALSE	[boss]CHICKEN_LITTLE:BASEBALL,MULAN:KNOCKBACK,SHAN_YU:STUDY,MANTICORE:DOT,DARKWING_DUCK:SHIELD,BELLE:SPEED			
37-16	214	6	RED_15	42		1	THEATRE_DISTRICT_2	BALOO::FALSE,TIGGER::FALSE,BUNSEN_AND_BEAKER::FALSE,HANK_AND_DORY::FALSE	GOOFY::FALSE,CHIEF_BOGO::FALSE,SALLY::FALSE,KING_LOUIE:BANANA,YZMA::FALSE	[boss]WINNIE_THE_POOH:HUNNY,GOOFY:SHIELD,JACK_SKELLINGTON:DOT,MEGAVOLT:CONTROL_COUNTER,MERLIN:INVISIBLE,YAX:SLOW			
37-19	215	6	RED_15	42		1	THEATRE_DISTRICT_11	SADNESS::FALSE,BALOO::FALSE,JASMINE::FALSE,IAN_LIGHTFOOT::FALSE	SHANK::FALSE,EVIL_QUEEN::FALSE,BEAST::FALSE,MOANA::FALSE	[boss]OOGIE_BOOGIE:POWER,FELIX:FREEZE,SCROOGE_MCDUCK:DAMAGE_STUN,ANGER:DOT,EMPEROR_ZURG:TANK_COUNTER,ROBIN_HOOD:CONTROL			
38-1	215	6	RED_16	42		1	HACKER_ENCLAVE_3	BAYMAX::FALSE,JACK_SKELLINGTON::FALSE,BUNSEN_AND_BEAKER::FALSE,VANELLOPE::FALSE	SHANK::FALSE,MULAN:HEAL_ON_CRIT,RAFIKI::FALSE,LI_SHANG::FALSE	[boss]WINNIE_THE_POOH:HUNNY,SCROOGE_MCDUCK:DAMAGE_STUN,MISS_PIGGY:KNOCK_BACK,MANTICORE:DOT,EVIL_QUEEN:STUN,EMPEROR_ZURG:TANK_COUNTER			
38-4	215	6	RED_16	42		1	HACKER_ENCLAVE_11	SADNESS::FALSE,EVE::FALSE,ELASTIGIRL::FALSE,DR_FACILIER::FALSE	HADES::FALSE,JACK_SKELLINGTON::FALSE,SIMBA_AND_NALA::FALSE,SCROOGE_MCDUCK::FALSE	[boss]SULLEY:TEAM_HEAL,MEGAVOLT:CONTROL_COUNTER,HECTOR_BARBOSSA:STUDY,QUORRA:CRIT,MISS_PIGGY:KNOCK_BACK,LOCK_SHOCK_BARREL:SCARE			
38-7	216	6	RED_16	42		1	HACKER_ENCLAVE_15	EEYORE::FALSE,EVE::FALSE,JACK_SPARROW::FALSE,NICK_WILDE::FALSE	WINNIE_THE_POOH::FALSE,BO_PEEP::FALSE,MAXIMUS::FALSE,CAPTAIN_AMELIA:SPEED,HIRO::FALSE	[boss]SADNESS:CRIT,MAXIMUS:STUDY,JACK_SKELLINGTON:DUCK,BUNSEN_AND_BEAKER:DIVERT,COLETTE:SKILL1_BUFF,ANGEL:BERSERK			
38-10	217	6	RED_16	42		1	HACKER_ENCLAVE_9	SADNESS::FALSE,DARKWING_DUCK::FALSE,JACK_SPARROW::FALSE,MIKE::FALSE	HERCULES::FALSE,BALOO::FALSE,RANDALL_BOGGS::FALSE,CHESHIRE_CAT::FALSE	[boss]FELIX:FREEZE,BALOO:HOT,MANTICORE:CURSE,SIMBA_AND_NALA:SILENCE,JACK_SKELLINGTON:DOT,MAGICA_DE_SPELL:KO_BUFF			
38-13	218	6	RED_16	42		1	HACKER_ENCLAVE_10	RALPH::FALSE,JASMINE::FALSE,GENIE::FALSE,TIA_DALMA::FALSE	EEYORE,MERIDA::FALSE,EMPEROR_ZURG:TANK_COUNTER,DUCKY_AND_BUNNY::FALSE	[boss]TRON:TANK,GERALD_MARLIN_NEMO:INVINCIBLE,MANTICORE:CURSE,JUMBA:PRECISE			
38-16	219	6	RED_16	42		1	HACKER_ENCLAVE_7	WINNIE_THE_POOH::FALSE,CHICKEN_LITTLE::FALSE,ROBIN_HOOD::FALSE,ANGER::FALSE	MAXIMUS::FALSE,DUCKY_AND_BUNNY::FALSE,MIKE::FALSE,HECTOR_BARBOSSA::FALSE	[boss]CHICKEN_LITTLE:BASIC_MODIFIER,MAXIMUS:STUDY,DASH:SHIELD_COUNTER,ALADDIN:SPEED,EVIL_QUEEN:STUN,DONALD_DUCK:INVINCIBLE			
38-19	220	6	RED_16	42		1	HACKER_ENCLAVE_14	EEYORE::FALSE,MISS_PIGGY::FALSE,ELSA::FALSE,MICKEY_MOUSE::FALSE	GERALD_MARLIN_NEMO,KING_LOUIE::FALSE,PLEAKLEY:FREEZE,ALADDIN::FALSE	[boss]HADES:DOT,ELSA:FREEZE,SHAN_YU:STUDY,MINNIE_MOUSE:CHARM,ANGEL:SILENCE,IAN_LIGHTFOOT:REFLECT			
39-1	220	6	RED_17	45		1	VFX_INVENTOR_WORKSHOP_1	CHICKEN_LITTLE::FALSE,MIKE::FALSE,WALL_E::FALSE,ANIMAL::FALSE	BO_PEEP::FALSE,HECTOR_BARBOSSA::FALSE,SCAR::FALSE,NICK_WILDE::FALSE	[boss]SLINKY_DOG:SHIELD,MOANA:JUMP,PLEAKLEY:FREEZE,MERIDA:FIRE,CAPTAIN_AMELIA:SKILL,TIGGER:KNOCKBACK			
39-4	220	6	RED_17	45		1	VFX_INVENTOR_WORKSHOP_3	GERALD_MARLIN_NEMO::FALSE,BUNSEN_AND_BEAKER::FALSE,DISGUST::FALSE,SYNDROME::FALSE	SADNESS::FALSE,GOOFY::FALSE,MEGAVOLT::FALSE,JUMBA::FALSE	[boss]BAYMAX:FREEZE,SCAR:INVIS,MANTICORE:DOT,MOANA:JUMP,KRISTOFF_AND_SVEN:HEAL,MIGUEL:HEAL			
39-7	221	6	RED_17	46		1	VFX_INVENTOR_WORKSHOP_5	SHANK::FALSE,SULLEY::FALSE,MULAN::FALSE,MALEFICENT::FALSE	FELIX,WINNIE_THE_POOH::FALSE,MULAN::FALSE,DR_FACILIER::FALSE	[boss]CHICKEN_LITTLE:BASEBALL,MR_INCREDIBLE:ARMOR_SHREAD,BUNSEN_AND_BEAKER:SPEED,PLEAKLEY:DOT,ANGEL:SILENCE,LAUNCHPAD_MCQUACK:CONTROL			
39-10	222	6	RED_17	46		1	VFX_INVENTOR_WORKSHOP_1	OLAF::FALSE,HERCULES::FALSE,EVE::FALSE,YAX::FALSE	REX::FALSE,ANGER::FALSE,MANTICORE::FALSE,STITCH::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,BELLE:SAP,BUNSEN_AND_BEAKER:SPEED,SCAR:INVIS,JACK_SKELLINGTON:DOT,URSULA:ENERGY			
39-13	223	6	RED_17	46		1	VFX_INVENTOR_WORKSHOP_3	CHICKEN_LITTLE::FALSE,SCAR::FALSE,JACK_SKELLINGTON::FALSE,MINNIE_MOUSE::FALSE	KIDA::FALSE,MEGAVOLT::FALSE,DAVY_JONES::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,SADNESS:CRIT,CHICKEN_LITTLE:BASEBALL,ALADDIN:SPEED,RANDALL_BOGGS:TRUE_DMG,MALEFICENT:DRAIN			
39-16	224	6	RED_17	46		1	VFX_INVENTOR_WORKSHOP_5	RALPH::FALSE,JACK_JACK::FALSE,BELLE::FALSE,RAFIKI::FALSE	SHANK::FALSE,MADAM_MIM::FALSE,DASH::FALSE,EVE::FALSE	[boss]CHICKEN_LITTLE:BASIC_MODIFIER,RANDALL_BOGGS:TRUE_DMG,ANGER:DAMAGE_ROLE,LI_SHANG:BLIND,MINNIE_MOUSE:CHARM,SYNDROME:SLOW			
39-19	225	6	RED_17	46		1	VFX_INVENTOR_WORKSHOP_14	OOGIE_BOOGIE::FALSE,SADNESS::FALSE,JACK_SKELLINGTON::FALSE,MERIDA::FALSE	SOULLESS_SKELETON,OOGIE_BOOGIE::FALSE,CAPTAIN_AMELIA::FALSE,MINNIE_MOUSE::FALSE	[boss]TRON:TANK,WINNIE_THE_POOH:HUNNY,SLINKY_DOG:SHIELD,ANGEL:SILENCE,FEAR:DREAD,ANIMAL:SHIELD			
40-1	225	6	RED_18	46		1	PORTAL_ROOM_1	BO_PEEP::FALSE,SHANK::FALSE,MULAN::FALSE,IAN_LIGHTFOOT::FALSE	MAXIMUS,ROBIN_HOOD::FALSE,BUNSEN_AND_BEAKER:SPEED,ELSA::FALSE	[boss]BAYMAX:FREEZE,GERALD_MARLIN_NEMO:ARMOR,MERIDA:FIRE,KING_LOUIE:BANANA,TRON:ENERGY,SYNDROME:STUDY			
40-4	225	6	RED_18	46		1	PORTAL_ROOM_5	CLAWHAUSER::FALSE,JACK_SKELLINGTON::FALSE,MUSHU::FALSE,HANK_AND_DORY::FALSE	PLEAKLEY::FALSE,DARKWING_DUCK,DUCKY_AND_BUNNY::FALSE,ELSA::FALSE	[boss]MAXIMUS:BUFF_REMOVAL,SWEDISH_CHEF:LOBSTER,DASH:SHIELD_COUNTER,SHAN_YU:SHIELD,PLEAKLEY:FREEZE,ALADDIN:SPEED			
40-7	226	6	RED_18	46		1	PORTAL_ROOM_3	MAXIMUS::FALSE,CALHOUN::FALSE,ANGER::FALSE,HONEY_LEMON::FALSE	GERALD_MARLIN_NEMO::FALSE,RANDALL_BOGGS:TRUE_DMG,KRISTOFF_AND_SVEN::FALSE,HANK_AND_DORY::FALSE	[boss]SWEDISH_CHEF:LOBSTER,PLEAKLEY:DOT,KING_LOUIE:BANANA,SHAN_YU:SHIELD,ELSA:FREEZE,CAPTAIN_HOOK:SAP			
40-10	227	6	RED_18	46		1	PORTAL_ROOM_10	BALOO::FALSE,CAPTAIN_AMELIA::FALSE,DUCKY_AND_BUNNY::FALSE,TRON::FALSE	MAXIMUS::FALSE,MIKE::FALSE,JACK_JACK::FALSE,HAMM::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,JACK_SPARROW:HP,MEGAVOLT:CONTROL_COUNTER,MUSHU:BLIND,CLAWHAUSER:DPS,IAN_LIGHTFOOT:REFLECT			
40-13	228	6	RED_18	46		1	PORTAL_ROOM_2	HERCULES::FALSE,SALLY::FALSE,CAPTAIN_AMELIA::FALSE,MALEFICENT::FALSE	SALLY,BO_PEEP::FALSE,KIDA::FALSE,KEVIN_FLYNN::FALSE	[boss]EEYORE:SKILL4_BUFF,MAXIMUS:BUFF_REMOVAL,KING_LOUIE:BANANA,EMPEROR_ZURG:TANK_COUNTER,MANTICORE:DOT,ANGEL:BERSERK			
40-16	229	6	RED_18	46		1	PORTAL_ROOM_3	BO_PEEP::FALSE,ELSA::FALSE,ALADDIN::FALSE,CHESHIRE_CAT::FALSE	MAXIMUS::FALSE,BO_PEEP::FALSE,MEGAVOLT::FALSE,ANGEL::FALSE	[boss]GONZO:SPEED_COUNTER,MEGAVOLT:CONTROL_COUNTER,HECTOR_BARBOSSA:STUDY,KING_LOUIE:BANANA,TRON:ENERGY,IAN_LIGHTFOOT:REFLECT			
40-19	230	6	RED_18	46		1	PORTAL_ROOM_10	MR_INCREDIBLE::FALSE,SULLEY::FALSE,RANDALL_BOGGS::FALSE,FLYNN_RIDER::FALSE	SHANK::FALSE,DASH::FALSE,BELLE::FALSE,KIDA::FALSE	[boss]SADNESS:CRIT,SLINKY_DOG:SCARED,SHAN_YU:STUDY,KING_LOUIE:SLOW,SYNDROME:SLOW,JUMBA:PRECISE			
41-1	230	6	RED_19	214		1	GLITCHED_CITY_1	SALLY::FALSE,ROCKETEER::FALSE,NICK_WILDE::FALSE,MANTICORE::FALSE	MIKE::FALSE,ELSA,BUZZ::FALSE,BEAST::FALSE	[boss]MAXIMUS:STUDY,WINNIE_THE_POOH:HUNNY,WASABI:SKILL1,HAMM:SAP,SCAR:INVIS,CAPTAIN_AMELIA:SPEED			
41-4	230	6	RED_19	214		1	GLITCHED_CITY_10	RALPH::FALSE,CALHOUN::FALSE,MAGICA_DE_SPELL::FALSE,TIA_DALMA::FALSE	GOOFY,PLEAKLEY::FALSE,MANTICORE:DOT,BEAST::FALSE	[boss]GONZO:SPEED_COUNTER,EVIL_QUEEN:STUN,CAPTAIN_AMELIA:SPEED,MEGAVOLT:CONTROL_COUNTER,TIMON_AND_PUMBAA:SKILL2,DAVY_JONES:STUDY			
41-7	231	6	RED_19	214		1	GLITCHED_CITY_7	SADNESS::FALSE,EMPEROR_ZURG::FALSE,JACK_SKELLINGTON::FALSE,YAX::FALSE	MR_INCREDIBLE::FALSE,HECTOR_BARBOSSA:STUDY,LI_SHANG::FALSE,CAPTAIN_HOOK::FALSE	[boss]SALLY:REALITY,MAXIMUS:BUFF_REMOVAL,CLAWHAUSER:REALITY,SCROOGE_MCDUCK:DAMAGE_STUN,MULAN:HEAL_ON_CRIT,MINNIE_MOUSE:CHARM			
41-10	232	6	RED_19	214		1	GLITCHED_CITY_4	GONZO::FALSE,GOOFY::FALSE,BELLE::FALSE,RANDALL_BOGGS::FALSE	SWEDISH_CHEF,TIGGER::FALSE,RANDALL_BOGGS:TRUE_DMG,SCAR::FALSE	[boss]WINNIE_THE_POOH:HUNNY,SLINKY_DOG:SCARED,MERIDA:FIRE,ROCKETEER:TRUE_DAMAGE,JESSIE:JUMP_EARLY,CAPTAIN_AMELIA:SPEED			
41-13	233	6	RED_19	214		1	GLITCHED_CITY_10	GOOFY::FALSE,NICK_WILDE::FALSE,MERIDA::FALSE,CHESHIRE_CAT::FALSE	RALPH::FALSE,MISS_PIGGY::FALSE,JACK_JACK::FALSE,SHAN_YU::FALSE	[boss]MAXIMUS:STUDY,CLAWHAUSER:REALITY,KIDA:ENERGY,MANTICORE:DOT,DISGUST:SKILL1,TRON:TANK			
41-16	234	6	RED_19	214		1	GLITCHED_CITY_3	SLINKY_DOG::FALSE,NICK_WILDE::FALSE,KIDA::FALSE,MICKEY_MOUSE::FALSE	HAMM::FALSE,BELLE,JACK_SPARROW::FALSE,MADAM_MIM::FALSE	[boss]SADNESS:CRIT,WASABI:ENERGY,BUNSEN_AND_BEAKER:DIVERT,KING_LOUIE:BANANA,SCROOGE_MCDUCK:DAMAGE_STUN,HANK_AND_DORY:DISABLE			
41-19	235	6	RED_19	214		1	GLITCHED_CITY_9	FELIX::FALSE,JASMINE::FALSE,HECTOR_BARBOSSA::FALSE,MADAM_MIM::FALSE	RALPH::FALSE,HADES::FALSE,GERALD_MARLIN_NEMO::FALSE,SCAR:INVIS,CAPTAIN_HOOK::FALSE	[boss]ANIMAL:SHIELD,EEYORE:SKILL4_BUFF,SHAN_YU:STUDY,BUNSEN_AND_BEAKER:SPEED,MAGICA_DE_SPELL:KO_BUFF,HUEY_DEWEY_LOUIE:BEAR_TRAP			
42-1	235	6	YELLOW	230		1	SERVER_ROOM_8	BALOO:CHARM,SCAR:INVIS,HECTOR_BARBOSSA::FALSE,DAVY_JONES:CURSE	MR_BIG_AND_KOSLOV:SCARED_FROZEN,WASABI::FALSE,EVIL_QUEEN:STUN,CALHOUN::FALSE,IAN_LIGHTFOOT:REFLECT	[boss]MR_BIG_AND_KOSLOV:STUDY,EVIL_QUEEN:STUN,MULAN:HEAL_ON_CRIT,BELLE:SPEED,LAUNCHPAD_MCQUACK:CONTROL,ROCKETEER:TRUE_DAMAGE			
42-4	235	6	YELLOW	230		1	SERVER_ROOM_4	OOGIE_BOOGIE:POWER,SULLEY::FALSE,BUZZ::FALSE,KIDA:ENERGY	GOOFY::FALSE,JOHN_SILVER:STUDY,FELIX:FREEZE,DARKWING_DUCK:SHIELD,HANK_AND_DORY	[boss]MR_BIG_AND_KOSLOV:STUDY,WINNIE_THE_POOH:HUNNY,BALOO:HOT,QUORRA:CRIT,SCAR:INVIS,MUSHU:BLIND			
42-7	236	6	YELLOW	230		1	SERVER_ROOM_7	GERALD_MARLIN_NEMO:INVINCIBLE,WINNIE_THE_POOH::FALSE,KING_LOUIE:BANANA,LAUNCHPAD_MCQUACK:CONTROL	SWEDISH_CHEF::FALSE,GONZO:SPEED_COUNTER,SADNESS:SORROW,MEGAVOLT:CONTROL_COUNTER,MEGARA	[boss]MR_BIG_AND_KOSLOV:SCARED_FROZEN,MADAM_MIM:DAMAGE,EVIL_QUEEN:STUN,ROCKETEER:TRUE_DAMAGE,IAN_LIGHTFOOT:BLIND,DONALD_DUCK:INVINCIBLE			
42-10	237	6	YELLOW	230		1	SERVER_ROOM_1	MR_BIG_AND_KOSLOV::FALSE,MEGAVOLT:CONTROL_COUNTER,HAMM::FALSE,GIZMODUCK::FALSE	MR_INCREDIBLE,BO_PEEP,BUNSEN_AND_BEAKER,TIA_DALMA::FALSE	[boss]GONZO:SPEED_COUNTER,ANGER:DOT,BELLE:SPEED,QUORRA:CRIT,BUNSEN_AND_BEAKER:SPEED,MERIDA:FIRE			
42-13	238	6	YELLOW	230		1	SERVER_ROOM_9	CLAWHAUSER:DPS,BALOO::FALSE,NICK_WILDE::FALSE,HAMM:SAP	BALOO:CHARM,JESSIE:JUMP_EARLY,MIGUEL::FALSE,JAFAR::FALSE	[boss]JOHN_SILVER:TANK,ROCKETEER:TRUE_DAMAGE,BELLE:SPEED,MERIDA:FIRE,MINNIE_MOUSE:CHARM,DAVY_JONES:CURSE			
42-16	239	6	YELLOW	230		1	SERVER_ROOM_5	GOOFY::FALSE,DARKWING_DUCK:SHIELD,MANTICORE::FALSE,MERLIN::FALSE	JOHN_SILVER:STUDY,SCAR,BELLE::FALSE,JACK_JACK::FALSE	[boss]SWEDISH_CHEF:FATIGUE,MR_BIG_AND_KOSLOV:SCARED_FROZEN,MULAN:KNOCKBACK,EVIL_QUEEN:SPEED,QUORRA:CRIT,HAMM:SAP			
42-19	240	6	YELLOW	230		1	SERVER_ROOM_2	BALOO::FALSE,STITCH:SLOW,NICK_WILDE::FALSE,WALL_E::FALSE	OOGIE_BOOGIE,BALOO,CAPTAIN_AMELIA,DR_FACILIER::FALSE	[boss]WINNIE_THE_POOH:HUNNY,SLINKY_DOG:SHIELD,MADAM_MIM:DAMAGE,JESSIE:JUMP_EARLY,PLEAKLEY:DOT,EVIL_QUEEN:STUN			
43-1	240	6	YELLOW_1	246		1	BEACH_CITY_1	GERALD_MARLIN_NEMO:INVINCIBLE,EMPEROR_ZURG::FALSE,MANTICORE:CURSE,NICK_WILDE::FALSE	GONZO,SCAR::FALSE,ANGER:DOT,MADAM_MIM:DAMAGE	[boss]OOGIE_BOOGIE:POWER,HAMM:SAP,CAPTAIN_AMELIA:SPEED,KING_LOUIE:BANANA,BELLE:SAP,SADNESS:SORROW			
43-4	240	6	YELLOW_1	246		1	BEACH_CITY_4	SALLY:REALITY,SCAR::FALSE,HAMM:TANK,DASH::FALSE	REX::FALSE,BALOO:HOT,MR_BIG_AND_KOSLOV:SCARED_FROZEN,SCAR:INVIS,HONEY_LEMON	[boss]MR_BIG_AND_KOSLOV:STUDY,CLAWHAUSER:DPS,MULAN:HEAL_ON_CRIT,ELSA:FREEZE,DAVY_JONES:CURSE,WALL_E:DISABLES			
