	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
69	378	6	YELLOW_30	2425	PORT_1	PHOEBUS:TANKY,SWEETUMS:HP,RAYA:BD_GAIN,HIRO:STUN	PEGASUS:SPEED,NEGADUCK:TANKY,TIGGER:KNOCKBACK,KING_TRITON:SLOW,TIANA:CHARM_BUFF	[boss]JAKE_LONG:HEAL,MERIDA:FIRE,KIDA:ENERGY,MOANA:JUMP,COLETTE:SKILL1_BUFF,DUKE_CABOOM:HEAL
70	383	6	EMERALD	2460	PORT_2	SADNESS:SORROW,PACHA:TANK,NEGADUCK:WEAKNESS,MIGUEL:FREEZE	JOHN_SILVER:TANK,GOOFY:BLIND,PEGASUS:SPEED,MOANA:JUMP,BOWLER_HAT_GUY:SHATTER	[boss]GOLIATH:ARMOR,GO_GO:SLOW,DASH:SHIELD_COUNTER,DEMONA:SCARE,CINDERELLA:BLIND,RUSSELL_AND_KEVIN:SPEED
71	388	6	EMERALD_1	2495	PORT_3	SLINKY_DOG:SHIELD,MOTHER_GOTHEL:ENDURE,MISS_PIGGY:KNOCK_BACK,JUDY_HOPPS:REVIVE	SADNESS:CRIT,HADES:DOT,TWENTY_TWO:SLOW,SIMBA_AND_NALA:ARMOR,COGSWORTH_AND_LUMIERE:DOT	[boss]JAKE_LONG:HEAL,SLINKY_DOG:SCARED,BALOO:HOT,JACK_JACK:HEALING_COUNTER,ANGER:DAMAGE_ROLE,POWERLINE:BLIND
72	393	6	EMERALD_2	2530	PORT_4	MEILIN_LEE:TANKY,TIGGER:KNOCKBACK,DUCKY_AND_BUNNY:ALLY_ROLE,JACK_JACK:AOE_STUN	DANTE:TANK,MIKE:STUNS,BELLE:SPEED,EMPEROR_ZURG:ENERGY_TO_ALLY,BUZZ:ATTACK_SPEED	[boss]SALLY:POISON,NICK_WILDE:SHIELD,MONKEY_FIST:DAMAGE,QUORRA:CRIT,IAN_LIGHTFOOT:BLIND,RON_STOPPABLE:STUN
73	398	6	EMERALD_3	2565	PORT_5	GONZO:SHIELD_BUFF,SIMBA_AND_NALA:ARMOR,EVE:TWO,BOWLER_HAT_GUY:SHATTER	SALLY:POISON,BUZZ:ATTACK_SPEED,GO_GO:SLOW,BELLE:SAP,PETE:ANTI_REFLECT	[boss]MAXIMUS:BUFF_REMOVAL,LITTLE_JOHN:DODGE,CALHOUN:SHIELDS,HECTOR_BARBOSSA:STUDY,MICKEY_MOUSE:DPS,GIZMODUCK:STEAL
74	403	6	EMERALD_4	2600	PORT_6	MEILIN_LEE:SHIELDS,SHANK:ENERGY,SCROOGE_MCDUCK:DAMAGE_STUN,GIZMODUCK:STEAL	JOHN_SILVER:TANK,VANELLOPE:BACKLINE,JACK_JACK:HEALING_COUNTER,ZEUS:TENACITY_REDUC,HONEY_LEMON:BD_BUFF	[boss]SHERIFF_OF_NOTTINGHAM:CHARM,RALPH:LONGER_STUNS,HAMM:SAP,JESSIE:DODGE,THE_MAYOR:SAP,JIM_HAWKINS:ENERGIZED
75	408	6	EMERALD_5	2635	PORT_7	BO_PEEP:ARMOR_DEBUFF,DARKWING_DUCK:SHIELD,ROCKETEER:SKILL1,ALADDIN:REGEN	MEILIN_LEE:SHIELDS,CHIEF_BOGO:CHARGE,PLEAKLEY:FREEZE,THE_UNDERMINER:SP,TIMON_AND_PUMBAA:SKILL2	[boss]PACHA:TANK,MOTHER_GOTHEL:SCARE,KIM_POSSIBLE:STUDY,ROCKETEER:SKILL1,QUACKERJACK:INVINCIBLE,BASIL:SILENCE
76	413	6	EMERALD_6	2670	PORT_8	SHERIFF_OF_NOTTINGHAM:CHARM,OLAF:FREEZE,PETER_PAN:SKILL1,JASMINE:RAJAH_SKILL1	CHIEF_BOGO:HEALS,MAXIMUS:BUFF_REMOVAL,DEMONA:SCARE,HIRO:SUMMON,HUEY_DEWEY_LOUIE:BEAR_TRAP	[boss]SADNESS:SORROW,WINNIE_THE_POOH:HEALING,THE_UNDERMINER:BD,ALADDIN:REGEN,GIZMODUCK:STEAL,PLEAKLEY:FREEZE
77	418	6	EMERALD_7	2705	PORT_9	PACHA:SUPPORT,RON_STOPPABLE:HEAL,LOCK_SHOCK_BARREL:SCARE,LILO:SCARE	BARLEY_LIGHTFOOT:SKILL1,ELASTIGIRL:DEBUFF,KIDA:ENERGY,PHIL:DAMAGE,CHIP_AND_DALE:SKILL3	[boss]SALLY:REALITY,RALPH:HEALING,BUZZ:ATTACK_SPEED,GO_GO:ENERGY,FOZZIE:SLOW,MANTICORE:DOT
78	423	6	EMERALD_8	2740	PORT_10	DANTE:TANK,MEGAVOLT:TANK_COUNTER,KIM_POSSIBLE:STUDY,MIKE:STUNS	PACHA:SUPPORT,CARL:HEAL,GOOFY:BLIND,HOPPER:STUN,YZMA:SPEED	[boss]PACHA:TANK,SWEDISH_CHEF:LOBSTER,CHEF_SKINNER:TANK,PEGASUS:SPEED,PHIL:TANK,RON_STOPPABLE:HEAL
79	428	6	EMERALD_9	2775	PORT_11	CHEF_SKINNER:TANK,SWEDISH_CHEF:FATIGUE,STITCH:BITE,YZMA:SPEED	REX:SHIELD_COUNTER,FELIX:ANGER,PACHA:TANK,NEGADUCK:WEAKNESS,THE_MAYOR:SCARE	[boss]HERCULES:TANK,CLAWHAUSER:REALITY,LITTLE_JOHN:DODGE,SHAN_YU:SHIELD,LI_SHANG:SILENCE,MULAN:KNOCKBACK
80	433	6	EMERALD_10	2810	PORT_12	SALLY:POISON,MONKEY_FIST:SUPPORT,JACK_SKELLINGTON:DUCK,DR_DRAKKEN:SILENCE	FELIX:ANGER,MIKE:FANTASTIC_DAMAGE,MONKEY_FIST:SUPPORT,BUNSEN_AND_BEAKER:DIVERT,PEGASUS:DETERMINATION	[boss]SLINKY_DOG:SHIELD,MIKE:STUNS,HOPPER:KNOCKBACK,QUORRA:CRIT,HANK_AND_DORY:HARDY,AGENT_P:STUN
81	438	6	EMERALD_11	2845	PORT_13	DANTE:DETERMINED,STITCH:BITE,ELASTIGIRL:DEBUFF,ROSE:SKILL1_BUFF	SALLY:POISON,SULLEY:STUN_COUNTER,VANELLOPE:SLOW,KIDA:SKILL1_BUFF,MARY_SANDERSON:HEX	[boss]FRED_FREDERICKSON:BLIND,MONKEY_FIST:SUPPORT,MEGAVOLT:CONTROL_COUNTER,MISS_PIGGY:KNOCK_BACK,KERMIT:SAP,RON_STOPPABLE:HEAL
82	443	6	EMERALD_12	2880	PORT_14	SULLEY:STUN_COUNTER,ROSE:COMBO,ELASTIGIRL:DEBUFF,KEVIN_FLYNN:SHIELD	CHEF_SKINNER:DAMAGE,DUKE_CABOOM:HEAL,MANTICORE:CURSE,SIMBA_AND_NALA:SILENCE,PEGASUS:DETERMINATION	[boss]MEILIN_LEE:TANKY,OOGIE_BOOGIE:SCARE,DAISY_DUCK:SCARE,HECTOR_BARBOSSA:STUDY,ANNA:SUPPORT,ROSE:SKILL1_BUFF
83	448	6	EMERALD_13	2915	PORT_15	MR_INCREDIBLE:WEAK_ALLIES,KING_LOUIE:SLOW,MANTICORE:CURSE,WOODY:LASSO_EARLY	SALLY:POISON,SCROOGE_MCDUCK:PULL_STUN,DEMONA:SKILL3,MIKE:FANTASTIC_DAMAGE,MIGUEL:FREEZE	[boss]MAXIMUS:BUFF_REMOVAL,MONKEY_FIST:SUPPORT,ROSE:COMBO,QUORRA:CRIT,DR_DRAKKEN:SILENCE,DASH:SHIELD_COUNTER
84	453	6	EMERALD_14	2950	PORT_1	HERCULES:CONTROL,DUCKY_AND_BUNNY:ALLY_ROLE,ALADDIN:REGEN,JASMINE:RAJAH_SKILL1	SULLEY:STUN_COUNTER,SALLY:POISON,MANTICORE:CURSE,ALADDIN:SPEED,ZEUS:BETTER_SAP	[boss]CHIEF_BOGO:HEALS,VINNY_SANTORINI:BLIND,BOLT:SKILL3,RAYA:ENDURE,COLETTE:SKILL2_BUFF,JACK_SKELLINGTON:DUCK
85	458	6	EMERALD_15	2985	PORT_2	HERCULES:TANK,MEILIN_LEE:TANKY,SCROOGE_MCDUCK:DAMAGE_STUN,MIRABEL_MADRIGAL:WEAKNESS	MR_INCREDIBLE:ARMOR_SHREAD,HEIMLICH:WELL_FED_BUFF,MAX_GOOF:DODGE,ISABELA_MADRIGAL:DOT_WEAKEN,AUDREY_RAMIREZ:STUN	[boss]EDA_CLAWTHORNE:SHIELDS,VINNY_SANTORINI:SPEED,ALADDIN:REGEN,MAX_GOOF:DODGE,MIRABEL_MADRIGAL:IMMUNITY,KRISTOFF_AND_SVEN:MOST_WANTED
86	463	6	EMERALD_16	3020	PORT_3	JOHN_SILVER:TANK,MR_INCREDIBLE:ARMOR_SHREAD,HECTOR_BARBOSSA:STUDY,SCROOGE_MCDUCK:PULL_STUN	SADNESS:CRIT,PETER_PAN:SKILL1,SHEGO:ENERGIZED,MR_BIG_AND_KOSLOV:STUDY,HONEY_LEMON:SLOW	[boss]BALOO:CHARM,EDA_CLAWTHORNE:RESILIENCE,MAX_GOOF:DODGE,SCROOGE_MCDUCK:PULL_STUN,HIRO:SUMMON,MADAM_MIM:DAMAGE
87	468	6	EMERALD_17	3055	PORT_4	SWEETUMS:FATIGUE,HAMM:TANK,NICK_WILDE:CHARM,MIRABEL_MADRIGAL:WEAKNESS	SWEDISH_CHEF:FATIGUE,QUEEN_OF_HEARTS:SPEED,SCROOGE_MCDUCK:PULL_STUN,KIM_POSSIBLE:SCARE,ISABELA_MADRIGAL:DOT_WEAKEN	[boss]BRUNO_MADRIGAL:SAP,GONZO:SHIELD_BUFF,MANTICORE:CURSE,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,PRINCE_PHILLIP:TANK,PLEAKLEY:DOT
88	473	6	EMERALD_18	3090	PORT_5	BARLEY_LIGHTFOOT:QUEST,KIM_POSSIBLE:SCARE,MAX_GOOF:DAMAGE,TIANA:LONGER_SHIELDS	PRINCE_PHILLIP:TANK,BUZZ:SHIELD_ALLY,AUDREY_RAMIREZ:STUN,LUZ_NOCEDA:SKILL2_BUFF,JIM_HAWKINS:CONTROL	[boss]PRINCE_PHILLIP:TANK,BUZZ:ATTACK_SPEED,HOPPER:STUN,HAMM:TANK,STATLER_AND_WALDORF:SKILL2_BUFF,RON_STOPPABLE:STUN
89	478	6	EMERALD_19	3125	PORT_6	SALLY:REALITY,PEGASUS:SPEED,ELSA:FREEZE,COGSWORTH_AND_LUMIERE:DOT	HEIMLICH:CLEANSE,ELSA:FREEZE,BUNSEN_AND_BEAKER:DIVERT,DAISY_DUCK:SCARE,BOLT:BASIC_ATTACK	[boss]WINNIE_THE_POOH:HUNNY,SULLEY:STUN_COUNTER,COGSWORTH_AND_LUMIERE:DOT,VINNY_SANTORINI:SPEED,LINGUINI_AND_REMY:HARDY,RANDALL_BOGGS:TRUE_DMG
90	483	6	EMERALD_20	3160	PORT_7	JAKE_LONG:TANK,SADNESS:SORROW,DASH:SHIELD_COUNTER,AGENT_P:SKILL4_BUFF	HERCULES:CONTROL,EVE:DISABLE_SPREAD,CHICKEN_LITTLE:BASEBALL,JACK_JACK:HEALING_COUNTER,KUZCO:DAMAGE	[boss]JOHN_SILVER:STUDY,EMPEROR_ZURG:ENERGY_TO_ALLY,ANGER:DOT,SCROOGE_MCDUCK:PULL_STUN,TIMON_AND_PUMBAA:SKILL2,ROSE:SKILL1_BUFF
91	488	6	EMERALD_21	3195	PORT_8	BARLEY_LIGHTFOOT:SKILL1,DASH:ENERGY,MANTICORE:CURSE,DAISY_DUCK:SCARE	WINNIE_THE_POOH:HEALING,CHIEF_BOGO:CHARGE,SWEETUMS:FATIGUE,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,GENIE:SHIELD	[boss]PACHA:TANK,MR_INCREDIBLE:WEAK_ALLIES,PETE:TANKY,SHERE_KHAN:SLOW,DR_DOOFENSHMIRTZ:SKILL2_BUFF
92	493	6	EMERALD_22	3230	PORT_9	REX:SHIELD_COUNTER,KING_LOUIE:SLOW,KIM_POSSIBLE:STUDY,DARKWING_DUCK:SHIELD	MR_INCREDIBLE:WEAK_ALLIES,EMPEROR_ZURG:ENERGY_TO_ALLY,COGSWORTH_AND_LUMIERE:DOT,PETER_PAN:SKILL1,KEVIN_FLYNN:SHIELD	[boss]BARLEY_LIGHTFOOT:SKILL1,ALADDIN:REGEN,JACK_JACK:AOE_STUN,MOTHER_GOTHEL:SCARE,YAX:DAMAGE,ANGER:DOT
93	498	6	EMERALD_23	3265	PORT_10	MEILIN_LEE:TANKY,HADES:TANK,PLEAKLEY:FREEZE,JACK_JACK:AOE_STUN	QUEEN_OF_HEARTS:SPEED,VINNY_SANTORINI:BLIND,PEGASUS:SPEED,DAVY_JONES:STUDY,THE_MAYOR:SAP	[boss]SWEETUMS:FATIGUE,BARLEY_LIGHTFOOT:SKILL1,SCAR:SPEED,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,RAPUNZEL:SHIELD_COUNTER,HAMM:TANK
94	503	6	EMERALD_24	3300	PORT_11	MAXIMUS:BUFF_REMOVAL,EMPEROR_ZURG:ENERGY_TO_ALLY,RANDALL_BOGGS:DODGE,VINNY_SANTORINI:SPEED	CARL:HEAL,SADNESS:SORROW,KING_LOUIE:SLOW,KUZCO:DAMAGE,JIM_HAWKINS:ENERGIZED	[boss]WADE_RIPPLE:DEFENCES,NEGADUCK:WEAKNESS,MONKEY_FIST:SUPPORT,FINNICK:VAN,LILITH_CLAWTHORNE:DAMAGE_AND_SUPPORT,LUZ_NOCEDA:HEAL
95	508	6	EMERALD_25	3335	PORT_12	SWEDISH_CHEF:FATIGUE,EMPEROR_ZURG:TANK_COUNTER,MAD_HATTER:CHARMED,MIRABEL_MADRIGAL:IMMUNITY	GONZO:SHIELD_BUFF,PRINCE_PHILLIP:TANK,VANELLOPE:SLOW,ELSA:FREEZE,NICK_WILDE:SHIELD	[boss]OLAF:FREEZE,ROCKETEER:TRUE_DAMAGE,ELSA:SHIELD,MULAN:HEAL_ON_CRIT,KAA:TANK,TRON:TANK
96	513	6	EMERALD_26	3370	PORT_13	SWEDISH_CHEF:LOBSTER,EMPEROR_ZURG:TANK_COUNTER,THE_HORNED_KING:SOLDIER,FLIK:ENERGY	GERALD_MARLIN_NEMO:ARMOR,LUISA_MADRIGAL:TENACITY_EVASION_REDUCED,ROCKETEER:TRUE_DAMAGE,ZEUS:BETTER_SAP,FRANNY_ROBINSON:RETAIN_DEBUFF	[boss]MEILIN_LEE:SHIELDS,DEMONA:SKILL3,PETER_PAN:SKILL1,ZEUS:BETTER_SAP,FINNICK:ENERGY,ALADDIN:SPEED
97	518	6	EMERALD_27	3405	PORT_14	SHERIFF_OF_NOTTINGHAM:SAP,SULLEY:TEAM_HEAL,JESSIE:DODGE,ISABELA_MADRIGAL:DOT_WEAKEN	SWEETUMS:HP,SHEGO:ENERGIZED,SCAR:SPEED,MULAN:HEAL_ON_CRIT,ANGER:DAMAGE_ROLE	[boss]SHANK:ENERGY,GONZO:SHIELD_BUFF,MULAN:HEAL_ON_CRIT,SHERE_KHAN:SKILL3,DONALD_DUCK:INVINCIBLE,DR_FACILIER:SKILL1_BUFF
98	523	6	EMERALD_28	3440	PORT_15	SWEETUMS:HP,QUEEN_OF_HEARTS:SPEED,PETE:ANTI_REFLECT,THE_UNDERMINER:BD	RALPH:HEALING,REPTILLUS_MAXIMUS:DEFENCE_HIMSELF,GONZO:SHIELD_BUFF,ISABELA_MADRIGAL:DOT_WEAKEN,KERMIT:SAP	[boss]RATIGAN:DODGE_DEBUFFS,BUZZ:SHIELD_ALLY,RANDALL_BOGGS:DODGE,RAYA:ENDURE,GANTU:TRAP_DISTRACT,MOTHER_GOTHEL:SCARE
99	528	6	EMERALD_29	3475	PORT_1	GOOFY:BLIND,SLINKY_DOG:SHIELD,TIGGER:ENERGY,RUSSELL_AND_KEVIN:SPEED	EDA_CLAWTHORNE:RESILIENCE,MAX_GOOF:DAMAGE,BUZZ:ATTACK_SPEED,MIKE:STUNS,HAMM:TANK	[boss]PRINCE_PHILLIP:SUPPORT,CHICKEN_LITTLE:BASEBALL,BUZZ:ATTACK_SPEED,JAFAR:ROLES,KUZCO:DAMAGE,FINNICK:ENERGY
100	533	6	EMERALD_30	3510	PORT_2	CLAWHAUSER:REALITY,AGENT_P:STUN,MISS_PIGGY:KNOCK_BACK,ROBIN_HOOD:STEAL	RATIGAN:CHARMED_ENEMIES_WEAK,SCROOGE_MCDUCK:DAMAGE_STUN,SCAR:INVIS,LUZ_NOCEDA:SKILL2_BUFF,TIA_DALMA:CHARM	[boss]GERALD_MARLIN_NEMO:ARMOR,EMBER_LUMEN:HEAL,THE_UNDERMINER:BD,SYNDROME:SLOW,MARY_SANDERSON:ENERGY_STEAL,WALL_E:MAX_ENERGY
101	538	6	SAPPHIRE	3545	PORT_3	OOGIE_BOOGIE:POWER,ELIZABETH_SWANN:HEALS,ENVY:DELAYED_BOOM,TIA_DALMA:CHARM	GOOFY:BLIND,SIMBA_AND_NALA:ARMOR,MANTICORE:DOT,FLASH:SKILL3_PRECISE,GIZMODUCK:STEAL	[boss]SWEETUMS:HP,FRED_FREDERICKSON:BLIND,GOOFY:BLIND,KIM_POSSIBLE:SCARE,FROZONE:HEALS,TIGGER:KNOCKBACK
102	543	6	SAPPHIRE_1	3580	PORT_4	CARL:HEAL,WADE_RIPPLE:SHIELD,DASH:SHIELD_COUNTER,PHIL:TANK	HADES:TANK,BUNSEN_AND_BEAKER:SPEED,JESSIE:DODGE,CARL_THE_ROBOT:HEALTH_STEAL,BRUNO_MADRIGAL:CLEANSES	[boss]WINNIE_THE_POOH:HUNNY,ROCKETEER:TRUE_DAMAGE,ELIZABETH_SWANN:HEALS,SCAR:INVIS,IAN_LIGHTFOOT:REFLECT,GO_GO:ENERGY
103	548	6	SAPPHIRE_2	3615	PORT_5	PHINEAS:INVENTION_COUNTER_CHARM,CHEF_SKINNER:TANK,SHERE_KHAN:SKILL3,DUCHESS:MOMENTUM_START	SADNESS:CRIT,JACK_JACK:AOE_STUN,MADAM_MIM:ENERGY,ENVY:JEALOUS_DOUBLE,ERNESTO_DE_LA_CRUZ:ENEMY_KO_BUFF	[boss]LUISA_MADRIGAL:EMPOWERED_BY_ALLIES,CLAWHAUSER:REALITY,QUEEN_OF_HEARTS:SPEED,MISS_PIGGY:DISABLE,WOODY:FAST_ENERGY,MUSHU:CRIT
104	553	6	SAPPHIRE_3	3650	PORT_6	BALOO:CHARM,SHEGO:FANTASTIC,ERNESTO_DE_LA_CRUZ:ALLY_KO_BUFF,VANELLOPE:SLOW	GONZO:SPEED_COUNTER,BALOO:CHARM,JACK_SKELLINGTON:DOT,NICK_WILDE:SHIELD,DR_DOOFENSHMIRTZ:COOLDOWN	[boss]PRINCE_PHILLIP:TANK,ERNESTO_DE_LA_CRUZ:ENEMY_KO_BUFF,MOTHER_GOTHEL:SCARE,MANTICORE:CURSE,LI_SHANG:BLIND,DARKWING_DUCK:CRIT
