	CATEGORY	UNLOCK_REQS	POINTS	REWARDS
LILO_EMOJIS	HERO_EMOJIS	LILO_SMILE, LILO_EXCITE, LILO_GROSS, LILO_LOVE, LILO_SCARED, LILO_SURPRISE, LILO_POWER, LILO_SLEEP	5450	10 STONE_LILO
ANNA_EMOJIS	HERO_EMOJIS	ANNA_SMILE, ANNA_EXCITE, ANNA_SCARED, ANNA_SURPRISE, ANNA_POWER, ANNA_SLEEP	4200	10 STONE_ANNA
KRONK_EMOJIS	HERO_EMOJIS	KRONK_SMILE, KRONK_EXCITE, KRONK_GROSS, KRONK_LOVE, KRONK_POWER, KRONK_SCARED, KRONK_SURPRISE, KRONK_SLEEP	5450	10 STONE_KRONK
PEGASUS_EMOJIS	HERO_EMOJIS	PEGASUS_SMILE, PEGASUS_EXCITE, PEGASUS_GROSS, PEGASUS_LOVE, PEGASUS_POWER, PEGASUS_SCARED, PEGASUS_SURPRISE, PEGASUS_SLEEP	5450	10 STONE_PEGASUS
EMOJI_AVATARS_1	MISC_AVATARS	AVATAR_PQ_STAR_EMOJI,AVATAR_PQ_HEART_EMOJI,AVATAR_PQ_MOON_EMOJI,AVATAR_PQ_CLOVER_EMOJI,AVATAR_PQ_LOOK_EMOJI,AVATAR_PQ_PARTY_EMOJI	6000	1 PORT_RESET
EMOJI_AVATARS_2	MISC_AVATARS	AVATAR_PQ_TROPHY_EMOJI,AVATAR_PQ_RAINBOW_EMOJI,AVATAR_PQ_ROCKET_EMOJI,AVATAR_PQ_CUPCAKE_EMOJI,AVATAR_PQ_SPIDER_EMOJI,AVATAR_PQ_PRESENT_EMOJI	6000	1 TEAM_TRIALS_RESET
EMOJI_AVATARS_3	MISC_AVATARS	AVATAR_PQ_BUTTERFLY_EMOJI,AVATAR_PQ_THUMBSUP_EMOJI,AVATAR_PQ_THUMBSDOWN_EMOJI,AVATAR_PQ_BACON_EMOJI,AVATAR_PQ_POPCORN_EMOJI,AVATAR_PQ_EIGHTH_NOTE_EMOJI,AVATAR_PQ_BALLOON_EMOJI	7000	1 PORT_RESET
EMOJIS_1	MISC_EMOJIS	CHAT_PQ_STAR_EMOJI,CHAT_PQ_HEART_EMOJI,CHAT_PQ_MOON_EMOJI,CHAT_PQ_CLOVER_EMOJI,CHAT_PQ_LOOK_EMOJI,CHAT_PQ_PARTY_EMOJI	600	1 PORT_RESET
EMOJIS_2	MISC_EMOJIS	CHAT_PQ_TROPHY_EMOJI,CHAT_PQ_RAINBOW_EMOJI,CHAT_PQ_ROCKET_EMOJI,CHAT_PQ_CUPCAKE_EMOJI,CHAT_PQ_SPIDER_EMOJI,CHAT_PQ_PRESENT_EMOJI	1500	1 TEAM_TRIALS_RESET
EMOJIS_3	MISC_EMOJIS	CHAT_PQ_BUTTERFLY_EMOJI,CHAT_PQ_THUMBSUP_EMOJI,CHAT_PQ_THUMBSDOWN_EMOJI,CHAT_PQ_BACON_EMOJI,CHAT_PQ_POPCORN_EMOJI,CHAT_PQ_EIGHTH_NOTE_EMOJI,CHAT_PQ_BALLOON_EMOJI	1600	1 PORT_RESET
COSTUMES_1	COSTUMES	ELASTIGIRL_SUIT2,REX_PARTYSAURUS,STITCH_EXPERIMENT626,MERIDA_PRINCESS,GENIE_VACATION,ALADDIN_PRINCE,NICK_WILDE_OFFICER	17500	500 DIAMONDS
AVATAR_BORDERS_1	AVATAR_BORDERS	DONUT_BORDER,LEAF_MANE_BORDER,MARQUEE_BORDER,METAL_BORDER	4000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_2	AVATAR_BORDERS	MUSIC_BORDER,PAWPRINT_BORDER,SUPERHERO_BORDER,PIZZA_BORDER	4000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_3	AVATAR_BORDERS	SHOOTING_STAR_BORDER,SUN_MOON_BORDER,GOOFY_BORDER,LADYBUG_BORDER,CANDY_BORDER	5000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_4	AVATAR_BORDERS	BASEBALL_BORDER,POWERLINE_BORDER,GLITCH_HOLOGRAM_BORDER,FIREWORKS_BORDER,MERMAID_BORDER	5000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_5	AVATAR_BORDERS	COMPUTER_CIRCUIT_BORDER,DONALD_HAT_BORDER,FALL_BORDER,FLAMINGO_BORDER,MUPPET_BORDER	5000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_6	AVATAR_BORDERS	NEW_YEAR_BORDER,PEPPERMINT_BORDER,RAINBOW_BORDER,SNOW_GLOBE_BORDER,WITCH_BORDER	5000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_7	AVATAR_BORDERS	WINTER_BORDER,ALICE_IN_WONDERLAND_BORDER,ART_DECO_BORDER,OCTOPUS_BORDER,STAINED_GLASS_BORDER	5000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_8	AVATAR_BORDERS	CHEESE_BORDER,DOILY_BORDER,FILM_STRIP_BORDER,FISH_BORDER,PEARL_BORDER	5000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_9	AVATAR_BORDERS	PIE_CRUST_BORDER,ST_PATRICKS_BORDER,VALENTINES_BORDER,WOOD_BORDER	4000	1 GOLD_CHEST_ROLL_X1
AVATAR_BORDERS_10	AVATAR_BORDERS	COMING_SOON,COMING_SOON,COMING_SOON,COMING_SOON,COMING_SOON	0	1000 DIAMONDS
NPC_AVATARS_1	MISC_AVATARS	SOULLESS_SWORD_N_BASE_AVATAR,SOULLESS_SWORD_F_BASE_AVATAR,SOULLESS_BRUTE_BASE_AVATAR,SOULLESS_CANNON_BASE_AVATAR,SOULLESS_TREASURE_BASE_AVATAR,SOULLESS_ONION_BASE_AVATAR	3000	1 PORT_RESET
NPC_AVATARS_2	MISC_AVATARS	SOULLESS_MAGE_F_BASE_AVATAR,SOULLESS_MAGE_N_BASE_AVATAR,SOULLESS_AUTOTURRET_BASE_AVATAR,SOULLESS_TURRET_BASE_AVATAR,SOULLESS_DINOSAUR_F_BASE_AVATAR,SOULLESS_DINOSAUR_BASE_AVATAR	3000	1 TEAM_TRIALS_RESET
NPC_AVATARS_3	MISC_AVATARS	SOULLESS_SPLASH_N_BASE_AVATAR,SOULLESS_SPLASH_F_BASE_AVATAR,SOULLESS_SKELETON_BASE_AVATAR,SOULLESS_GHOUL_N_BASE_AVATAR,SOULLESS_CACTUS_N_BASE_AVATAR,SOULLESS_CACTUS_F_BASE_AVATAR	3000	1 PORT_RESET
NPC_AVATARS_4	MISC_AVATARS	SOULLESS_GHOUL_F_BASE_AVATAR,SOULLESS_BUG_N_BASE_AVATAR,SOULLESS_BUG_F_BASE_AVATAR,SOULLESS_GLASS_CANNON_N_BASE_AVATAR,SOULLESS_FROST_MONSTER_BASE_AVATAR,SOULLESS_RED_DOT_BASE_AVATAR	4500	1 TEAM_TRIALS_RESET
NPC_AVATARS_5	MISC_AVATARS	SOULLESS_GLASS_CANNON_F_BASE_AVATAR,SOULLESS_SPIDER_TANK_BASE_AVATAR,SOULLESS_SPIDER_DPS_BASE_AVATAR,SOULLESS_SPIDER_CONTROL_BASE_AVATAR,SOULLESS_SPIDER_SUPPORT_BASE_AVATAR,CAT_BURGLAR_BASE_AVATAR	3750	1 PORT_RESET
NPC_AVATARS_6	MISC_AVATARS	MAMA_BOT_BASE_AVATAR,SHOCK_BOT_BASE_AVATAR,MEGA_VIRUS_BASE_AVATAR	7500	1 TEAM_TRIALS_RESET
STICKER_AVATARS_1	MISC_AVATARS	YOURE_NUMBER_ONE_STICKER_AVATAR,SOCIAL_BUTTERFLY_STICKER_AVATAR,RIDE_THE_FERRIS_WHEEL_STICKER_AVATAR,THE_NAMES_NICK_STICKER_AVATAR,TO_CATCH_A_STAR_STICKER_AVATAR,ON_THE_CASE_STICKER_AVATAR,PURPLE_PUZZLE_STICKER_AVATAR	1150	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_2	MISC_AVATARS	A_LITTLE_BIT_OF_MAGIC_STICKER_AVATAR,GIANT_SLAYER_STICKER_AVATAR,CELEBRITY_OF_THE_WEEK_STICKER_AVATAR,THE_POWER_OF_FRIENDSHIP_STICKER_AVATAR,GUILD_MAGNET_STICKER_AVATAR,CHACHING_STICKER_AVATAR,MAXIMUM_PRODUCTIVITY_STICKER_AVATAR	1600	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_3	MISC_AVATARS	IMPERIAL_SMACKDOWN_STICKER_AVATAR,MEDIC_MEDIC_STICKER_AVATAR,TAKING_THE_CAKE_STICKER_AVATAR,CRAFTY_STICKER_AVATAR,TANKS_FOR_THE_RIDE_STICKER_AVATAR,MISSION_ACCOMPLISHED_STICKER_AVATAR,TRUE_FRIEND_STICKER_AVATAR	6250	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_4	MISC_AVATARS	CAPTAINS_BADGE_STICKER_AVATAR,TOYS_TO_THE_RESCUE_STICKER_AVATAR,WITH_NO_BACKUP_STICKER_AVATAR,LIEUTENANTS_BADGE_STICKER_AVATAR,POWERED_BY_DONUTS_STICKER_AVATAR,SHARE_THE_LOVE_STICKER_AVATAR,GROUP_EFFORT_STICKER_AVATAR	2950	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_5	MISC_AVATARS	SO_MUCH_POWER_STICKER_AVATAR,GOOD_TIMES_STICKER_AVATAR,BEST_FRIENDS_FOREVER_STICKER_AVATAR,DISTRICT_DEFENDER_STICKER_AVATAR,KNOCK_OUT_STICKER_AVATAR,WHO_NEEDS_TANKS_STICKER_AVATAR,DANCES_WITH_MERCS_STICKER_AVATAR	4600	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_6	MISC_AVATARS	POWERLINE_STICKER_AVATAR,EVOLUTIONARY_SCIENCE_STICKER_AVATAR,SHOPPING_SPREE_STICKER_AVATAR,CONSTELLATION_OF_STARS_STICKER_AVATAR,DAMAGE_SCHMAMAGE_STICKER_AVATAR,THE_COLOR_OF_PURPLE_STICKER_AVATAR,DEFEATED_STICKER_AVATAR	4450	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_7	MISC_AVATARS	SKELETON_KEY_STICKER_AVATAR,OVERCAFFEINATED_STICKER_AVATAR,STAR_CATCHER_STICKER_AVATAR,GETTING_THE_JOB_DONE_STICKER_AVATAR,TANKS_FOR_NUTHIN_STICKER_AVATAR,SKILLMASTER_5000_STICKER_AVATAR,PURE_SORCERY_STICKER_AVATAR	2200	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_8	MISC_AVATARS	FIST_BUMP_STICKER_AVATAR,BULLET_TRAIN_STICKER_AVATAR,SHAPE_SHIFTER_STICKER_AVATAR,SPARRING_PARTNER_STICKER_AVATAR,COLOSSUS_SLAYER_STICKER_AVATAR,ONE_HUNDRED_PERCENT_FREE_STICKER_AVATAR,FRUITS_OF_THE_GUILD_STICKER_AVATAR	2800	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_9	MISC_AVATARS	DISK_BUILDER_STICKER_AVATAR,AWESOME_POWER_STICKER_AVATAR,THANKS_FOR_THE_MEMORIES_STICKER_AVATAR,LOYAL_GUILDIE_STICKER_AVATAR,HIRED_GUNS_STICKER_AVATAR,CALLING_FOR_BACKUP_STICKER_AVATAR,BADGE_OF_HONOR_STICKER_AVATAR	1750	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_10	MISC_AVATARS	PROMOTIONAL_MATERIALS_STICKER_AVATAR,TAKE_MY_MONEY_STICKER_AVATAR,STOCKING_UP_STICKER_AVATAR,OVERTIME_PAY_STICKER_AVATAR,TANKLESS_STICKER_AVATAR,OUT_OF_CONTROL_STICKER_AVATAR,TOTAL_CHAOS_STICKER_AVATAR	3100	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_11	MISC_AVATARS	LACK_OF_SUPPORT_STICKER_AVATAR,MAXIMUM_MERCS_STICKER_AVATAR,TRIALS_AND_TRIBULATIONS_STICKER_AVATAR,GIFT_FROM_A_FRIEND_STICKER_AVATAR,LONG_TERM_RELATIONSHIPS_STICKER_AVATAR,WARRIORS_WINNINGS_STICKER_AVATAR,GLADIATORS_SHARE_STICKER_AVATAR	1150	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_12	MISC_AVATARS	PICK_A_WINNER_STICKER_AVATAR,SEND_IN_THE_TROOPS_STICKER_AVATAR,SABOTAGE_STICKER_AVATAR,ULTIMATE_WARRIOR_STICKER_AVATAR,BRING_OUT_THE_BROOMS_STICKER_AVATAR,MASTER_DETECTIVE_STICKER_AVATAR,SO_NOT_CLUELESS_STICKER_AVATAR	3250	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_13	MISC_AVATARS	AMBUSH_STICKER_AVATAR,NOT_TODAY_THIEF_STICKER_AVATAR,ADVANCED_TRAINING_STICKER_AVATAR,HIGHER_LEVEL_STICKER_AVATAR,DOCKSIDE_DUEL_STICKER_AVATAR,SEASIDE_SHOWDOWN_STICKER_AVATAR,NO_CONTROL_NO_PROBLEM_STICKER_AVATAR	2500	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_14	MISC_AVATARS	SUPPORT_IS_FOR_THE_WEAK_STICKER_AVATAR,A_SHORT_INTERMISSION_STICKER_AVATAR,POWER_RUN_STICKER_AVATAR,SLOW_AND_STEADY_STICKER_AVATAR,GET_YOUR_HANDS_DIRTY_STICKER_AVATAR,POWERFUL_MEMORIES_STICKER_AVATAR,LOYAL_COMPANION_STICKER_AVATAR	2950	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_15	MISC_AVATARS	QUALITY_TIME_STICKER_AVATAR,JUST_THE_TWO_OF_US_STICKER_AVATAR,SLEEPOVER_STICKER_AVATAR,BAZAAR_BINGE_STICKER_AVATAR,MEGA_MEMORIES_STICKER_AVATAR,BREAKER_BREAKER_STICKER_AVATAR,ACTIVE_PARTICIPANT_STICKER_AVATAR	1750	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_16	MISC_AVATARS	ROBOT_DETECTIVE_STICKER_AVATAR,POWER_SURGE_STICKER_AVATAR,EXOTIC_TECHNOLOGY_STICKER_AVATAR,STAYIN_ALIVE_STICKER_AVATAR,MODDED_OUT_STICKER_AVATAR,BE_THE_BREAKER_STICKER_AVATAR,DEFENDER_OF_THE_GUILD_STICKER_AVATAR	3250	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_17	MISC_AVATARS	ROBOT_HUNTER_STICKER_AVATAR,ULTIMATE_POWER_STICKER_AVATAR,ALIEN_TECHNOLOGY_STICKER_AVATAR,REVIVAL_OF_THE_FITTEST_STICKER_AVATAR,FULLY_MODDED_STICKER_AVATAR,ZOOTOPIANS_ON_PATROL_STICKER_AVATAR,AVID_COLLECTOR_STICKER_AVATAR	5350	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_18	MISC_AVATARS	TAKE_IT_EASY_STICKER_AVATAR,BACK_IN_ACTION_STICKER_AVATAR,MERCENARY_ARMY_STICKER_AVATAR,CRIME_STOPPER_STICKER_AVATAR,WARD_WIPER_STICKER_AVATAR,QUITE_A_SHOCK_STICKER_AVATAR,BE_THE_BACKUP_STICKER_AVATAR	3250	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_19	MISC_AVATARS	MODDED_UP_STICKER_AVATAR,PORT_PATROL_STICKER_AVATAR,TRIAL_MASTER_STICKER_AVATAR,BEDAZZLED_STICKER_AVATAR,UNSTOPPABLE_JUSTICE_STICKER_AVATAR,GIVE_ME_A_BOOST_STICKER_AVATAR,CAREER_QUESTER_STICKER_AVATAR	2950	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_20	MISC_AVATARS	DISINFECTANT_STICKER_AVATAR,BIT_BLITZ_STICKER_AVATAR,YOURE_REHIRED_STICKER_AVATAR,TANK_IT_AWAY_STICKER_AVATAR,CALL_A_MEDIC_STICKER_AVATAR,INCREDIBLE_POWER_STICKER_AVATAR,TEAM_PLAYER_STICKER_AVATAR	2200	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_21	MISC_AVATARS	FEELING_ENERGIZED_STICKER_AVATAR,ONE_HAND_TIED_STICKER_AVATAR,FILL_THE_VAULT_STICKER_AVATAR,IN_A_JIFFY_STICKER_AVATAR,SOMEBODY_CALL_A_DOCTOR_STICKER_AVATAR,CRIT_CRAZY_STICKER_AVATAR,QUITE_THE_CHARMER_STICKER_AVATAR	1300	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_22	MISC_AVATARS	GUILD_GLAMOUR_STICKER_AVATAR,GOLDEN_GLOW_STICKER_AVATAR,DIAMOND_DELVE_STICKER_AVATAR,TOP_SCARER_STICKER_AVATAR,A_QUICK_STUDY_STICKER_AVATAR,CREEP_CRUSHER_STICKER_AVATAR,GET_WRECKED_STICKER_AVATAR	3100	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_23	MISC_AVATARS	IS_THIS_A_GAME_TO_YOU_STICKER_AVATAR,SUPER_CLEAN_STICKER_AVATAR,HERD_IMMUNITY_STICKER_AVATAR,DONT_TOY_WITH_US_STICKER_AVATAR,DOWNLOAD_COMPLETE_STICKER_AVATAR,HERO_FOR_HIRE_STICKER_AVATAR,MAYOR_FOR_A_DAY_STICKER_AVATAR	2200	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_24	MISC_AVATARS	HEXEPTIONAL_STICKER_AVATAR,NOT_SO_FAST_STICKER_AVATAR,TIME_TO_SHRED_STICKER_AVATAR,EVERYTHING_MUST_GO_STICKER_AVATAR,TIDYING_UP_STICKER_AVATAR,DONATION_STATION_STICKER_AVATAR,GOLDEN_GIVER_STICKER_AVATAR	1150	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_25	MISC_AVATARS	UNBEATABLE_STICKER_AVATAR,MASTER_PIECES_STICKER_AVATAR,CROSSING_BORDERS_STICKER_AVATAR,HELP_ME_UP_STICKER_AVATAR,RAIDING_PARTY_STICKER_AVATAR,FRIENDS_FOREVER_STICKER_AVATAR,TURTLE_UP_STICKER_AVATAR	2050	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_26	MISC_AVATARS	BAD_LUCK_STICKER_AVATAR,NOT_A_PEEP_STICKER_AVATAR,SIGHT_UNSEEN_STICKER_AVATAR,DAUNTLESS_STICKER_AVATAR,TEA_PARTY_STICKER_AVATAR,LINKED_UP_STICKER_AVATAR,STAR_STUDDED_STICKER_AVATAR	1300	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_27	MISC_AVATARS	FAST_TRACKED_STICKER_AVATAR,DESSERT_FIRST_STICKER_AVATAR,DEAD_CHEST_MAN_STICKER_AVATAR,FUSSY_FLORA_STICKER_AVATAR,HERO_S_DUTY_STICKER_AVATAR,LONG_HORNS_OF_THE_LAW_STICKER_AVATAR,BUCKET_OF_BOLTS_STICKER_AVATAR	1600	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_28	MISC_AVATARS	VANISHING_ACT_STICKER_AVATAR,SPARE_PARTS_STICKER_AVATAR,KILLING_WITH_KINDNESS_STICKER_AVATAR,CROSS_BONES_STICKER_AVATAR,SPIRIT_CLEANSE_STICKER_AVATAR,GLASS_CANNON_STICKER_AVATAR,FAILED_EXPERIMENTS_STICKER_AVATAR	1750	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_29	MISC_AVATARS	PACIFIER_STICKER_AVATAR,FREEZE_FRAME_STICKER_AVATAR,SLOW_YOUR_ROLL_STICKER_AVATAR,SLUGGISH_SLUGGERS_STICKER_AVATAR,SPRING_TRAINING_STICKER_AVATAR,PUMPED_UP_STICKER_AVATAR,COUCH_POTATO_STICKER_AVATAR	1750	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_30	MISC_AVATARS	FORCE_MULTIPLIER_STICKER_AVATAR,GET_REAL_STICKER_AVATAR,PURE_FANTASY_STICKER_AVATAR,HARD_SHELL_STICKER_AVATAR,TAKE_A_LOAD_OFF_STICKER_AVATAR,LOW_BATTERY_STICKER_AVATAR,MAGIC_WAND_STICKER_AVATAR	1750	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_31	MISC_AVATARS	ON_THE_LOOSE_STICKER_AVATAR,DOUBLE_TROUBLE_STICKER_AVATAR,CHILL_OUT_STICKER_AVATAR,TRUE_BLUE_STICKER_AVATAR,YOUVE_GOT_MAIL_STICKER_AVATAR,CRATE_CRACKER_STICKER_AVATAR,MAXIMUM_MOXIE_STICKER_AVATAR	1000	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_32	MISC_AVATARS	YELLOW_FELLOWS_STICKER_AVATAR,UNVALID_INVADERS_STICKER_AVATAR,NO_NO_INDIGO_STICKER_AVATAR,THE_BIGGER_THEY_ARE_STICKER_AVATAR,BIG_AND_BEEFY_STICKER_AVATAR,MAROONED_STICKER_AVATAR	1950	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_33	MISC_AVATARS	JOIN_THE_FIGHT_STICKER_AVATAR,BADGENSTEIN_STICKER_AVATAR,ALCHEMY_MACHINE_STICKER_AVATAR,EMOJI_BONANZA_STICKER_AVATAR,SUPER_SERUM_STICKER_AVATAR	1550	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_34	MISC_AVATARS	WARRIORS_ONLY_STICKER_AVATAR,LOSING_CONTROL_STICKER_AVATAR,DUCK_BLUR_STICKER_AVATAR,REWRITE_HISTORY_STICKER_AVATAR,SOLVE_A_MYSTERY_STICKER_AVATAR	1850	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_35	MISC_AVATARS	FREQUENT_SHOPPER_STICKER_AVATAR,FREE_CLIMBING_STICKER_AVATAR,WATCH_OUT_STICKER_AVATAR,ON_NOTICE_STICKER_AVATAR,CRIMSON_CRUSADERS_STICKER_AVATAR	1100	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_36	MISC_AVATARS	PRINCESS_POWER_STICKER_AVATAR,ROYAL_GUARD_STICKER_AVATAR,BATTLE_ROYALE_STICKER_AVATAR,WINDS_OF_CHANGE_STICKER_AVATAR,BEAT_DOWN_STICKER_AVATAR,HELPING_HAND_STICKER_AVATAR,IN_SECURITY_STICKER_AVATAR	1000	1 GOLD_CHEST_ROLL_X1
STICKER_AVATARS_37	MISC_AVATARS	GOON_B_GONE_STICKER_AVATAR,FIRECRACKERS_STICKER_AVATAR,FIREWORKS_STICKER_AVATAR,PATCH_NOTE_STICKER_AVATAR,INSERT_CREDIT_STICKER_AVATAR,HEROIC_HELPERS_STICKER_AVATAR,CROWNING_ACHIEVEMENT_STICKER_AVATAR	1150	1 GOLD_CHEST_ROLL_X1
BADGE_AVATARS_1	MISC_AVATARS	SUGAR_RUSH_GEAR_AVATAR,CLEVER_FOX_GEAR_AVATAR,BELLA_NOTTE_GEAR_AVATAR,DULL_SWORD_GEAR_AVATAR,SUNNY_SIDE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_2	MISC_AVATARS	ACE_OF_SPADES_GEAR_AVATAR,A_BIT_OF_PRESTIDIGITATION_GEAR_AVATAR,HEARTY_BREAKFAST_GEAR_AVATAR,BADGE_OF_FRIENDSHIP_GEAR_AVATAR,NUMBER_ONE_DIME_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_3	MISC_AVATARS	PAPER_AIRPLANE_GEAR_AVATAR,GRUB_GEAR_AVATAR,ANEMONEMONE_GEAR_AVATAR,PARTY_REX_GEAR_AVATAR,INCONSPICUOUS_APPLE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_4	MISC_AVATARS	BUNDLE_OF_FIREWORKS_GEAR_AVATAR,THINGAMABOB_GEAR_AVATAR,BLUEBIRD_OF_HAPPINESS_GEAR_AVATAR,CONTINENTAL_BREAKFAST_GEAR_AVATAR,CRAB_CAKE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_5	MISC_AVATARS	GOLDEN_FLOWER_GEAR_AVATAR,LOVELY_BUNCH_OF_COCONUTS_GEAR_AVATAR,MULTIPURPOSE_FRYING_PAN_GEAR_AVATAR,TOUGH_COOKIE_GEAR_AVATAR,BADGE_OF_STEALTH_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_6	MISC_AVATARS	MOON_ANCHOR_GEAR_AVATAR,PIRATES_COMPASS_GEAR_AVATAR,FISHING_POLE_GEAR_AVATAR,MEEKOS_BISCUITS_GEAR_AVATAR,SWORD_IN_A_STONE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_7	MISC_AVATARS	GLASS_SLIPPERS_GEAR_AVATAR,SUPER_DUPER_GLUE_GEAR_AVATAR,WIZARD_HAT_GEAR_AVATAR,COOKBOOK_GEAR_AVATAR,STRANGE_MUSHROOM_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_8	MISC_AVATARS	SAN_FRANCISCO_PIZZA_GEAR_AVATAR,JAR_OF_MARS_GEAR_AVATAR,GOLDEN_TEAPOT_GEAR_AVATAR,POPPIN_CARPET_BAG_GEAR_AVATAR,PRICKLY_PEAR_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_9	MISC_AVATARS	REINDEER_FUEL_GEAR_AVATAR,TREASURE_MAP_GEAR_AVATAR,FLYAWAY_UMBRELLA_GEAR_AVATAR,BADGE_OF_GIRTH_GEAR_AVATAR,HOMEOPATHIC_CURE_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_10	MISC_AVATARS	ANVIL_OF_MORALITY_GEAR_AVATAR,MYSTERIOUS_SEEDLING_GEAR_AVATAR,TINY_CAR_GEAR_AVATAR,EMBRITTLEMENT_PERFUME_GEAR_AVATAR,SNUGGLY_DUCKLING_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_11	MISC_AVATARS	PIRATE_HAT_GEAR_AVATAR,PIGGY_BANK_GEAR_AVATAR,GIGANTIC_PEACH_GEAR_AVATAR,IMAGINATION_SHIP_GEAR_AVATAR,PRINCESS_FINDER_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_12	MISC_AVATARS	WIG_A_LA_MODE_GEAR_AVATAR,EXTRACT_OF_LLAMA_GEAR_AVATAR,SPILT_MILK_GEAR_AVATAR,WICKED_BEATS_GEAR_AVATAR,MRS_NESBITTS_CHAPEAU_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_13	MISC_AVATARS	CONSPICUOUS_APPLE_GEAR_AVATAR,IMPRACTICAL_CUFFLINKS_GEAR_AVATAR,NOTRE_DINNER_BELL_GEAR_AVATAR,TIME_SINK_GEAR_AVATAR,PROUD_UNICORN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_14	MISC_AVATARS	REALLY_BAD_EGG_GEAR_AVATAR,POCKET_TREE_GEAR_AVATAR,INCOGNITO_MODE_GEAR_AVATAR,ROUSING_MUSICAL_NUMBER_GEAR_AVATAR,SAVE_TOKEN_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_15	MISC_AVATARS	BASKETBALL_JERSEY_GEAR_AVATAR,BADGE_OF_MOTIVATION_GEAR_AVATAR,CLEANING_SERVICE_GEAR_AVATAR,YZMAS_ANTI_AGING_CREAM_GEAR_AVATAR,DREAM_JAR_GEAR_AVATAR	500	1 BADGE_CHEST_1X
BADGE_AVATARS_16	MISC_AVATARS	CHIEFS_STONE_GEAR_AVATAR,YOU_CAN_FLY_GEAR_AVATAR,WILDERNESS_EXPLORER_GEAR_AVATAR,CHERRY_BOMB_GEAR_AVATAR,BOOS_ROOM_KEY_GEAR_AVATAR	500	1 BADGE_CHEST_1X
