	POINTS_REQ	HP_BONUS	ARMOR_BONUS	REALITY_BONUS	BASIC_ATTACK_BONUS	SKILL_POWER	IMPROVED_HEALING	ENERGY_GAIN	ATTACK_SPEED
382	950500	1.385	1.38	1.38	1.38	1.38	1.2	1.2	1.075
383	953000	1.385	1.385	1.38	1.38	1.38	1.2	1.2	1.075
384	955500	1.385	1.385	1.385	1.38	1.38	1.2	1.2	1.075
385	958000	1.385	1.385	1.385	1.385	1.38	1.2	1.2	1.075
386	960500	1.385	1.385	1.385	1.385	1.385	1.2	1.2	1.075
387	963000	1.39	1.385	1.385	1.385	1.385	1.2	1.2	1.075
388	965500	1.39	1.39	1.385	1.385	1.385	1.2	1.2	1.075
389	968000	1.39	1.39	1.39	1.385	1.385	1.2	1.2	1.075
390	970500	1.39	1.39	1.39	1.39	1.385	1.2	1.2	1.075
391	973000	1.39	1.39	1.39	1.39	1.39	1.2	1.2	1.075
392	975500	1.395	1.39	1.39	1.39	1.39	1.2	1.2	1.075
393	978000	1.395	1.395	1.39	1.39	1.39	1.2	1.2	1.075
394	980500	1.395	1.395	1.395	1.39	1.39	1.2	1.2	1.075
395	983000	1.395	1.395	1.395	1.395	1.39	1.2	1.2	1.075
396	985500	1.395	1.395	1.395	1.395	1.395	1.2	1.2	1.075
397	988000	1.4	1.395	1.395	1.395	1.395	1.2	1.2	1.075
398	990500	1.4	1.4	1.395	1.395	1.395	1.2	1.2	1.075
399	993000	1.4	1.4	1.4	1.395	1.395	1.2	1.2	1.075
400	995500	1.4	1.4	1.4	1.4	1.395	1.2	1.2	1.1
401	998000	1.4	1.4	1.4	1.4	1.4	1.2	1.2	1.1
402	1000500	1.405	1.4	1.4	1.4	1.4	1.2	1.2	1.1
403	1003000	1.405	1.405	1.4	1.4	1.4	1.2	1.2	1.1
404	1005500	1.405	1.405	1.405	1.4	1.4	1.2	1.2	1.1
405	1008000	1.405	1.405	1.405	1.405	1.4	1.2	1.2	1.1
406	1010500	1.405	1.405	1.405	1.405	1.405	1.2	1.2	1.1
407	1013000	1.41	1.405	1.405	1.405	1.405	1.2	1.2	1.1
408	1015500	1.41	1.41	1.405	1.405	1.405	1.2	1.2	1.1
409	1018000	1.41	1.41	1.41	1.405	1.405	1.2	1.2	1.1
410	1020500	1.41	1.41	1.41	1.41	1.405	1.2	1.2	1.1
411	1023000	1.41	1.41	1.41	1.41	1.41	1.2	1.2	1.1
412	1025500	1.415	1.41	1.41	1.41	1.41	1.2	1.2	1.1
413	1028000	1.415	1.415	1.41	1.41	1.41	1.2	1.2	1.1
414	1030500	1.415	1.415	1.415	1.41	1.41	1.2	1.2	1.1
415	1033000	1.415	1.415	1.415	1.415	1.41	1.2	1.2	1.1
416	1035500	1.415	1.415	1.415	1.415	1.415	1.2	1.2	1.1
417	1038000	1.42	1.415	1.415	1.415	1.415	1.2	1.2	1.1
418	1040500	1.42	1.42	1.415	1.415	1.415	1.2	1.2	1.1
419	1043000	1.42	1.42	1.42	1.415	1.415	1.2	1.2	1.1
420	1045500	1.42	1.42	1.42	1.42	1.415	1.225	1.2	1.1
421	1048000	1.42	1.42	1.42	1.42	1.42	1.225	1.2	1.1
422	1050500	1.425	1.42	1.42	1.42	1.42	1.225	1.2	1.1
423	1053000	1.425	1.425	1.42	1.42	1.42	1.225	1.2	1.1
424	1055500	1.425	1.425	1.425	1.42	1.42	1.225	1.2	1.1
425	1058000	1.425	1.425	1.425	1.425	1.42	1.225	1.2	1.1
426	1060500	1.425	1.425	1.425	1.425	1.425	1.225	1.2	1.1
427	1063000	1.43	1.425	1.425	1.425	1.425	1.225	1.2	1.1
428	1065500	1.43	1.43	1.425	1.425	1.425	1.225	1.2	1.1
429	1068000	1.43	1.43	1.43	1.425	1.425	1.225	1.2	1.1
430	1070500	1.43	1.43	1.43	1.43	1.425	1.225	1.2	1.1
431	1073000	1.43	1.43	1.43	1.43	1.43	1.225	1.2	1.1
432	1075500	1.435	1.43	1.43	1.43	1.43	1.225	1.2	1.1
433	1078000	1.435	1.435	1.43	1.43	1.43	1.225	1.2	1.1
434	1080500	1.435	1.435	1.435	1.43	1.43	1.225	1.2	1.1
435	1083000	1.435	1.435	1.435	1.435	1.43	1.225	1.2	1.1
436	1085500	1.435	1.435	1.435	1.435	1.435	1.225	1.2	1.1
437	1088000	1.44	1.435	1.435	1.435	1.435	1.225	1.2	1.1
438	1090500	1.44	1.44	1.435	1.435	1.435	1.225	1.2	1.1
439	1093000	1.44	1.44	1.44	1.435	1.435	1.225	1.2	1.1
440	1095500	1.44	1.44	1.44	1.44	1.435	1.225	1.225	1.1
441	1098000	1.44	1.44	1.44	1.44	1.44	1.225	1.225	1.1
442	1100500	1.445	1.44	1.44	1.44	1.44	1.225	1.225	1.1
443	1103000	1.445	1.445	1.44	1.44	1.44	1.225	1.225	1.1
444	1105500	1.445	1.445	1.445	1.44	1.44	1.225	1.225	1.1
445	1108000	1.445	1.445	1.445	1.445	1.44	1.225	1.225	1.1
446	1110500	1.445	1.445	1.445	1.445	1.445	1.225	1.225	1.1
447	1113000	1.45	1.445	1.445	1.445	1.445	1.225	1.225	1.1
448	1115500	1.45	1.45	1.445	1.445	1.445	1.225	1.225	1.1
449	1118000	1.45	1.45	1.45	1.445	1.445	1.225	1.225	1.1
450	1120500	1.45	1.45	1.45	1.45	1.445	1.225	1.225	1.1
451	1123000	1.45	1.45	1.45	1.45	1.45	1.225	1.225	1.1
452	1125500	1.455	1.45	1.45	1.45	1.45	1.225	1.225	1.1
453	1128000	1.455	1.455	1.45	1.45	1.45	1.225	1.225	1.1
454	1130500	1.455	1.455	1.455	1.45	1.45	1.225	1.225	1.1
455	1133000	1.455	1.455	1.455	1.455	1.45	1.225	1.225	1.1
456	1135500	1.455	1.455	1.455	1.455	1.455	1.225	1.225	1.1
457	1138000	1.46	1.455	1.455	1.455	1.455	1.225	1.225	1.1
458	1140500	1.46	1.46	1.455	1.455	1.455	1.225	1.225	1.1
459	1143000	1.46	1.46	1.46	1.455	1.455	1.225	1.225	1.1
460	1145500	1.46	1.46	1.46	1.46	1.455	1.25	1.225	1.1
461	1148000	1.46	1.46	1.46	1.46	1.46	1.25	1.225	1.1
462	1150500	1.465	1.46	1.46	1.46	1.46	1.25	1.225	1.1
463	1153000	1.465	1.465	1.46	1.46	1.46	1.25	1.225	1.1
464	1155500	1.465	1.465	1.465	1.46	1.46	1.25	1.225	1.1
465	1158000	1.465	1.465	1.465	1.465	1.46	1.25	1.225	1.1
466	1160500	1.465	1.465	1.465	1.465	1.465	1.25	1.225	1.1
467	1163000	1.47	1.465	1.465	1.465	1.465	1.25	1.225	1.1
468	1165500	1.47	1.47	1.465	1.465	1.465	1.25	1.225	1.1
469	1168000	1.47	1.47	1.47	1.465	1.465	1.25	1.225	1.1
470	1170500	1.47	1.47	1.47	1.47	1.465	1.25	1.225	1.1
471	1173000	1.47	1.47	1.47	1.47	1.47	1.25	1.225	1.1
472	1175500	1.475	1.47	1.47	1.47	1.47	1.25	1.225	1.1
473	1178000	1.475	1.475	1.47	1.47	1.47	1.25	1.225	1.1
474	1180500	1.475	1.475	1.475	1.47	1.47	1.25	1.225	1.1
475	1183000	1.475	1.475	1.475	1.475	1.47	1.25	1.225	1.1
476	1185500	1.475	1.475	1.475	1.475	1.475	1.25	1.225	1.1
477	1188000	1.48	1.475	1.475	1.475	1.475	1.25	1.225	1.1
478	1190500	1.48	1.48	1.475	1.475	1.475	1.25	1.225	1.1
479	1193000	1.48	1.48	1.48	1.475	1.475	1.25	1.225	1.1
480	1195500	1.48	1.48	1.48	1.48	1.475	1.25	1.25	1.1
481	1198000	1.48	1.48	1.48	1.48	1.48	1.25	1.25	1.1
482	1200500	1.485	1.48	1.48	1.48	1.48	1.25	1.25	1.1
483	1203000	1.485	1.485	1.48	1.48	1.48	1.25	1.25	1.1
484	1205500	1.485	1.485	1.485	1.48	1.48	1.25	1.25	1.1
485	1208000	1.485	1.485	1.485	1.485	1.48	1.25	1.25	1.1
486	1210500	1.485	1.485	1.485	1.485	1.485	1.25	1.25	1.1
487	1213000	1.49	1.485	1.485	1.485	1.485	1.25	1.25	1.1
488	1215500	1.49	1.49	1.485	1.485	1.485	1.25	1.25	1.1
489	1218000	1.49	1.49	1.49	1.485	1.485	1.25	1.25	1.1
490	1220500	1.49	1.49	1.49	1.49	1.485	1.25	1.25	1.1
491	1223000	1.49	1.49	1.49	1.49	1.49	1.25	1.25	1.1
492	1225500	1.495	1.49	1.49	1.49	1.49	1.25	1.25	1.1
493	1228000	1.495	1.495	1.49	1.49	1.49	1.25	1.25	1.1
494	1230500	1.495	1.495	1.495	1.49	1.49	1.25	1.25	1.1
495	1233000	1.495	1.495	1.495	1.495	1.49	1.25	1.25	1.1
496	1235500	1.495	1.495	1.495	1.495	1.495	1.25	1.25	1.1
497	1238000	1.5	1.495	1.495	1.495	1.495	1.25	1.25	1.1
498	1240500	1.5	1.5	1.495	1.495	1.495	1.25	1.25	1.1
499	1243000	1.5	1.5	1.5	1.495	1.495	1.25	1.25	1.1
500	1245500	1.5	1.5	1.5	1.5	1.495	1.25	1.25	1.125
501	1248000	1.5	1.5	1.5	1.5	1.5	1.25	1.25	1.125
502	1250500	1.505	1.5	1.5	1.5	1.5	1.25	1.25	1.125
503	1253000	1.505	1.505	1.5	1.5	1.5	1.25	1.25	1.125
504	1255500	1.505	1.505	1.505	1.5	1.5	1.25	1.25	1.125
505	1258000	1.505	1.505	1.505	1.505	1.5	1.25	1.25	1.125
506	1260500	1.505	1.505	1.505	1.505	1.505	1.25	1.25	1.125
507	1263000	1.51	1.505	1.505	1.505	1.505	1.25	1.25	1.125
508	1265500	1.51	1.51	1.505	1.505	1.505	1.25	1.25	1.125
509	1268000	1.51	1.51	1.51	1.505	1.505	1.25	1.25	1.125
510	1270500	1.51	1.51	1.51	1.51	1.505	1.25	1.25	1.125
511	1273000	1.51	1.51	1.51	1.51	1.51	1.25	1.25	1.125
512	1275500	1.515	1.51	1.51	1.51	1.51	1.25	1.25	1.125
513	1278000	1.515	1.515	1.51	1.51	1.51	1.25	1.25	1.125
514	1280500	1.515	1.515	1.515	1.51	1.51	1.25	1.25	1.125
515	1283000	1.515	1.515	1.515	1.515	1.51	1.25	1.25	1.125
516	1285500	1.515	1.515	1.515	1.515	1.515	1.25	1.25	1.125
517	1288000	1.52	1.515	1.515	1.515	1.515	1.25	1.25	1.125
518	1290500	1.52	1.52	1.515	1.515	1.515	1.25	1.25	1.125
519	1293000	1.52	1.52	1.52	1.515	1.515	1.25	1.25	1.125
520	1295500	1.52	1.52	1.52	1.52	1.515	1.275	1.25	1.125
521	1298000	1.52	1.52	1.52	1.52	1.52	1.275	1.25	1.125
522	1300500	1.525	1.52	1.52	1.52	1.52	1.275	1.25	1.125
523	1303000	1.525	1.525	1.52	1.52	1.52	1.275	1.25	1.125
524	1305500	1.525	1.525	1.525	1.52	1.52	1.275	1.25	1.125
525	1308000	1.525	1.525	1.525	1.525	1.52	1.275	1.25	1.125
526	1310500	1.525	1.525	1.525	1.525	1.525	1.275	1.25	1.125
527	1313000	1.53	1.525	1.525	1.525	1.525	1.275	1.25	1.125
528	1315500	1.53	1.53	1.525	1.525	1.525	1.275	1.25	1.125
529	1318000	1.53	1.53	1.53	1.525	1.525	1.275	1.25	1.125
530	1320500	1.53	1.53	1.53	1.53	1.525	1.275	1.25	1.125
531	1323000	1.53	1.53	1.53	1.53	1.53	1.275	1.25	1.125
532	1325500	1.535	1.53	1.53	1.53	1.53	1.275	1.25	1.125
533	1328000	1.535	1.535	1.53	1.53	1.53	1.275	1.25	1.125
534	1330500	1.535	1.535	1.535	1.53	1.53	1.275	1.25	1.125
535	1333000	1.535	1.535	1.535	1.535	1.53	1.275	1.25	1.125
536	1335500	1.535	1.535	1.535	1.535	1.535	1.275	1.25	1.125
537	1338000	1.54	1.535	1.535	1.535	1.535	1.275	1.25	1.125
538	1340500	1.54	1.54	1.535	1.535	1.535	1.275	1.25	1.125
539	1343000	1.54	1.54	1.54	1.535	1.535	1.275	1.25	1.125
540	1345500	1.54	1.54	1.54	1.54	1.535	1.275	1.275	1.125
541	1348000	1.54	1.54	1.54	1.54	1.54	1.275	1.275	1.125
542	1350500	1.545	1.54	1.54	1.54	1.54	1.275	1.275	1.125
543	1353000	1.545	1.545	1.54	1.54	1.54	1.275	1.275	1.125
544	1355500	1.545	1.545	1.545	1.54	1.54	1.275	1.275	1.125
545	1358000	1.545	1.545	1.545	1.545	1.54	1.275	1.275	1.125
546	1360500	1.545	1.545	1.545	1.545	1.545	1.275	1.275	1.125
547	1363000	1.55	1.545	1.545	1.545	1.545	1.275	1.275	1.125
548	1365500	1.55	1.55	1.545	1.545	1.545	1.275	1.275	1.125
549	1368000	1.55	1.55	1.55	1.545	1.545	1.275	1.275	1.125
550	1370500	1.55	1.55	1.55	1.55	1.545	1.275	1.275	1.125
551	1373000	1.55	1.55	1.55	1.55	1.55	1.275	1.275	1.125
552	1375500	1.555	1.55	1.55	1.55	1.55	1.275	1.275	1.125
553	1378000	1.555	1.555	1.55	1.55	1.55	1.275	1.275	1.125
554	1380500	1.555	1.555	1.555	1.55	1.55	1.275	1.275	1.125
555	1383000	1.555	1.555	1.555	1.555	1.55	1.275	1.275	1.125
556	1385500	1.555	1.555	1.555	1.555	1.555	1.275	1.275	1.125
557	1388000	1.56	1.555	1.555	1.555	1.555	1.275	1.275	1.125
558	1390500	1.56	1.56	1.555	1.555	1.555	1.275	1.275	1.125
559	1393000	1.56	1.56	1.56	1.555	1.555	1.275	1.275	1.125
560	1395500	1.56	1.56	1.56	1.56	1.555	1.3	1.275	1.125
561	1398000	1.56	1.56	1.56	1.56	1.56	1.3	1.275	1.125
562	1400500	1.565	1.56	1.56	1.56	1.56	1.3	1.275	1.125
563	1403000	1.565	1.565	1.56	1.56	1.56	1.3	1.275	1.125
564	1405500	1.565	1.565	1.565	1.56	1.56	1.3	1.275	1.125
565	1408000	1.565	1.565	1.565	1.565	1.56	1.3	1.275	1.125
566	1410500	1.565	1.565	1.565	1.565	1.565	1.3	1.275	1.125
567	1413000	1.57	1.565	1.565	1.565	1.565	1.3	1.275	1.125
568	1415500	1.57	1.57	1.565	1.565	1.565	1.3	1.275	1.125
569	1418000	1.57	1.57	1.57	1.565	1.565	1.3	1.275	1.125
570	1420500	1.57	1.57	1.57	1.57	1.565	1.3	1.275	1.125
571	1423000	1.57	1.57	1.57	1.57	1.57	1.3	1.275	1.125
572	1425500	1.575	1.57	1.57	1.57	1.57	1.3	1.275	1.125
573	1428000	1.575	1.575	1.57	1.57	1.57	1.3	1.275	1.125
574	1430500	1.575	1.575	1.575	1.57	1.57	1.3	1.275	1.125
575	1433000	1.575	1.575	1.575	1.575	1.57	1.3	1.275	1.125
576	1435500	1.575	1.575	1.575	1.575	1.575	1.3	1.275	1.125
577	1438000	1.58	1.575	1.575	1.575	1.575	1.3	1.275	1.125
578	1440500	1.58	1.58	1.575	1.575	1.575	1.3	1.275	1.125
579	1443000	1.58	1.58	1.58	1.575	1.575	1.3	1.275	1.125
580	1445500	1.58	1.58	1.58	1.58	1.575	1.3	1.3	1.125
581	1448000	1.58	1.58	1.58	1.58	1.58	1.3	1.3	1.125
582	1450500	1.585	1.58	1.58	1.58	1.58	1.3	1.3	1.125
583	1453000	1.585	1.585	1.58	1.58	1.58	1.3	1.3	1.125
584	1455500	1.585	1.585	1.585	1.58	1.58	1.3	1.3	1.125
585	1458000	1.585	1.585	1.585	1.585	1.58	1.3	1.3	1.125
586	1460500	1.585	1.585	1.585	1.585	1.585	1.3	1.3	1.125
587	1463000	1.59	1.585	1.585	1.585	1.585	1.3	1.3	1.125
588	1465500	1.59	1.59	1.585	1.585	1.585	1.3	1.3	1.125
589	1468000	1.59	1.59	1.59	1.585	1.585	1.3	1.3	1.125
590	1470500	1.59	1.59	1.59	1.59	1.585	1.3	1.3	1.125
591	1473000	1.59	1.59	1.59	1.59	1.59	1.3	1.3	1.125
592	1475500	1.595	1.59	1.59	1.59	1.59	1.3	1.3	1.125
593	1478000	1.595	1.595	1.59	1.59	1.59	1.3	1.3	1.125
594	1480500	1.595	1.595	1.595	1.59	1.59	1.3	1.3	1.125
595	1483000	1.595	1.595	1.595	1.595	1.59	1.3	1.3	1.125
596	1485500	1.595	1.595	1.595	1.595	1.595	1.3	1.3	1.125
597	1488000	1.6	1.595	1.595	1.595	1.595	1.3	1.3	1.125
598	1490500	1.6	1.6	1.595	1.595	1.595	1.3	1.3	1.125
599	1493000	1.6	1.6	1.6	1.595	1.595	1.3	1.3	1.125
600	1495500	1.6	1.6	1.6	1.6	1.595	1.3	1.3	1.15
601	1498000	1.6	1.6	1.6	1.6	1.6	1.3	1.3	1.15
602	1500500	1.605	1.6	1.6	1.6	1.6	1.3	1.3	1.15
603	1503000	1.605	1.605	1.6	1.6	1.6	1.3	1.3	1.15
604	1505500	1.605	1.605	1.605	1.6	1.6	1.3	1.3	1.15
605	1508000	1.605	1.605	1.605	1.605	1.6	1.3	1.3	1.15
606	1510500	1.605	1.605	1.605	1.605	1.605	1.3	1.3	1.15
607	1513000	1.61	1.605	1.605	1.605	1.605	1.3	1.3	1.15
608	1515500	1.61	1.61	1.605	1.605	1.605	1.3	1.3	1.15
609	1518000	1.61	1.61	1.61	1.605	1.605	1.3	1.3	1.15
610	1520500	1.61	1.61	1.61	1.61	1.605	1.3	1.3	1.15
611	1523000	1.61	1.61	1.61	1.61	1.61	1.3	1.3	1.15
612	1525500	1.615	1.61	1.61	1.61	1.61	1.3	1.3	1.15
613	1528000	1.615	1.615	1.61	1.61	1.61	1.3	1.3	1.15
614	1530500	1.615	1.615	1.615	1.61	1.61	1.3	1.3	1.15
615	1533000	1.615	1.615	1.615	1.615	1.61	1.3	1.3	1.15
616	1535500	1.615	1.615	1.615	1.615	1.615	1.3	1.3	1.15
617	1538000	1.62	1.615	1.615	1.615	1.615	1.3	1.3	1.15
618	1540500	1.62	1.62	1.615	1.615	1.615	1.3	1.3	1.15
619	1543000	1.62	1.62	1.62	1.615	1.615	1.3	1.3	1.15
620	1545500	1.62	1.62	1.62	1.62	1.615	1.3	1.3	1.15
621	1548000	1.62	1.62	1.62	1.62	1.62	1.3	1.3	1.15
622	1550500	1.625	1.62	1.62	1.62	1.62	1.3	1.3	1.15
623	1553000	1.625	1.625	1.62	1.62	1.62	1.3	1.3	1.15
624	1555500	1.625	1.625	1.625	1.62	1.62	1.3	1.3	1.15
625	1558000	1.625	1.625	1.625	1.625	1.62	1.3	1.3	1.15
626	1560500	1.625	1.625	1.625	1.625	1.625	1.3	1.3	1.15
627	1563000	1.63	1.625	1.625	1.625	1.625	1.3	1.3	1.15
628	1565500	1.63	1.63	1.625	1.625	1.625	1.3	1.3	1.15
629	1568000	1.63	1.63	1.63	1.625	1.625	1.3	1.3	1.15
630	1570500	1.63	1.63	1.63	1.63	1.625	1.3	1.3	1.15
631	1573000	1.63	1.63	1.63	1.63	1.63	1.3	1.3	1.15
632	1575500	1.635	1.63	1.63	1.63	1.63	1.3	1.3	1.15
633	1578000	1.635	1.635	1.63	1.63	1.63	1.3	1.3	1.15
634	1580500	1.635	1.635	1.635	1.63	1.63	1.3	1.3	1.15
635	1583000	1.635	1.635	1.635	1.635	1.63	1.3	1.3	1.15
636	1585500	1.635	1.635	1.635	1.635	1.635	1.3	1.3	1.15
637	1588000	1.64	1.635	1.635	1.635	1.635	1.3	1.3	1.15
638	1590500	1.64	1.64	1.635	1.635	1.635	1.3	1.3	1.15
639	1593000	1.64	1.64	1.64	1.635	1.635	1.3	1.3	1.15
640	1595500	1.64	1.64	1.64	1.64	1.635	1.3	1.3	1.15
641	1598000	1.64	1.64	1.64	1.64	1.64	1.3	1.3	1.15
642	1600500	1.645	1.64	1.64	1.64	1.64	1.3	1.3	1.15
643	1603000	1.645	1.645	1.64	1.64	1.64	1.3	1.3	1.15
644	1605500	1.645	1.645	1.645	1.64	1.64	1.3	1.3	1.15
645	1608000	1.645	1.645	1.645	1.645	1.64	1.3	1.3	1.15
646	1610500	1.645	1.645	1.645	1.645	1.645	1.3	1.3	1.15
647	1613000	1.65	1.645	1.645	1.645	1.645	1.3	1.3	1.15
648	1615500	1.65	1.65	1.645	1.645	1.645	1.3	1.3	1.15
649	1618000	1.65	1.65	1.65	1.645	1.645	1.3	1.3	1.15
650	1620500	1.65	1.65	1.65	1.65	1.645	1.3	1.3	1.15
651	1623000	1.65	1.65	1.65	1.65	1.65	1.3	1.3	1.15
652	1625500	1.655	1.65	1.65	1.65	1.65	1.3	1.3	1.15
653	1628000	1.655	1.655	1.65	1.65	1.65	1.3	1.3	1.15
654	1630500	1.655	1.655	1.655	1.65	1.65	1.3	1.3	1.15
655	1633000	1.655	1.655	1.655	1.655	1.65	1.3	1.3	1.15
656	1635500	1.655	1.655	1.655	1.655	1.655	1.3	1.3	1.15
657	1638000	1.66	1.655	1.655	1.655	1.655	1.3	1.3	1.15
658	1640500	1.66	1.66	1.655	1.655	1.655	1.3	1.3	1.15
659	1643000	1.66	1.66	1.66	1.655	1.655	1.3	1.3	1.15
660	1645500	1.66	1.66	1.66	1.66	1.655	1.3	1.3	1.15
661	1648000	1.66	1.66	1.66	1.66	1.66	1.3	1.3	1.15
662	1650500	1.665	1.66	1.66	1.66	1.66	1.3	1.3	1.15
663	1653000	1.665	1.665	1.66	1.66	1.66	1.3	1.3	1.15
664	1655500	1.665	1.665	1.665	1.66	1.66	1.3	1.3	1.15
665	1658000	1.665	1.665	1.665	1.665	1.66	1.3	1.3	1.15
666	1660500	1.665	1.665	1.665	1.665	1.665	1.3	1.3	1.15
667	1663000	1.67	1.665	1.665	1.665	1.665	1.3	1.3	1.15
668	1665500	1.67	1.67	1.665	1.665	1.665	1.3	1.3	1.15
669	1668000	1.67	1.67	1.67	1.665	1.665	1.3	1.3	1.15
670	1670500	1.67	1.67	1.67	1.67	1.665	1.3	1.3	1.15
671	1673000	1.67	1.67	1.67	1.67	1.67	1.3	1.3	1.15
672	1675500	1.675	1.67	1.67	1.67	1.67	1.3	1.3	1.15
673	1678000	1.675	1.675	1.67	1.67	1.67	1.3	1.3	1.15
674	1680500	1.675	1.675	1.675	1.67	1.67	1.3	1.3	1.15
675	1683000	1.675	1.675	1.675	1.675	1.67	1.3	1.3	1.15
676	1685500	1.675	1.675	1.675	1.675	1.675	1.3	1.3	1.15
677	1688000	1.68	1.675	1.675	1.675	1.675	1.3	1.3	1.15
678	1690500	1.68	1.68	1.675	1.675	1.675	1.3	1.3	1.15
679	1693000	1.68	1.68	1.68	1.675	1.675	1.3	1.3	1.15
680	1695500	1.68	1.68	1.68	1.68	1.675	1.3	1.3	1.15
681	1698000	1.68	1.68	1.68	1.68	1.68	1.3	1.3	1.15
682	1700500	1.685	1.68	1.68	1.68	1.68	1.3	1.3	1.15
683	1703000	1.685	1.685	1.68	1.68	1.68	1.3	1.3	1.15
684	1705500	1.685	1.685	1.685	1.68	1.68	1.3	1.3	1.15
685	1708000	1.685	1.685	1.685	1.685	1.68	1.3	1.3	1.15
686	1710500	1.685	1.685	1.685	1.685	1.685	1.3	1.3	1.15
687	1713000	1.69	1.685	1.685	1.685	1.685	1.3	1.3	1.15
688	1715500	1.69	1.69	1.685	1.685	1.685	1.3	1.3	1.15
689	1718000	1.69	1.69	1.69	1.685	1.685	1.3	1.3	1.15
690	1720500	1.69	1.69	1.69	1.69	1.685	1.3	1.3	1.15
691	1723000	1.69	1.69	1.69	1.69	1.69	1.3	1.3	1.15
692	1725500	1.695	1.69	1.69	1.69	1.69	1.3	1.3	1.15
693	1728000	1.695	1.695	1.69	1.69	1.69	1.3	1.3	1.15
694	1730500	1.695	1.695	1.695	1.69	1.69	1.3	1.3	1.15
695	1733000	1.695	1.695	1.695	1.695	1.69	1.3	1.3	1.15
696	1735500	1.695	1.695	1.695	1.695	1.695	1.3	1.3	1.15
697	1738000	1.7	1.695	1.695	1.695	1.695	1.3	1.3	1.15
698	1740500	1.7	1.7	1.695	1.695	1.695	1.3	1.3	1.15
699	1743000	1.7	1.7	1.7	1.695	1.695	1.3	1.3	1.15
700	1745500	1.7	1.7	1.7	1.7	1.695	1.3	1.3	1.15
701	1748000	1.7	1.7	1.7	1.7	1.7	1.3	1.3	1.15
702	1750500	1.705	1.7	1.7	1.7	1.7	1.3	1.3	1.15
703	1753000	1.705	1.705	1.7	1.7	1.7	1.3	1.3	1.15
704	1755500	1.705	1.705	1.705	1.7	1.7	1.3	1.3	1.15
705	1758000	1.705	1.705	1.705	1.705	1.7	1.3	1.3	1.15
706	1760500	1.705	1.705	1.705	1.705	1.705	1.3	1.3	1.15
707	1763000	1.71	1.705	1.705	1.705	1.705	1.3	1.3	1.15
708	1765500	1.71	1.71	1.705	1.705	1.705	1.3	1.3	1.15
709	1768000	1.71	1.71	1.71	1.705	1.705	1.3	1.3	1.15
710	1770500	1.71	1.71	1.71	1.71	1.705	1.3	1.3	1.15
711	1773000	1.71	1.71	1.71	1.71	1.71	1.3	1.3	1.15
712	1775500	1.715	1.71	1.71	1.71	1.71	1.3	1.3	1.15
713	1778000	1.715	1.715	1.71	1.71	1.71	1.3	1.3	1.15
714	1780500	1.715	1.715	1.715	1.71	1.71	1.3	1.3	1.15
715	1783000	1.715	1.715	1.715	1.715	1.71	1.3	1.3	1.15
716	1785500	1.715	1.715	1.715	1.715	1.715	1.3	1.3	1.15
717	1788000	1.72	1.715	1.715	1.715	1.715	1.3	1.3	1.15
718	1790500	1.72	1.72	1.715	1.715	1.715	1.3	1.3	1.15
719	1793000	1.72	1.72	1.72	1.715	1.715	1.3	1.3	1.15
720	1795500	1.72	1.72	1.72	1.72	1.715	1.3	1.3	1.15
721	1798000	1.72	1.72	1.72	1.72	1.72	1.3	1.3	1.15
722	1800500	1.725	1.72	1.72	1.72	1.72	1.3	1.3	1.15
723	1803000	1.725	1.725	1.72	1.72	1.72	1.3	1.3	1.15
724	1805500	1.725	1.725	1.725	1.72	1.72	1.3	1.3	1.15
725	1808000	1.725	1.725	1.725	1.725	1.72	1.3	1.3	1.15
726	1810500	1.725	1.725	1.725	1.725	1.725	1.3	1.3	1.15
727	1813000	1.73	1.725	1.725	1.725	1.725	1.3	1.3	1.15
728	1815500	1.73	1.73	1.725	1.725	1.725	1.3	1.3	1.15
729	1818000	1.73	1.73	1.73	1.725	1.725	1.3	1.3	1.15
730	1820500	1.73	1.73	1.73	1.73	1.725	1.3	1.3	1.15
731	1823000	1.73	1.73	1.73	1.73	1.73	1.3	1.3	1.15
732	1825500	1.735	1.73	1.73	1.73	1.73	1.3	1.3	1.15
733	1828000	1.735	1.735	1.73	1.73	1.73	1.3	1.3	1.15
734	1830500	1.735	1.735	1.735	1.73	1.73	1.3	1.3	1.15
735	1833000	1.735	1.735	1.735	1.735	1.73	1.3	1.3	1.15
736	1835500	1.735	1.735	1.735	1.735	1.735	1.3	1.3	1.15
737	1838000	1.74	1.735	1.735	1.735	1.735	1.3	1.3	1.15
738	1840500	1.74	1.74	1.735	1.735	1.735	1.3	1.3	1.15
739	1843000	1.74	1.74	1.74	1.735	1.735	1.3	1.3	1.15
740	1845500	1.74	1.74	1.74	1.74	1.735	1.3	1.3	1.15
741	1848000	1.74	1.74	1.74	1.74	1.74	1.3	1.3	1.15
742	1850500	1.745	1.74	1.74	1.74	1.74	1.3	1.3	1.15
743	1853000	1.745	1.745	1.74	1.74	1.74	1.3	1.3	1.15
744	1855500	1.745	1.745	1.745	1.74	1.74	1.3	1.3	1.15
745	1858000	1.745	1.745	1.745	1.745	1.74	1.3	1.3	1.15
746	1860500	1.745	1.745	1.745	1.745	1.745	1.3	1.3	1.15
747	1863000	1.75	1.745	1.745	1.745	1.745	1.3	1.3	1.15
