	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
70	384	6	EMERALD	2460	PORT_10	MEILIN_LEE:TANKY,PRINCESS_AURORA:REALITY_DECREASE,JESSIE:DODGE,BOWLER_HAT_GUY:DAMAGE	CHEF_SKINNER:TANK,DUKE_CABOOM:HEAL,KEVIN_FLYNN:SHIELD,BUZZ:ATTACK_SPEED,BELLE:SAP	[boss]SHANK:ENERGY,PHOEBUS:TANKY,EVE:TWO,EMPEROR_ZURG:TANK_COUNTER,KING_TRITON:WHIRLPOOL,MOANA:SHIELD
71	389	6	EMERALD_1	2495	PORT_11	PHOEBUS:SHIELDS,RANDALL_BOGGS:TRUE_DMG,SARAH_SANDERSON:DAMAGE,KAA:CHARM	MEILIN_LEE:TANKY,SHANK:ARMOR,BELLE:SPEED,FINNICK:VAN,DONALD_DUCK:TRUE	[boss]PHOEBUS:SHIELDS,ALADDIN:REGEN,SHEGO:FANTASTIC,MEGARA:INVINCIBLE,KRISTOFF_AND_SVEN:MOST_WANTED,CHESHIRE_CAT:INVISIBLE
72	394	6	EMERALD_2	2530	PORT_12	SULLEY:STUN_COUNTER,EVE:TWO,SHEGO:ENERGIZED,CINDERELLA:BLIND	QUASIMODO:SHATTER,RANDALL_BOGGS:TRUE_DMG,VANELLOPE:BACKLINE,BOLT:BASIC_ATTACK,LUCA_AND_ALBERTO:SPEED	[boss]DANTE:DETERMINED,KING_LOUIE:BANANA,KIDA:SKILL1_BUFF,WASABI:SKILL1,THE_HORNED_KING:SCARE,JACK_SPARROW:NORMAL_DAMAGE
73	399	6	EMERALD_3	2565	PORT_13	DANTE:TANK,STITCH:SLOW,ELSA:SHIELD,KRONK:FROZEN	GOLIATH:KNOCKBACK,OOGIE_BOOGIE:POWER,MEGAVOLT:CONTROL_COUNTER,HIRO:SUMMON,SISU:SKILL3_DODGE	[boss]PACHA:SUPPORT,HOPPER:STUN,DUKE_CABOOM:CONTROL,JUDY_HOPPS:REVIVE,RAFIKI:HEAL,CHIP_AND_DALE:SKILL3
74	404	6	EMERALD_4	2600	PORT_14	RALPH:HEALING,WINNIE_THE_POOH:HEALING,BOLT:SKILL3,KRISTOFF_AND_SVEN:MOST_WANTED	MR_INCREDIBLE:WEAK_ALLIES,JOHN_SILVER:TANK,BOLT:BASIC_ATTACK,TWENTY_TWO:SLOW,HUEY_DEWEY_LOUIE:BEAR_TRAP	[boss]PRINCE_PHILLIP:SUPPORT,QUASIMODO:SHATTER,CHIEF_BOGO:CHARGE,DAISY_DUCK:ANTI_CHARM,POCAHONTAS:KNOCKBACK,JESSIE:DODGE
75	409	6	EMERALD_5	2635	PORT_15	RALPH:HEALING,BOLT:BASIC_ATTACK,WOODY:FAST_ENERGY,MR_BIG_AND_KOSLOV:SCARED_FROZEN	PHOEBUS:TANKY,BOLT:BASIC_ATTACK,NICK_WILDE:CHARM,ALADDIN:SPEED,MAYOR_BELLWETHER:CONTROL	[boss]BO_PEEP:HEAL,DUCKY_AND_BUNNY:ALLY_ROLE,RAYA:BD_GAIN,MADAM_MIM:DAMAGE,WOODY:FAST_ENERGY,ZEUS:TENACITY_REDUC
76	414	6	EMERALD_6	2670	PORT_1	MAXIMUS:BUFF_REMOVAL,RALPH:HEALING,JESSIE:JUMP_EARLY,VINNY_SANTORINI:BLIND	RALPH:LONGER_STUNS,FELIX:FREEZE,THE_UNDERMINER:BD,PETER_PAN:SKILL1,MAGICA_DE_SPELL:INVISIBLE	[boss]PACHA:SUPPORT,ELSA:SHIELD,DUCKY_AND_BUNNY:ALLY_ROLE,KIM_POSSIBLE:SCARE,JIM_HAWKINS:ENERGIZED,JESSIE:DODGE
77	419	6	EMERALD_7	2705	PORT_2	SULLEY:TEAM_HEAL,BUNSEN_AND_BEAKER:SPEED,DUFF_KILLIGAN:TANKY,ANNA:TANK	JAKE_LONG:HEAL,MEGAVOLT:CONTROL_COUNTER,STITCH:SLOW,WALL_E:DISABLES,ALICE:SHIELD	[boss]MAUI:HP,CHEF_SKINNER:TANK,MANTICORE:DOT,BUZZ:ATTACK_SPEED,THE_MAYOR:SCARE,DAISY_DUCK:SCARE
78	424	6	EMERALD_8	2740	PORT_3	QUEEN_OF_HEARTS:STUN,MEGAVOLT:TANK_COUNTER,JACK_SPARROW:NORMAL_DAMAGE,SHEGO:FANTASTIC	RALPH:LONGER_STUNS,CLAWHAUSER:DPS,JACK_SKELLINGTON:DOT,MONKEY_FIST:SUPPORT,QUORRA:CRIT	[boss]LITTLE_JOHN:EXTRA_SHIELD,DAISY_DUCK:SCARE,ROSE:COMBO,BUNSEN_AND_BEAKER:SPEED,DAVY_JONES:CURSE,MEGAVOLT:TANK_COUNTER
79	429	6	EMERALD_9	2775	PORT_4	RALPH:HEALING,ROBIN_HOOD:CONTROL,RANDALL_BOGGS:DODGE,DR_FACILIER:SKILL3_BUFF	JAKE_LONG:HEAL,MONKEY_FIST:SUPPORT,KIDA:SKILL1_BUFF,BUZZ:ATTACK_SPEED,FLIK:SHIELD	[boss]DANTE:DETERMINED,SWEETUMS:FATIGUE,DAISY_DUCK:SCARE,DUKE_CABOOM:HEAL,MIGUEL:HEAL,QUORRA:SHIELD
80	434	6	EMERALD_10	2810	PORT_5	MEILIN_LEE:SHIELDS,HOPPER:KNOCKBACK,RON_STOPPABLE:HEAL,DR_DRAKKEN:REFLECT	QUEEN_OF_HEARTS:SPEED,HADES:TANK,VANELLOPE:SLOW,GO_GO:ENERGY,QUORRA:CRIT	[boss]MAUI:HP,ROBIN_HOOD:STEAL,EVIL_QUEEN:STUN,QUORRA:SHIELD,WINIFRED_SANDERSON:SP,KAA:CHARM
81	439	6	EMERALD_11	2845	PORT_6	HERCULES:TANK,ZEUS:TENACITY_REDUC,MISS_PIGGY:DISABLE,MEGAVOLT:CONTROL_COUNTER	OOGIE_BOOGIE:POWER,HERCULES:TANK,ELASTIGIRL:BACKLINE,POWERLINE:BLIND,MARY_SANDERSON:HEX	[boss]FELIX:FREEZE,SHAN_YU:SHIELD,MANTICORE:DOT,SIMBA_AND_NALA:ARMOR,LI_SHANG:SILENCE,BUZZ:ATTACK_SPEED
82	444	6	EMERALD_12	2880	PORT_7	DANTE:TANK,AGENT_P:STUN,ESMERALDA:DJALI,YZMA:CURSE	BARLEY_LIGHTFOOT:SKILL1,OOGIE_BOOGIE:SCARE,QUORRA:SHIELD,IAN_LIGHTFOOT:REFLECT,ANNA:TANK	[boss]CHEF_SKINNER:TANK,SWEETUMS:HP,MISS_PIGGY:DISABLE,ROSE:SKILL1_BUFF,POWERLINE:BLIND,VANELLOPE:BACKLINE
83	449	6	EMERALD_13	2915	PORT_8	MEILIN_LEE:SHIELDS,PLEAKLEY:DOT,LUCA_AND_ALBERTO:SHIELDS,CINDERELLA:SHIELDS	DANTE:TANK,HOPPER:KNOCKBACK,JACK_SKELLINGTON:DUCK,MOTHER_GOTHEL:SCARE,HONEY_LEMON:SLOW	[boss]JAKE_LONG:TANK,GOOFY:SHIELD,BELLE:SAP,SHEGO:FANTASTIC,BOWLER_HAT_GUY:DAMAGE,ROCKETEER:SKILL1
84	454	6	EMERALD_14	2950	PORT_9	SHERIFF_OF_NOTTINGHAM:SAP,PRINCE_PHILLIP:TANK,RAYA:ENDURE,HUEY_DEWEY_LOUIE:BEAR_TRAP	SHERIFF_OF_NOTTINGHAM:SAP,SHEGO:ENERGIZED,EVE:TWO,MADAM_MIM:ENERGY,JACK_JACK:AOE_STUN	[boss]BALOO:HOT,SCROOGE_MCDUCK:DAMAGE_STUN,ROSE:COMBO,SHEGO:FANTASTIC,JASMINE:RAJAH_SKILL1,BELLE:SAP
85	459	6	EMERALD_15	2985	PORT_10	EDA_CLAWTHORNE:RESILIENCE,AGENT_P:STUN,IAN_LIGHTFOOT:REFLECT,MAD_HATTER:CHARMED	PRINCE_PHILLIP:TANK,AGENT_P:STUN,MADAM_MIM:ENERGY,ISABELA_MADRIGAL:CORRUPTIONHPCLEAVE,BRUNO_MADRIGAL:SAP	[boss]HEIMLICH:CLEANSE,MAXIMUS:STUDY,EDA_CLAWTHORNE:SHIELDS,PETE:ANTI_REFLECT,GASTON:DISABLES,JACK_SPARROW:NORMAL_DAMAGE
86	464	6	EMERALD_16	3020	PORT_11	WINNIE_THE_POOH:HUNNY,DANTE:TANK,HAMM:SAP,FAIRY_GODMOTHER:ENERGIZED	MR_INCREDIBLE:WEAK_ALLIES,SHERIFF_OF_NOTTINGHAM:SAP,ELSA:SHIELD,GASTON:DISABLES,KAA:CHARM	[boss]SULLEY:TEAM_HEAL,SLINKY_DOG:SCARED,BUZZ:SHIELD_ALLY,DEMONA:SCARE,MARY_SANDERSON:HEX,COGSWORTH_AND_LUMIERE:DOT
87	469	6	EMERALD_17	3055	PORT_12	SLINKY_DOG:SCARED,MEILIN_LEE:TANKY,SIMBA_AND_NALA:SILENCE,LUZ_NOCEDA:SKILL2_BUFF	BARLEY_LIGHTFOOT:QUEST,OOGIE_BOOGIE:POWER,ISABELA_MADRIGAL:DOT_WEAKEN,ROSE:SKILL1_BUFF,LADY_AND_TRAMP:ENERGY	[boss]FRANNY_ROBINSON:RETAIN_DEBUFF,DEMONA:SKILL3,CHIEF_BOGO:HEALS,MAX_GOOF:DAMAGE,MIRABEL_MADRIGAL:IMMUNITY,CHICKEN_LITTLE:BASEBALL
88	474	6	EMERALD_18	3090	PORT_13	OOGIE_BOOGIE:POWER,KING_LOUIE:BANANA,WOODY:FAST_ENERGY,MCLEACH:HEAL	HEIMLICH:WELL_FED_BUFF,CHIEF_BOGO:CHARGE,PEGASUS:DETERMINATION,ELSA:SHIELD,LUCA_AND_ALBERTO:SPEED	[boss]DANTE:TANK,MONKEY_FIST:SUPPORT,ZEUS:BETTER_SAP,AGENT_P:STUN,DISGUST:SILENCE,JESSIE:DODGE
89	479	6	EMERALD_19	3125	PORT_14	PACHA:SUPPORT,SALLY:REALITY,DUKE_CABOOM:CONTROL,MADAM_MIM:ENERGY	CHIEF_BOGO:HEALS,REX:DPS_SYNERGY,DARKWING_DUCK:SHIELD,JACK_JACK:HEALING_COUNTER,HONEY_LEMON:BD_BUFF	[boss]SLINKY_DOG:SCARED,SULLEY:TEAM_HEAL,BELLE:SAP,AUDREY_RAMIREZ:STUN,THE_MAYOR:SAP,PEGASUS:DETERMINATION
90	484	6	EMERALD_20	3160	PORT_15	SULLEY:TEAM_HEAL,DARKWING_DUCK:CRIT,ANGER:DOT,POWERLINE:BLIND	PACHA:TANK,OOGIE_BOOGIE:SCARE,HOPPER:STUN,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,MIGUEL:HEAL	[boss]PRINCE_PHILLIP:TANK,PACHA:TANK,MOTHER_GOTHEL:ENDURE,ANGER:DAMAGE_ROLE,MILO_THATCH:STUDY,JAFAR:SKILL1
91	489	6	EMERALD_21	3195	PORT_1	WINNIE_THE_POOH:HUNNY,SULLEY:STUN_COUNTER,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,BAGHEERA:HEAL	QUEEN_OF_HEARTS:STUN,GOOFY:SHIELD,RATIGAN:DODGE_DEBUFFS,VINNY_SANTORINI:SPEED,JAFAR:ROLES	[boss]HEIMLICH:WELL_FED_BUFF,CHIEF_BOGO:HEALS,ROCKETEER:SKILL1,QUORRA:CRIT,YAX:SLOW,ELIZABETH_SWANN:INVISIBLE
92	494	6	EMERALD_22	3230	PORT_2	HADES:DOT,MONKEY_FIST:DAMAGE,ANNE_BOONCHUY:UTILITY,MAYOR_BELLWETHER:CONTROL	SWEDISH_CHEF:LOBSTER,DEMONA:SCARE,MISS_PIGGY:KNOCK_BACK,JACK_SPARROW:HP,MONKEY_FIST:DAMAGE	[boss]QUEEN_OF_HEARTS:STUN,SCAR:INVIS,AGENT_P:SKILL4_BUFF,HOPPER:KNOCKBACK,FERB:HEX_AT_START,JACK_JACK:AOE_STUN
93	499	6	EMERALD_23	3265	PORT_3	REX:SHIELD_COUNTER,MEILIN_LEE:SHIELDS,KIM_POSSIBLE:STUDY,DARKWING_DUCK:CRIT	SWEETUMS:FATIGUE,GOOFY:BLIND,DEMONA:SCARE,YZMA:CURSE,KERMIT:SAP	[boss]SWEDISH_CHEF:FATIGUE,MIKE:STUNS,PETER_PAN:SKILL1,LUZ_NOCEDA:SKILL2_BUFF,HIRO:SUMMON,DAVY_JONES:CURSE
94	504	6	EMERALD_24	3300	PORT_4	RALPH:HEALING,NICK_WILDE:CHARM,MIKE:FANTASTIC_DAMAGE,KRISTOFF_AND_SVEN:HEAL	HERCULES:TANK,BUNSEN_AND_BEAKER:SPEED,GADGET_HACKWRENCH:SKILL2,JACK_SKELLINGTON:DUCK,MAMA_ODIE:EXTRA_DISABLE_CLEANSE	[boss]SADNESS:SORROW,HERCULES:TANK,ANGER:DAMAGE_ROLE,KING_LOUIE:SLOW,ALICE:DAMAGE,ARIEL:SHIELD
95	509	6	EMERALD_25	3335	PORT_5	PRINCE_PHILLIP:TANK,SHERIFF_OF_NOTTINGHAM:SAP,ANNE_BOONCHUY:NO_WHITE_SKILL,LUCA_AND_ALBERTO:SPEED	GONZO:SPEED_COUNTER,TIGGER:ENERGY,JESSIE:JUMP_EARLY,DEMONA:SKILL3,THOMAS_O_MALLEY:ALLY_DMG_RED	[boss]FRED_FREDERICKSON:BLIND,REPTILLUS_MAXIMUS:DEFENCE_HIMSELF,BELLE:SPEED,DUKE_CABOOM:CONTROL,FLIK:ENERGY,VIOLET:SHIELDS
96	514	6	EMERALD_26	3370	PORT_6	EDA_CLAWTHORNE:SHIELDS,SHEGO:ENERGIZED,MONKEY_FIST:DAMAGE,ZEUS:TENACITY_REDUC	WADE_RIPPLE:SHIELD,MONKEY_FIST:DAMAGE,ZEUS:TENACITY_REDUC,QUORRA:SHIELD,SHAN_YU:SHIELD	[boss]JAKE_LONG:TANK,BARLEY_LIGHTFOOT:SKILL1,ELSA:SHIELD,PETER_PAN:SKILL1,LOCK_SHOCK_BARREL:FATIGUE,JACK_JACK:AOE_STUN
97	519	6	EMERALD_27	3405	PORT_7	CLAWHAUSER:REALITY,PACHA:TANK,DUCKY_AND_BUNNY:CONTROL,MILO_THATCH:STUDY	MAXIMUS:STUDY,BUZZ:ATTACK_SPEED,KING_LOUIE:SLOW,ZEUS:TENACITY_REDUC,JACK_SPARROW:HP	[boss]LUISA_MADRIGAL:TENACITY_EVASION_REDUCED,CARL:HEAL,FRANNY_ROBINSON:ATTACK_SPEED_DECREASE,SHAN_YU:STUDY,CHESHIRE_CAT:INVISIBLE,JACK_SKELLINGTON:DUCK
98	524	6	EMERALD_28	3440	PORT_8	SADNESS:CRIT,MONKEY_FIST:DAMAGE,BUNSEN_AND_BEAKER:DIVERT,KAA:TANK	FELIX:ANGER,SWEETUMS:HP,MR_INCREDIBLE:ARMOR_SHREAD,JESSIE:JUMP_EARLY,TWENTY_TWO:SLOW	[boss]EDA_CLAWTHORNE:SHIELDS,RON_STOPPABLE:STUN,DASH:ENERGY,MULAN:HEAL_ON_CRIT,YAX:DAMAGE,GISELLE:COPY_BUFFS
99	529	6	EMERALD_29	3475	PORT_9	SWEETUMS:FATIGUE,BALOO:CHARM,TIGGER:ENERGY,MILO_THATCH:RESIST	CLAWHAUSER:REALITY,VANELLOPE:SLOW,COGSWORTH_AND_LUMIERE:SPEED,SHAN_YU:SHIELD,MAYOR_BELLWETHER:CONTROL	[boss]PRINCE_PHILLIP:TANK,SCAR:SPEED,DEMONA:SKILL3,AGENT_P:STUN,FROZONE:HEALS,PEGASUS:DETERMINATION
100	534	6	EMERALD_30	3510	PORT_10	SLINKY_DOG:SHIELD,WINNIE_THE_POOH:HEALING,JACK_SPARROW:HP,PETE:TANKY	FELIX:ANGER,DUCKY_AND_BUNNY:ALLY_ROLE,BOLT:SKILL3,SCAR:SPEED,REUBEN:HEAL	[boss]JAKE_LONG:TANK,PLEAKLEY:FREEZE,GADGET_HACKWRENCH:ENERGY_GAIN,ANGER:DOT,WOODY:FAST_ENERGY,TRON:ENERGY
101	539	6	SAPPHIRE	3545	PORT_11	MAXIMUS:STUDY,HADES:DOT,MONKEY_FIST:DAMAGE,GADGET_HACKWRENCH:ENERGY_GAIN	EDA_CLAWTHORNE:RESILIENCE,MIKE:FANTASTIC_DAMAGE,GO_GO:ENERGY,THOMAS_O_MALLEY:RESISTS_RED,CINDERELLA:SHIELDS	[boss]SALLY:REALITY,HADES:TANK,KIM_POSSIBLE:STUDY,DUFF_KILLIGAN:TANKY,JASMINE:ENERGY,MARY_SANDERSON:ENERGY_STEAL
102	544	6	SAPPHIRE_1	3580	PORT_12	PINOCCHIO:TRUTH,ALADDIN:SPEED,COGSWORTH_AND_LUMIERE:DOT,JOY:DISABLE	GONZO:SHIELD_BUFF,CLAWHAUSER:REALITY,STITCH:BITE,YEN_SID:SHIELD_DAMAGE,ANXIETY:PREVENT_KO	[boss]SULLEY:TEAM_HEAL,MANTICORE:CURSE,DAISY_DUCK:ANTI_CHARM,SCAR:INVIS,HONEY_LEMON:SLOW,KIM_POSSIBLE:SCARE
103	549	6	SAPPHIRE_2	3615	PORT_13	JOHN_SILVER:STUDY,DUKE_CABOOM:HEAL,ERNESTO_DE_LA_CRUZ:ALLY_KO_BUFF,BELLE:SPEED	SALLY:REALITY,SHANK:ARMOR,PLEAKLEY:DOT,HECTOR_BARBOSSA:STUDY,DR_DRAKKEN:SILENCE	[boss]FRED_FREDERICKSON:BLIND,LUISA_MADRIGAL:EMPOWERED_BY_ALLIES,KIM_POSSIBLE:STUDY,VINNY_SANTORINI:SPEED,TIANA:LONGER_SHIELDS,SIMEA:HEX_COUNTER
104	554	6	SAPPHIRE_3	3650	PORT_14	GONZO:SHIELD_BUFF,MUSHU:BLIND,SIMEA:HEX_COUNTER,HECTOR_RIVERA:SCARE	LITTLE_JOHN:DODGE,JACK_JACK:HEALING_COUNTER,JACK_SPARROW:NORMAL_DAMAGE,DASH:SHIELD_COUNTER,MARIE:DAMAGE_REDUCTION	[boss]MUFASA:IMMUNITY,QUORRA:CRIT,RON_STOPPABLE:STUN,PETE:TANKY,DUCHESS:MOMENTUM_START,ISABELA_MADRIGAL:DOT_WEAKEN
